Annee,Mois,Jour,Heure,Minute,Sec,Hs (m),Tpeak (s),Hrms (m),H1/10 (m),H1/100 (m),Hmax (m)
2022,8,27,14,0,0,2.82626941840114,11.48183648039874,1.994090089649694,3.589362161369448,4.719869928729904,5.4976533818281
2022,8,27,15,0,0,2.724387067608069,11.26481098363739,1.922206431034582,3.459971575862248,4.549726402905476,5.299472045420693
2022,8,27,16,0,0,2.96537363205855,9.978342357351103,2.092235840396866,3.766024512714359,4.952173965537779,5.768238608297001
2022,8,27,17,0,0,2.452521073407053,10.90387766247952,1.730389868459421,3.114701763226958,4.095710192589779,4.770638880156214
2022,8,27,18,0,0,2.212582434915618,11.25211346984783,1.561099829079353,2.809979692342835,3.695012666309082,4.30391074067123
2022,8,27,19,0,0,2.471645991199443,9.9825,1.743883560457385,3.138990408823293,4.127648805303069,4.807840630383549
2022,8,27,20,0,0,2.43265895260196,10.69935691318328,1.716376038780272,3.08947686980449,4.062540450845273,4.732003124165133
2022,8,27,21,0,0,2.516508243849039,11.4609644087256,1.775536372049044,3.195965469688279,4.202568767227895,4.895106590730317
2022,8,27,22,0,0,2.828716987380871,11.02226720647773,1.995816985540948,3.592470573973706,4.723957368926055,5.502414387905959
2022,8,27,23,0,0,2.456941143076276,10.67076429716729,1.733508473170483,3.12031525170687,4.10309170893738,4.779236790463952
2022,8,28,0,0,0,2.792879751841611,10.7550727240079,1.97053182491047,3.546957284838846,4.664109185575491,5.432703872031206
2022,8,28,1,0,0,2.201383963464937,10.01421167028925,1.553198685333595,2.795757633600471,3.676311218986446,4.282127497346549
2022,8,28,2,0,0,2.183701644005605,10.28240343347639,1.540722826603955,2.773301087887118,3.64678174548936,4.247731886389841
2022,8,28,3,0,0,2.201718338080592,12.91397153945666,1.553434605201306,2.796182289362351,3.676869624594588,4.282777922151976
2022,8,28,4,0,0,1.896512300123087,9.648034793814432,1.338094789531289,2.408570621156321,3.167175541205556,3.689091773263647
2022,8,28,5,0,0,2.231594721720382,9.84063090446069,1.57451405365827,2.834125296584886,3.726763185273038,4.340893401336196
2022,8,28,6,0,0,1.859522117897238,11.84749282959153,1.311996160960829,2.361593089729492,3.105401936888387,3.617138547897248
2022,8,28,7,0,0,2.101675021128591,12.1750177863604,1.482848487129617,2.66912727683331,3.509797285284746,4.088173870539086
2022,8,28,8,0,0,2.202757110726975,12.40575807787904,1.554167517012921,2.797501530623259,3.678604374914049,4.284798540538588
2022,8,28,9,0,0,2.011734697389044,10.89693441280815,1.419390592046714,2.554903065684085,3.359596944639703,3.913222140265205
2022,8,28,10,0,0,2.248889391314259,10.83778159775627,1.586716403871727,2.856089526969109,3.755645283494812,4.374534956582604
2022,8,28,11,0,0,2.223112440891132,11.83812629706493,1.56852933329541,2.823352799931738,3.712597776288191,4.324393686346914
2022,8,28,12,0,0,2.217911262597984,10.90586307356154,1.564859613055244,2.816747303499439,3.703911808538633,4.314276365171994
2022,8,28,13,0,0,2.09922590056738,10.30983733539892,1.481120496511429,2.666016893720573,3.505707253947525,4.083409846328167
2022,8,28,14,0,0,1.745669854066003,11.10091743119266,1.231667063702125,2.217000714663824,2.915268656290225,3.395673361597116
2022,8,28,15,0,0,2.217534217588255,12.71521069950111,1.564593586853936,2.816268456337084,3.703282143372386,4.313542938004951
2022,8,28,16,0,0,2.217907178861044,10.75314183123878,1.564856731751959,2.816742117153526,3.703904988697943,4.314268421495409
2022,8,28,17,0,0,2.073160431951091,12.64140987758548,1.462729860321048,2.632913748577886,3.462177921358322,4.0327073511045
2022,8,28,18,0,0,2.018570192095408,14.27260812581913,1.42421341331176,2.563584143961168,3.371012220799331,3.926518530320676
2022,8,28,19,0,0,1.87517405358852,11.45110410094637,1.323039471143011,2.38147104805742,3.131540669492828,3.647584660580309
2022,8,28,20,0,0,2.165383893920259,12.33422570016474,1.527798636265961,2.750037545278729,3.616191102846833,4.212100237103853
2022,8,28,21,0,0,1.769581613824976,11.95031923383879,1.248538138643177,2.247368649557719,2.95520129508771,3.442186466840546
2022,8,28,22,0,0,1.665199287918028,13.56625141562854,1.17489060869772,2.114803095655896,2.780882810823107,3.23914218405237
2022,8,28,23,0,0,1.766775356975935,11.15570869808158,1.246558168533021,2.243804703359438,2.950514846149812,3.436727741866926
2022,8,29,0,0,0,1.933437283307895,9.397505295363613,1.364147416556126,2.455465349801027,3.228840263124185,3.760918173591308
2022,8,29,1,0,0,2.052473826781,11.05992059828271,1.448134311117705,2.60664176001187,3.427631290724269,3.992467809845114
2022,8,29,2,0,0,1.706172063672594,13.00792702790748,1.203799178257886,2.166838520864195,2.849307346333232,3.318842342049836
2022,8,29,3,0,0,1.92020271557456,14.04666979362101,1.354809693766495,2.438657448779691,3.206738535009515,3.735174320021479
2022,8,29,4,0,0,1.802134432731215,11.94436135207897,1.271505960871468,2.288710729568643,3.009564502661129,3.505508142326518
2022,8,29,5,0,0,1.915551871330706,12.25598526703499,1.35152826477222,2.432750876589996,3.198971625122278,3.726127507492174
2022,8,29,6,0,0,1.643423909866613,12.21100917431193,1.159526869739221,2.087148365530599,2.744517929477244,3.196784764053582
2022,8,29,7,0,0,1.572842365887738,10.36963296398892,1.109727669265238,1.997509804677428,2.626646751032523,3.059489691820297
2022,8,29,8,0,0,2.015263521186375,11.59071117561684,1.421880373281498,2.559384671906697,3.365490080381247,3.920086400960581
2022,8,29,9,0,0,2.077226357158593,13.60940695296524,1.465598596439674,2.638077473591413,3.46896801645485,4.04061638034345
2022,8,29,10,0,0,1.848550286404764,13.74684415882488,1.304254924296695,2.34765886373405,3.087078978295955,3.59579616414688
2022,8,29,11,0,0,1.73393738951728,12.12940461725395,1.223389158159415,2.202100484686946,2.895675440493858,3.372851396011135
2022,8,29,12,0,0,1.8844819775383,11.08140610545791,1.329606728596467,2.393292111473641,3.147084902488961,3.665690414846743
2022,8,29,13,0,0,1.593512743886079,12.96007789678676,1.1243117692974,2.02376118473532,2.661166282289751,3.099697668019016
2022,8,29,14,0,0,1.686313659960562,13.75947622329428,1.189787971194396,2.141618348149914,2.816143812134138,3.280213816540429
2022,8,29,15,0,0,1.600061997687767,10.30895008605852,1.128932631701924,2.032078737063463,2.67210353613857,3.112437262863328
2022,8,29,16,0,0,1.687427822977282,10.82798517581126,1.190574075100638,2.143033335181149,2.818004464372061,3.282381084118283
2022,8,29,17,0,0,1.778382897075903,12.0987779012221,1.254747932936887,2.258546279286396,2.969899438116757,3.459306704675571
2022,8,29,18,0,0,1.520282630922642,13.4218487394958,1.072643856262087,1.930758941271756,2.538871993640813,2.957250604917423
2022,8,29,19,0,0,1.636670960317979,13.29817939609236,1.154762288668796,2.078572119603834,2.733240503731025,3.183648940666878
2022,8,29,20,0,0,1.495982441431237,11.49064748201439,1.055498722565372,1.89989770061767,2.498290677190165,2.909981926968077
2022,8,29,21,0,0,1.585897411891414,11.49174980813507,1.118938729501165,2.014089713102096,2.648448677858662,3.084884340095773
2022,8,29,22,0,0,1.168086128521007,13.99088997897687,0.8241496573453774,1.483469383221679,1.950703834630082,2.272158702535469
2022,8,29,23,0,0,1.565501219652881,12.3469387755102,1.104548082755088,1.988186548959159,2.614387036820311,3.04520970946554
2022,8,30,0,0,0,1.314201665773755,13.09180327868852,0.9272422864070383,1.669036115532669,2.194716781842171,2.556382341048188
2022,8,30,1,0,0,1.59407420592316,12.29371921182266,1.124707911956896,2.024474241522413,2.662103923891677,3.10078982280328
2022,8,30,2,0,0,1.335037688314895,11.09988880652335,0.9419432578666205,1.695497864159917,2.229512939485875,2.596912528666305
2022,8,30,3,0,0,1.36819264015032,12.14292954891029,0.9653359183282817,1.737604652990907,2.284881709051035,2.661405471871093
2022,8,30,4,0,0,1.4097372645304,10.89297081022097,0.9946479588631157,1.790366325953608,2.354261231765769,2.742217988622992
2022,8,30,5,0,0,1.188150058260958,9.438972500196989,0.8383058744396757,1.508950573991416,1.984210597295799,2.311187016845999
2022,8,30,6,0,0,1.223296623472036,13.51726472579553,0.8631037287830475,1.553586711809486,2.0429053611983,2.37955404223795
2022,8,30,7,0,0,1.318793005246313,12.56318825380179,0.9304817314793428,1.674867116662817,2.202384318761342,2.565313405020393
2022,8,30,8,0,0,1.417852413467865,11.16610738255034,1.000373647280105,1.800672565104188,2.367813530491334,2.758003559421593
2022,8,30,9,0,0,1.322345468708305,11.41727030118185,0.9329881918108597,1.679378745259548,2.20831693274287,2.572223649542195
2022,8,30,10,0,0,1.320731483123594,13.65283793024846,0.9318494353149804,1.677328983566965,2.205621576816402,2.569084128146875
2022,8,30,11,0,0,1.257129907010799,12.06101490132904,0.8869749899465085,1.596554981903715,2.099406944708035,2.445366474858212
2022,8,30,12,0,0,1.225411281112029,10.28858541612986,0.8645957372290427,1.556272327012277,2.046436839457088,2.383667469871645
2022,8,30,13,0,0,1.270471448181568,13.28637976929902,0.8963881884392177,1.613498739190592,2.121687318463219,2.47131841293557
2022,8,30,14,0,0,1.494243095699544,12.97130481862479,1.054271517521345,1.897688731538421,2.495385969818239,2.90659855527614
2022,8,30,15,0,0,1.285754443316694,12.01866158322464,0.9071711905623338,1.632908143012201,2.147209920338878,2.501046863217786
2022,8,30,16,0,0,1.338191961429675,12.82273603082852,0.9441687727864928,1.699503791015687,2.234780575587557,2.603048214154664
2022,8,30,17,0,0,1.289983670031234,12.88757396449704,0.9101551449664818,1.638279260939667,2.154272728952161,2.509273546207853
2022,8,30,18,0,0,1.206476739520617,13.03907695656906,0.8512363662173243,1.532225459191184,2.01481615499943,2.346836039033647
2022,8,30,19,0,0,1.281410885695556,13.7279394911758,0.9041065693518648,1.627391824833357,2.139956179111579,2.492597783986507
2022,8,30,20,0,0,1.344615590415829,14.30157593123209,0.9487009999045016,1.707661799828103,2.245508035994435,2.615543443869643
2022,8,30,21,0,0,1.206170246163401,13.96805037313433,0.8510201181263992,1.531836212627519,2.014304311092879,2.346239848794019
2022,8,30,22,0,0,1.257767436159006,13.99579390115667,0.887424802178854,1.597364643921937,2.100471618385539,2.446606595228489
2022,8,30,23,0,0,1.376750399531933,14.55705432008749,0.9713738930030857,1.748473007405554,2.299173167218327,2.678052007583108
2022,8,31,0,0,0,1.309925804801573,14.68554615667525,0.9242254289433318,1.663605772097997,2.187576094018626,2.548064945197355
2022,8,31,1,0,0,1.362218954789446,14.40129838903582,0.9611211514347755,1.730018072582596,2.274905654498374,2.649785471558182
2022,8,31,2,0,0,1.621817727333563,14.33923868805363,1.14428250761868,2.059708513713625,2.70843560464705,3.15475646282446
2022,8,31,3,0,0,1.228981142493317,13.29670329670329,0.867114472759174,1.560806050966513,2.05239850796384,2.390611556789799
2022,8,31,4,0,0,1.363629529397357,14.38918918918919,0.962116390185913,1.731809502334643,2.277261314093586,2.652529318345405
2022,8,31,5,0,0,1.288745824350593,13.49290380716377,0.9092817760695854,1.636707196925254,2.152205526665491,2.506865691369936
2022,8,31,6,0,0,1.460452165808221,13.06182531894014,1.030430139209134,1.854774250576441,2.438955116899729,2.8408685088826
2022,8,31,7,0,0,1.270430437500255,14.23867823606324,0.8963592531251802,1.613446655625324,2.121618830625426,2.471238639043759
2022,8,31,8,0,0,1.159487104815459,15.29494382022471,0.8180825683975742,1.472548623115634,1.936343465041817,2.255431899546541
2022,8,31,9,0,0,1.026361005502992,14.55174927113703,0.7241547094382219,1.303478476988799,1.714022879189996,1.996475288641129
2022,8,31,10,0,0,1.253386775915631,13.38585316795172,0.8843340030071396,1.591801205412851,2.093155915779104,2.438085344053768
2022,8,31,11,0,0,1.524495251725634,13.05470793374019,1.075616094273087,1.936108969691556,2.545907070381809,2.96544498612296
2022,8,31,12,0,0,1.228245061576477,14.50066577896138,0.8665951267789588,1.559871228202126,2.051169252832717,2.389179733724588
2022,8,31,13,0,0,1.238934420363739,12.1,0.874137063256638,1.573446713861948,2.069020482007444,2.409972652157541
2022,8,31,14,0,0,1.091595416954312,12.71926098959439,0.7701812108510979,1.386326179531976,1.822964346313701,2.123369129826942
2022,8,31,15,0,0,1.85255688800114,13.15650741350906,1.307081804311915,2.352747247761448,3.093770002961903,3.603589797221117
2022,8,31,16,0,0,1.504731439165665,14.26071428571428,1.061671626522441,1.911008927740394,2.51290150340666,2.927000459125388
2022,8,31,17,0,0,1.228261683624911,13.27754378186654,0.8666068545575759,1.559892338203637,2.051197011653601,2.389212066898556
2022,8,31,18,0,0,1.433425181118402,13.76105686387134,1.011361100011317,1.82044998002037,2.39382005246773,2.788295674596808
2022,8,31,19,0,0,1.273947453075866,14.38227878496818,0.8988407030035274,1.617913265406349,2.127492246636696,2.478079930410856
2022,8,31,20,0,0,1.533089921071551,12.90840517241379,1.081680110978261,1.947024199760869,2.560260168189489,2.982163319020607
2022,8,31,21,0,0,1.472118566019135,15.01880641925777,1.038661432691278,1.869590578844301,2.458438005251955,2.863561966256375
2022,8,31,22,0,0,1.531435425116407,12.33930778739184,1.080512772165465,1.944922989897837,2.557497159944399,2.978944996937158
2022,8,31,23,0,0,1.651931519049789,14.68734673859736,1.165529460662907,2.097953029193232,2.758725636813147,3.213333747704128
2022,9,1,0,0,0,1.197073069822252,13.04617730341973,0.8446015548190335,1.52028279867426,1.999112026603161,2.328544040336631
2022,9,1,1,0,0,1.642367304553932,14.42210450276908,1.15878137599083,2.085806476783494,2.742753398605066,3.194729457601657
2022,9,1,2,0,0,1.641244039792624,15.01880641925777,1.157988850298129,2.084379930536633,2.740877546453683,3.192544485329202
2022,9,1,3,0,0,1.375615226170162,12.98536585365854,0.9705729651311695,1.747031337236105,2.29727742770417,2.675843870725854
2022,9,1,4,0,0,1.687973674250101,13.13198859899145,1.190959203498682,2.143726566297628,2.818916035997669,3.283442872876443
2022,9,1,5,0,0,1.611602685478696,14.98498874155617,1.137075228087747,2.046735410557944,2.691376484749422,3.134886184699774
2022,9,1,6,0,0,1.375602638065097,14.07307330827067,0.9705640835237074,1.747015350342673,2.297256405568712,2.67581938437012
2022,9,1,7,0,0,1.559785139742042,13.69341563786008,1.100515070817996,1.980927127472394,2.60484118336921,3.034090802737107
2022,9,1,8,0,0,1.954324941126458,14.84938638899219,1.378884819572556,2.481992675230602,3.263722651681185,3.801548802043443
2022,9,1,9,0,0,1.472055323918956,16.8149915777653,1.038616811876152,1.869510261377074,2.458332390944656,2.863438947854923
2022,9,1,10,0,0,1.84527157064434,14.37020153550863,1.30194160817684,2.343494894718312,3.081603522976048,3.589418413083591
2022,9,1,11,0,0,1.845232825972119,13.13486842105263,1.301914271658106,2.343445688984591,3.081538819373439,3.589343047027944
2022,9,1,12,0,0,2.006911846972941,14.43600867678958,1.415987803142019,2.548778045655635,3.351542784444811,3.903840741688157
2022,9,1,13,0,0,1.720446125487425,14.59607652004386,1.213870321871683,2.184966579369029,2.873145029563999,3.346608217340351
2022,9,1,14,0,0,1.335682690361719,11.11430692150678,0.9423983426441016,1.696317016759383,2.23059009290407,2.598167185303396
2022,9,1,15,0,0,1.703847543758937,13.9193585870323,1.202159100318805,2.16388638057385,2.845425398077424,3.314320690758828
2022,9,1,16,0,0,1.982043851908444,14.85122737416315,1.398442051068736,2.517195691923725,3.310013232687102,3.855467569521523
2022,9,1,17,0,0,1.6004121949884,14.70898821218074,1.129179715352927,2.032523487635268,2.672688365630628,3.113118465922598
2022,9,1,18,0,0,1.485380560235939,13.69341563786008,1.04801850638869,1.886433311499643,2.480585535594019,2.889359169764682
2022,9,1,19,0,0,1.795454091231901,13.42786683107275,1.266792608813619,2.280226695864514,2.998408332357274,3.492513555966012
2022,9,1,20,0,0,1.726124975462366,14.9233835804161,1.217877066020669,2.192178718837204,2.88262870902215,3.357654704475074
2022,9,1,21,0,0,1.478742414716195,13.82298638356797,1.043334925938649,1.878002866689568,2.469499832576046,2.876446662935686
2022,9,1,22,0,0,1.846065843264633,14.55174927113702,1.302502011636714,2.344503620946084,3.082929958251937,3.590963430529069
2022,9,1,23,0,0,2.05339509641383,14.71621621621621,1.448784318025313,2.607811772445564,3.429169811011096,3.994259861614676
2022,9,2,0,0,0,1.527913104656538,14.77065351418002,1.078027579396557,1.940449642913804,2.551614884776419,2.972093386520259
2022,9,2,1,0,0,1.211292284592417,12.90006461339651,0.854634000795761,1.53834120143237,2.022858115269337,2.356203227270182
2022,9,2,2,0,0,1.584736316748313,13.27165964990029,1.118119512372421,2.012615122270357,2.646509648969682,3.082625780243504
2022,9,2,3,0,0,1.374922804622943,14.8475458601884,0.970084423261743,1.746151961871138,2.296121083720315,2.674496973775431
2022,9,2,4,0,0,1.942525002442811,13.78005291613942,1.370559307279094,2.46700675310237,3.244016754079494,3.778595585910844
2022,9,2,5,0,0,1.631817131576434,12.47162935970848,1.151337642834484,2.07240775710207,2.725134609732644,3.174207283115749
2022,9,2,6,0,0,1.603121714678138,13.4489727180869,1.131091432022909,2.035964577641235,2.677213263512491,3.118389017975574
2022,9,2,7,0,0,1.907571389237548,13.22769434628975,1.345897591295381,2.422615664331686,3.185644220026705,3.710603890358432
2022,9,2,8,0,0,1.420268671007589,12.37244370997727,1.00207845121091,1.803741212179638,2.371848680582673,2.762703658551614
2022,9,2,9,0,0,1.448438348580775,13.4504828205704,1.02195372372088,1.839516702697585,2.418892042129895,2.817499256652395
2022,9,2,10,0,0,1.21745687528365,11.53046491481375,0.8589834620056865,1.546170231610236,2.033152981723696,2.368194576233797
2022,9,2,11,0,0,1.125446980986943,12.78851286431088,0.7940653699185654,1.429317665853418,1.879496458248195,2.189217121625773
2022,9,2,12,0,0,1.567622350508073,13.49290380716377,1.106044658414029,1.990880385145252,2.617929325348481,3.049335728783946
2022,9,2,13,0,0,1.234661653325151,11.00202057310801,0.8711223887349679,1.568020299722942,2.061884961053003,2.401661274619888
2022,9,2,14,0,0,1.398798657764802,14.00724976613657,0.9869301640896104,1.776474295361299,2.335993758467219,2.720940233542092
2022,9,2,15,0,0,1.218664717891551,12.33549582947173,0.8598356620679273,1.547704191722269,2.03517007887889,2.370544069157157
2022,9,2,16,0,0,1.424331288965769,13.66997603560424,1.004944853881404,1.808900736986526,2.378633252572834,2.770606254536075
2022,9,2,17,0,0,1.490367789196563,12.93907971484122,1.051537273488686,1.892767092279635,2.48891420795826,2.899060317143913
2022,9,2,18,0,0,1.515949157833256,13.63108784706417,1.069586350249019,1.925255430448235,2.531635093581537,2.948821142096287
2022,9,2,19,0,0,1.345143643640116,12.76806651033895,0.949073570790526,1.708332427422947,2.246389884878993,2.616570611900893
2022,9,2,20,0,0,1.121007926961459,13.04617730341973,0.7909333706894738,1.423680067241053,1.872083238025636,2.180582282987804
2022,9,2,21,0,0,1.214855053063401,11.25211346984783,0.8571477318836219,1.54286591739052,2.02880793861588,2.363133517073996
2022,9,2,22,0,0,1.203203407659166,13.2393899204244,0.8489268487373004,1.528068327727141,2.009349690790807,2.340468760719418
2022,9,2,23,0,0,1.245234506945809,12.92093625283141,0.8785821243450987,1.581447823821178,2.079541626599501,2.422227567445597
2022,9,3,0,0,0,1.268742675460162,11.24577544123169,0.8951684432413363,1.611303197834405,2.11880026801847,2.467955607841203
