Annee,Mois,Jour,Heure,Minute,Sec,Hs (m),Tpeak (s),Hrms (m),H1/10 (m),H1/100 (m),Hmax (m)
2020,10,19,13,51,0,0.9441086682904138,11.78455484505657,0.6661211159604586,1.199018008728826,1.576661476044991,1.836478213735295
2020,10,19,14,6,0,0.6693444007022753,11.57055925818604,0.4722596604954942,0.8500673888918896,1.1178051491728,1.30200733311911
2020,10,19,14,21,0,0.8449383015933527,12.85714285714286,0.5961509127908655,1.073071643023558,1.411046963660899,1.643572223138808
2020,10,19,14,36,0,0.8061686615830934,11.94317048853439,0.5687967778947381,1.023834200210529,1.346301664843766,1.568157600199131
2020,10,19,14,51,0,0.7051769787541708,14.5765393039669,0.4975415350098872,0.895574763017797,1.177645554519465,1.37170878925915
2020,10,19,15,6,0,0.8637190440277264,14.6192335855504,0.6094017699528959,1.096923185915212,1.442410803526303,1.680104484177101
2020,10,19,15,21,0,0.8503298728554054,12.93349168646081,0.5999549658479805,1.079918938526365,1.420050887668527,1.654059896320001
2020,10,19,15,36,0,0.8356946470062084,13.43841148754768,0.5896290009432693,1.061332201697885,1.395610060500368,1.625591485502615
2020,10,19,15,51,0,0.8591179224469367,12.89867556799827,0.6061554230597831,1.09107976150761,1.434726930486384,1.671154392068352
2020,10,19,16,6,0,0.9889256424115199,14.17633136094675,0.6977419810347946,1.25593556586263,1.651505822827238,1.92365609838282
2020,10,19,16,21,0,0.9604968179249816,13.83735705209657,0.6776838659804036,1.219830958764727,1.604029685934719,1.868356408246332
2020,10,21,0,0,0,0.7829732716353407,14.9401346969319,0.5524311416538237,0.9943760549768828,1.307565363631019,1.523037976019344
2020,10,21,1,0,0,0.9052611422189653,13.09323423324953,0.6387120281211589,1.149681650618086,1.511786107505672,1.760912086991733
2020,10,21,2,0,0,1.140255212553348,14.18640454760777,0.8045133999681959,1.448124119942753,1.904226204964092,2.218022062803673
2020,10,21,3,0,0,0.740087150947405,10.07485281749369,0.5221726009462246,0.9399106817032044,1.235945542082166,1.439615983445509
2020,10,21,4,0,0,0.6459735061233927,12.85162536208561,0.4557701959870604,0.8203863527767087,1.078775755226066,1.256546317696657
2020,10,21,5,0,0,0.9666209287198099,12.06952141057934,0.6820047663745326,1.227608579474158,1.614256950962082,1.880269015799834
2020,10,21,6,0,0,1.011172606213201,14.50242130750605,0.7134384499393138,1.284189209890765,1.688658252376045,1.96693084600009
2020,10,21,7,0,0,0.8348982711556603,11.15155464531744,0.5890671135376048,1.060320804367689,1.394280112829953,1.62404237685803
