Annee,Mois,Jour,Heure,Minute,Sec,Hs (m),Tpeak (s),Hrms (m),H1/10 (m),H1/100 (m),Hmax (m)
2021,3,24,12,0,0,1.966017366102668,13.93068961507152,1.387134474972438,2.496842054950388,3.283249001391455,3.824292882736428
2021,3,24,13,0,0,2.118641478087434,14.27260812581913,1.494819265095023,2.690674677171041,3.538131268406014,4.121176987251926
2021,3,24,14,0,0,1.988040856173295,10.76570504179024,1.402673270744492,2.524811887340085,3.320028229809403,3.867132929717843
2021,3,24,15,0,0,2.042962255550234,13.83575883575883,1.441423369193777,2.594562064548798,3.411746966768892,3.973965921312174
2021,3,24,16,0,0,2.160044245515184,13.31739855475264,1.524031217669047,2.743256191804284,3.607273890010358,4.201713564155829
2021,3,24,17,0,0,1.800511365238962,14.86597170513775,1.270360796585268,2.286649433853482,3.006853979949067,3.502350954823577
2021,3,24,18,0,0,2.058456805923036,13.58625382783259,1.452355635290142,2.614240143522256,3.43762286589147,4.004105888401768
2021,3,24,19,0,0,2.066920462402845,13.50507328072153,1.458327215139785,2.624988987251613,3.451757172212751,4.020569375345337
2021,3,24,20,0,0,1.986297841402863,16.00187015762757,1.401443476989798,2.522598258581636,3.317117395142781,3.863742421019397
2021,3,24,21,0,0,1.60907189560537,13.25110619469026,1.135289615232678,2.04352130741882,2.687150065660968,3.129963297513153
2021,3,24,22,0,0,1.834241578397301,14.22684085510689,1.294159335869207,2.329486804564573,3.063183435923493,3.567962895154669
2021,3,24,23,0,0,1.815907213725398,13.79433440810686,1.281223423017364,2.306202161431255,3.032565046921414,3.532298927209539
2021,3,25,0,0,0,1.760796172495946,15.58750813272609,1.242339521705473,2.236211139069851,2.940529608068229,3.425097044678975
2021,3,25,1,0,0,1.992976418821569,13.9242124840172,1.406155584390773,2.531080051903392,3.32827061943202,3.87673357589398
2021,3,25,2,0,0,1.670016234159557,16.07056613898578,1.178289231879243,2.120920617382638,2.788927111046461,3.248512097841342
