"Date";"Significant height (cm)";"Significant period (sec)";"EN (22+ cm2)";"EN (20 cm2)";"EN (17 cm2)";"EN (15 cm2)";"EN (13 cm2)";"EN (11 cm2)";"EN (9 cm2)";"EN (7 cm2)";"EN (5 cm2)";"EN (3 cm2)"
"2016-08-23 22:46:00";"66";"10";"1";"0";"0";"88";"0";"0";"158";"17";"7";"0"
"2016-08-23 23:46:00";"110";"10";"1";"0";"0";"221";"0";"0";"503";"29";"8";"0"
"2016-08-24 00:46:00";"82";"16";"1";"0";"0";"234";"0";"0";"162";"16";"9";"0"
"2016-08-24 01:46:00";"86";"16";"1";"0";"0";"260";"0";"0";"182";"17";"5";"0"
"2016-08-24 02:46:00";"135";"10";"1";"0";"0";"447";"0";"0";"642";"24";"18";"0"
"2016-08-24 03:46:00";"125";"16";"2";"0";"0";"666";"0";"0";"256";"45";"4";"0"
"2016-08-24 04:46:00";"95";"16";"2";"0";"0";"310";"0";"0";"226";"8";"18";"0"
"2016-08-24 05:46:00";"100";"16";"2";"0";"0";"386";"0";"0";"225";"10";"3";"0"
"2016-08-24 06:46:00";"119";"16";"1";"0";"0";"507";"0";"0";"349";"19";"9";"0"
"2016-08-24 07:46:00";"81";"10";"0";"0";"0";"132";"0";"0";"239";"19";"20";"0"
"2016-08-24 08:46:00";"107";"10";"2";"0";"0";"201";"0";"0";"439";"65";"14";"0"
"2016-08-24 09:46:00";"100";"10";"2";"0";"0";"204";"0";"0";"367";"50";"7";"0"
"2016-08-24 10:46:00";"85";"16";"3";"0";"0";"252";"0";"0";"126";"61";"14";"0"
"2016-08-24 11:46:00";"80";"10";"2";"0";"0";"26";"0";"0";"269";"97";"9";"0"
"2016-08-24 12:46:00";"96";"10";"1";"0";"0";"176";"0";"0";"321";"68";"10";"0"
"2016-08-24 13:46:00";"101";"10";"1";"0";"0";"98";"0";"0";"429";"60";"48";"0"
"2016-08-24 14:46:00";"193";"6";"2";"0";"0";"195";"0";"0";"305";"397";"1431";"0"
"2016-08-24 15:46:00";"379";"7";"0";"0";"0";"296";"0";"0";"3020";"5068";"573";"0"
"2016-08-24 16:46:00";"448";"7";"4";"0";"0";"436";"0";"0";"4411";"4757";"2964";"0"
"2016-08-24 17:46:00";"255";"7";"1";"0";"0";"79";"0";"0";"599";"2705";"669";"0"
"2016-08-24 18:46:00";"356";"6";"2";"0";"0";"182";"0";"0";"2338";"1705";"3697";"0"
"2016-08-24 19:46:00";"369";"7";"1";"0";"0";"41";"0";"0";"1907";"4341";"2238";"0"
"2016-08-24 20:46:00";"294";"10";"1";"0";"0";"129";"0";"0";"3143";"1759";"374";"0"
"2016-08-24 21:46:00";"334";"6";"2";"0";"0";"67";"0";"0";"1315";"2687";"2890";"0"
"2016-08-24 22:46:00";"186";"10";"1";"0";"0";"91";"0";"0";"1050";"377";"632";"0"
"2016-08-24 23:46:00";"196";"10";"1";"0";"0";"459";"0";"0";"779";"520";"638";"0"
"2016-08-25 00:46:00";"188";"6";"2";"0";"0";"99";"0";"0";"180";"871";"1067";"0"
"2016-08-25 01:46:00";"230";"6";"0";"0";"0";"53";"0";"0";"522";"943";"1802";"0"
"2016-08-25 02:46:00";"177";"6";"1";"0";"0";"147";"0";"0";"281";"311";"1220";"0"
"2016-08-25 03:46:00";"179";"7";"1";"0";"0";"144";"0";"0";"345";"1135";"368";"0"
"2016-08-25 04:46:00";"187";"7";"1";"0";"0";"112";"0";"0";"476";"1044";"562";"0"
"2016-08-25 05:46:00";"180";"10";"0";"0";"0";"581";"0";"0";"1336";"63";"49";"0"
"2016-08-25 06:46:00";"162";"6";"1";"0";"0";"217";"0";"0";"424";"228";"774";"0"
"2016-08-25 07:46:00";"123";"10";"0";"0";"0";"51";"0";"0";"554";"191";"154";"0"
"2016-08-25 08:46:00";"170";"10";"1";"0";"0";"321";"0";"0";"968";"408";"113";"0"
"2016-08-25 09:46:00";"135";"10";"0";"0";"0";"224";"0";"0";"406";"349";"154";"0"
"2016-08-25 10:46:00";"139";"10";"0";"0";"0";"87";"0";"0";"551";"246";"326";"0"
"2016-08-25 11:46:00";"124";"10";"1";"0";"0";"61";"0";"0";"633";"235";"33";"0"
"2016-08-25 12:46:00";"150";"10";"0";"0";"0";"93";"0";"0";"1016";"140";"153";"0"
"2016-08-25 13:46:00";"134";"16";"0";"0";"0";"369";"0";"0";"337";"286";"132";"0"
"2016-08-25 14:46:00";"101";"16";"1";"0";"0";"229";"0";"0";"172";"190";"49";"0"
"2016-08-25 15:46:00";"124";"6";"0";"0";"0";"97";"0";"0";"250";"117";"493";"0"
"2016-08-25 16:46:00";"128";"7";"1";"0";"0";"127";"0";"0";"251";"398";"241";"0"
"2016-08-25 17:46:00";"178";"10";"1";"0";"0";"479";"0";"0";"878";"184";"435";"0"
"2016-08-25 18:46:00";"152";"10";"1";"0";"0";"44";"0";"0";"749";"443";"211";"0"
"2016-08-25 19:46:00";"214";"7";"2";"0";"0";"229";"0";"0";"1020";"1462";"148";"0"
"2016-08-25 20:46:00";"123";"7";"1";"0";"0";"50";"0";"0";"286";"469";"147";"0"
"2016-08-25 21:46:00";"188";"10";"1";"0";"0";"298";"0";"0";"1032";"89";"783";"0"
"2016-08-25 22:46:00";"246";"10";"1";"0";"0";"354";"0";"0";"1207";"1031";"1202";"0"
"2016-08-25 23:46:00";"125";"6";"0";"0";"0";"267";"0";"0";"261";"78";"371";"0"
"2016-08-26 00:46:00";"145";"6";"0";"0";"0";"114";"0";"0";"91";"556";"558";"0"
"2016-08-26 01:46:00";"148";"7";"1";"0";"0";"27";"0";"0";"119";"796";"421";"0"
"2016-08-26 02:46:00";"145";"6";"0";"0";"0";"115";"0";"0";"430";"190";"584";"0"
"2016-08-26 03:46:00";"166";"7";"1";"0";"0";"146";"0";"0";"277";"658";"647";"0"
"2016-08-26 04:46:00";"130";"7";"0";"0";"0";"41";"0";"0";"182";"495";"346";"0"
"2016-08-26 05:46:00";"245";"6";"1";"0";"0";"86";"0";"0";"178";"147";"3326";"0"
"2016-08-26 06:46:00";"137";"6";"1";"0";"0";"80";"0";"0";"328";"257";"499";"0"
"2016-08-26 07:46:00";"138";"6";"1";"0";"0";"120";"0";"0";"243";"156";"664";"0"
"2016-08-26 08:46:00";"228";"6";"0";"0";"0";"131";"0";"0";"594";"211";"2311";"0"
"2016-08-26 09:46:00";"173";"6";"1";"0";"0";"330";"0";"0";"549";"234";"758";"0"
"2016-08-26 10:46:00";"151";"6";"1";"0";"0";"108";"0";"0";"337";"482";"501";"0"
"2016-08-26 11:46:00";"208";"6";"1";"0";"0";"95";"0";"0";"477";"231";"1899";"0"
"2016-08-26 12:46:00";"180";"6";"0";"0";"0";"293";"0";"0";"535";"330";"856";"0"
"2016-08-26 13:46:00";"167";"6";"0";"0";"0";"72";"0";"0";"76";"400";"1191";"0"
"2016-08-26 14:46:00";"224";"6";"0";"0";"0";"110";"0";"0";"650";"501";"1888";"0"
"2016-08-26 15:46:00";"164";"6";"1";"0";"0";"281";"0";"0";"42";"357";"993";"0"
"2016-08-26 16:46:00";"132";"6";"1";"0";"0";"173";"0";"0";"151";"262";"498";"0"
"2016-08-26 17:46:00";"249";"6";"1";"0";"0";"401";"0";"0";"521";"929";"2032";"0"
"2016-08-26 18:46:00";"209";"7";"0";"0";"0";"115";"0";"0";"103";"1806";"706";"0"
"2016-08-26 19:46:00";"174";"7";"0";"0";"0";"168";"0";"0";"339";"822";"553";"0"
"2016-08-26 20:46:00";"230";"6";"1";"0";"0";"53";"0";"0";"314";"1374";"1562";"0"
"2016-08-26 21:46:00";"273";"7";"0";"0";"0";"141";"0";"0";"450";"3875";"185";"0"
"2016-08-26 22:46:00";"132";"7";"0";"0";"0";"56";"0";"0";"315";"555";"156";"0"
"2016-08-26 23:46:00";"298";"7";"1";"0";"0";"30";"0";"0";"239";"4356";"939";"0"
"2016-08-27 00:46:00";"136";"7";"1";"0";"0";"203";"0";"0";"341";"421";"195";"0"
"2016-08-27 01:46:00";"201";"6";"0";"0";"0";"241";"0";"0";"265";"653";"1367";"0"
"2016-08-27 02:46:00";"289";"7";"0";"0";"0";"227";"0";"0";"367";"4125";"518";"0"
"2016-08-27 03:46:00";"180";"7";"1";"0";"0";"128";"0";"0";"455";"846";"586";"0"
"2016-08-27 04:46:00";"235";"7";"1";"0";"0";"405";"0";"0";"734";"1588";"725";"0"
"2016-08-27 05:46:00";"184";"6";"1";"0";"0";"86";"0";"0";"266";"847";"908";"0"
"2016-08-27 06:46:00";"185";"7";"2";"0";"0";"55";"0";"0";"126";"1162";"793";"0"
"2016-08-27 07:46:00";"256";"7";"3";"0";"0";"64";"0";"0";"909";"2159";"948";"0"
"2016-08-27 08:46:00";"251";"7";"1";"0";"0";"139";"0";"0";"309";"3416";"63";"0"
"2016-08-27 09:46:00";"137";"7";"0";"0";"0";"297";"0";"0";"205";"399";"273";"0"
"2016-08-27 10:46:00";"226";"6";"1";"0";"0";"244";"0";"0";"1103";"619";"1215";"0"
"2016-08-27 11:46:00";"185";"7";"1";"0";"0";"416";"0";"0";"571";"1023";"131";"0"
"2016-08-27 12:46:00";"165";"10";"0";"0";"0";"84";"0";"0";"884";"519";"209";"0"
"2016-08-27 13:46:00";"166";"6";"2";"0";"0";"15";"0";"0";"324";"286";"1089";"0"
"2016-08-27 14:46:00";"145";"6";"0";"0";"0";"304";"0";"0";"291";"296";"429";"0"
"2016-08-27 15:46:00";"221";"7";"1";"0";"0";"178";"0";"0";"770";"1681";"421";"0"
"2016-08-27 16:46:00";"202";"7";"1";"0";"0";"255";"0";"0";"216";"1799";"273";"0"
"2016-08-27 17:46:00";"175";"10";"1";"0";"0";"260";"0";"0";"661";"578";"413";"0"
"2016-08-27 18:46:00";"272";"7";"0";"0";"0";"70";"0";"0";"800";"3318";"420";"0"
"2016-08-27 19:46:00";"200";"7";"1";"0";"0";"134";"0";"0";"730";"1564";"65";"0"
"2016-08-27 20:46:00";"161";"6";"2";"0";"0";"290";"0";"0";"544";"201";"582";"0"
"2016-08-27 21:46:00";"201";"6";"1";"0";"0";"198";"0";"0";"130";"449";"1741";"0"
"2016-08-27 22:46:00";"157";"7";"1";"0";"0";"208";"0";"0";"459";"526";"343";"0"
"2016-08-27 23:46:00";"136";"7";"0";"0";"0";"145";"0";"0";"204";"409";"390";"0"
"2016-08-28 00:46:00";"166";"10";"1";"0";"0";"361";"0";"0";"812";"494";"55";"0"
"2016-08-28 01:46:00";"154";"10";"1";"0";"0";"403";"0";"0";"628";"436";"16";"0"
"2016-08-28 02:46:00";"220";"10";"1";"0";"0";"414";"0";"0";"1698";"800";"111";"0"
"2016-08-28 03:46:00";"226";"7";"1";"0";"0";"71";"0";"0";"844";"1983";"296";"0"
"2016-08-28 04:46:00";"153";"6";"0";"0";"0";"221";"0";"0";"399";"261";"589";"0"
"2016-08-28 05:46:00";"139";"7";"0";"0";"0";"146";"0";"0";"425";"499";"134";"0"
"2016-08-28 06:46:00";"198";"7";"1";"0";"0";"288";"0";"0";"805";"1248";"115";"0"
"2016-08-28 07:46:00";"140";"7";"1";"0";"0";"102";"0";"0";"295";"697";"126";"0"
"2016-08-28 08:46:00";"213";"10";"1";"0";"0";"589";"0";"0";"1880";"152";"211";"0"
"2016-08-28 09:46:00";"130";"7";"1";"0";"0";"82";"0";"0";"149";"661";"165";"0"
"2016-08-28 10:46:00";"209";"7";"1";"0";"0";"309";"0";"0";"1051";"1324";"35";"0"
"2016-08-28 11:46:00";"153";"16";"1";"0";"0";"873";"0";"0";"142";"338";"101";"0"
"2016-08-28 12:46:00";"142";"6";"0";"0";"0";"143";"0";"0";"444";"81";"598";"0"
"2016-08-28 13:46:00";"196";"10";"0";"0";"0";"182";"0";"0";"1240";"546";"434";"0"
"2016-08-28 14:46:00";"182";"10";"1";"0";"0";"533";"0";"0";"1105";"290";"149";"0"
"2016-08-28 15:46:00";"185";"7";"1";"0";"0";"573";"0";"0";"541";"980";"35";"0"
"2016-08-28 16:46:00";"157";"6";"1";"0";"0";"209";"0";"0";"183";"559";"599";"0"
"2016-08-28 17:46:00";"134";"10";"2";"0";"0";"151";"0";"0";"622";"216";"132";"0"
"2016-08-28 18:46:00";"126";"16";"1";"0";"0";"339";"0";"0";"229";"282";"135";"0"
"2016-08-28 19:46:00";"127";"10";"1";"0";"0";"116";"0";"0";"588";"183";"125";"0"
"2016-08-28 20:46:00";"173";"16";"1";"0";"0";"808";"0";"0";"341";"267";"457";"0"
"2016-08-28 21:46:00";"213";"10";"0";"0";"0";"208";"0";"0";"1855";"462";"307";"0"
"2016-08-28 22:46:00";"133";"16";"2";"0";"0";"441";"0";"0";"201";"144";"326";"0"
"2016-08-28 23:46:00";"250";"10";"1";"0";"0";"388";"0";"0";"3203";"189";"138";"0"
"2016-08-29 00:46:00";"129";"10";"1";"0";"0";"77";"0";"0";"730";"187";"53";"0"
"2016-08-29 01:46:00";"139";"7";"2";"0";"0";"201";"0";"0";"447";"477";"74";"0"
"2016-08-29 02:46:00";"213";"10";"1";"0";"0";"566";"0";"0";"1411";"397";"470";"0"
"2016-08-29 03:46:00";"158";"10";"0";"0";"0";"186";"0";"0";"811";"357";"214";"0"
"2016-08-29 04:46:00";"172";"16";"1";"0";"0";"866";"0";"0";"551";"244";"196";"0"
"2016-08-29 05:46:00";"148";"10";"1";"0";"0";"224";"0";"0";"823";"226";"94";"0"
"2016-08-29 06:46:00";"137";"10";"1";"0";"0";"221";"0";"0";"784";"29";"137";"0"
"2016-08-29 07:46:00";"119";"16";"2";"0";"0";"464";"0";"0";"244";"122";"53";"0"
"2016-08-29 08:46:00";"144";"7";"1";"0";"0";"146";"0";"0";"481";"594";"72";"0"
"2016-08-29 09:46:00";"99";"10";"2";"0";"0";"169";"0";"0";"295";"115";"33";"0"
"2016-08-29 10:46:00";"168";"10";"0";"0";"0";"67";"0";"0";"1397";"263";"39";"0"
"2016-08-29 11:46:00";"98";"16";"2";"0";"0";"277";"0";"0";"66";"210";"40";"0"
"2016-08-29 12:46:00";"84";"10";"1";"0";"0";"84";"0";"0";"169";"150";"40";"0"
"2016-08-29 13:46:00";"109";"10";"1";"0";"0";"169";"0";"0";"264";"191";"117";"0"
"2016-08-29 14:46:00";"111";"10";"0";"0";"0";"33";"0";"0";"405";"108";"223";"0"
"2016-08-29 15:46:00";"130";"10";"0";"0";"0";"184";"0";"0";"655";"195";"28";"0"
"2016-08-29 16:46:00";"157";"10";"1";"0";"0";"344";"0";"0";"879";"230";"90";"0"
"2016-08-29 17:46:00";"106";"10";"1";"0";"0";"172";"0";"0";"317";"93";"115";"0"
"2016-08-29 18:46:00";"109";"10";"1";"0";"0";"164";"0";"0";"271";"95";"207";"0"
"2016-08-29 19:46:00";"104";"7";"1";"0";"0";"193";"0";"0";"188";"201";"94";"0"
"2016-08-29 20:46:00";"89";"10";"0";"0";"0";"53";"0";"0";"253";"129";"63";"0"
"2016-08-29 21:46:00";"131";"6";"0";"0";"0";"163";"0";"0";"250";"304";"353";"0"
"2016-08-29 22:46:00";"181";"10";"1";"0";"0";"280";"0";"0";"815";"269";"686";"0"
"2016-08-29 23:46:00";"157";"6";"0";"0";"0";"63";"0";"0";"594";"210";"668";"0"
"2016-08-30 00:46:00";"118";"6";"1";"0";"0";"94";"0";"0";"144";"161";"468";"0"
"2016-08-30 01:46:00";"161";"6";"1";"0";"0";"136";"0";"0";"587";"215";"675";"0"
"2016-08-30 02:46:00";"138";"10";"1";"0";"0";"209";"0";"0";"423";"208";"346";"0"
"2016-08-30 03:46:00";"136";"10";"1";"0";"0";"183";"0";"0";"362";"276";"340";"0"
"2016-08-30 04:46:00";"288";"6";"0";"0";"0";"347";"0";"0";"80";"578";"4191";"0"
"2016-08-30 05:46:00";"126";"10";"0";"0";"0";"47";"0";"0";"447";"116";"386";"0"
"2016-08-30 06:46:00";"130";"6";"0";"0";"0";"217";"0";"0";"90";"188";"569";"0"
"2016-08-30 07:46:00";"158";"6";"0";"0";"0";"378";"0";"0";"361";"111";"711";"0"
"2016-08-30 08:46:00";"135";"7";"0";"0";"0";"298";"0";"0";"62";"518";"258";"0"
"2016-08-30 09:46:00";"159";"6";"1";"0";"0";"135";"0";"0";"467";"254";"716";"0"
"2016-08-30 10:46:00";"151";"10";"1";"0";"0";"68";"0";"0";"763";"295";"307";"0"
"2016-08-30 11:46:00";"135";"7";"1";"0";"0";"248";"0";"0";"251";"332";"304";"0"
"2016-08-30 12:46:00";"128";"6";"1";"0";"0";"82";"0";"0";"217";"222";"510";"0"
"2016-08-30 13:46:00";"131";"16";"2";"0";"0";"471";"0";"0";"284";"57";"267";"0"
"2016-08-30 14:46:00";"134";"16";"0";"0";"0";"396";"0";"0";"355";"120";"246";"0"
"2016-08-30 15:46:00";"173";"16";"1";"0";"0";"973";"0";"0";"445";"82";"370";"0"
"2016-08-30 16:46:00";"160";"16";"1";"0";"0";"818";"0";"0";"81";"97";"609";"0"
"2016-08-30 17:46:00";"131";"6";"2";"0";"0";"204";"0";"0";"82";"65";"726";"0"
"2016-08-30 18:46:00";"170";"6";"1";"0";"0";"481";"0";"0";"363";"64";"891";"0"
"2016-08-30 19:46:00";"206";"16";"1";"0";"0";"1251";"0";"0";"1042";"143";"221";"0"
"2016-08-30 20:46:00";"146";"6";"0";"0";"0";"380";"0";"0";"126";"121";"708";"0"
"2016-08-30 21:46:00";"212";"6";"0";"0";"0";"959";"0";"0";"612";"124";"1119";"0"
"2016-08-30 22:46:00";"142";"16";"0";"0";"0";"808";"0";"0";"264";"92";"88";"0"
"2016-08-30 23:46:00";"179";"6";"0";"0";"0";"342";"0";"0";"589";"202";"866";"0"
"2016-08-31 00:46:00";"144";"6";"2";"0";"0";"251";"0";"0";"283";"93";"671";"0"
"2016-08-31 01:46:00";"169";"6";"0";"0";"0";"588";"0";"0";"126";"212";"862";"0"
"2016-08-31 02:46:00";"112";"6";"0";"0";"0";"69";"0";"0";"240";"95";"384";"0"
"2016-08-31 03:46:00";"155";"16";"1";"0";"0";"468";"0";"0";"400";"379";"250";"0"
"2016-08-31 04:46:00";"128";"6";"0";"0";"0";"236";"0";"0";"237";"218";"330";"0"
"2016-08-31 05:46:00";"111";"10";"1";"0";"0";"86";"0";"0";"391";"138";"157";"0"
"2016-08-31 06:46:00";"113";"16";"1";"0";"0";"495";"0";"0";"171";"40";"92";"0"
"2016-08-31 07:46:00";"154";"10";"1";"0";"0";"531";"0";"0";"599";"223";"131";"0"
"2016-08-31 08:46:00";"147";"6";"0";"0";"0";"73";"0";"0";"116";"212";"949";"0"
"2016-08-31 09:46:00";"150";"6";"0";"0";"0";"282";"0";"0";"285";"70";"777";"0"
"2016-08-31 10:46:00";"175";"10";"1";"0";"0";"68";"0";"0";"1081";"203";"551";"0"
"2016-08-31 11:46:00";"123";"6";"0";"0";"0";"165";"0";"0";"327";"123";"335";"0"
"2016-08-31 12:46:00";"208";"10";"1";"0";"0";"477";"0";"0";"1603";"140";"480";"0"
"2016-08-31 13:46:00";"169";"6";"1";"0";"0";"133";"0";"0";"622";"283";"736";"0"
"2016-08-31 14:46:00";"105";"10";"0";"0";"0";"72";"0";"0";"390";"82";"150";"0"
"2016-08-31 15:46:00";"116";"6";"0";"0";"0";"77";"0";"0";"47";"141";"570";"0"
"2016-08-31 16:46:00";"102";"7";"0";"0";"0";"71";"0";"0";"66";"326";"190";"0"
"2016-08-31 17:46:00";"144";"10";"1";"0";"0";"272";"0";"0";"482";"128";"413";"0"
"2016-08-31 18:46:00";"128";"10";"1";"0";"0";"189";"0";"0";"358";"134";"349";"0"
"2016-08-31 19:46:00";"134";"6";"0";"0";"0";"63";"0";"0";"281";"92";"685";"0"
"2016-08-31 20:46:00";"140";"10";"0";"0";"0";"55";"0";"0";"596";"393";"177";"0"
"2016-08-31 21:46:00";"140";"6";"1";"0";"0";"103";"0";"0";"357";"308";"461";"0"
"2016-08-31 22:46:00";"214";"10";"0";"0";"0";"310";"0";"0";"1607";"190";"765";"0"
"2016-08-31 23:46:00";"166";"10";"1";"0";"0";"92";"0";"0";"642";"548";"431";"0"
"2016-09-01 00:46:00";"171";"7";"0";"0";"0";"66";"0";"0";"631";"699";"425";"0"
"2016-09-01 01:46:00";"91";"10";"2";"0";"0";"63";"0";"0";"215";"155";"87";"0"
"2016-09-01 02:46:00";"133";"7";"0";"0";"0";"175";"0";"0";"322";"347";"263";"0"
"2016-09-01 03:46:00";"131";"10";"4";"0";"0";"54";"0";"0";"557";"154";"309";"0"
"2016-09-01 04:46:00";"128";"7";"1";"0";"0";"131";"0";"0";"204";"429";"255";"0"
"2016-09-01 05:46:00";"150";"7";"3";"0";"0";"107";"0";"0";"355";"690";"251";"0"
"2016-09-01 06:46:00";"139";"7";"1";"0";"0";"26";"0";"0";"426";"530";"230";"0"
"2016-09-01 07:46:00";"159";"6";"1";"0";"0";"59";"0";"0";"118";"382";"1028";"0"
"2016-09-01 08:46:00";"206";"10";"6";"0";"0";"199";"0";"0";"1144";"377";"927";"0"
"2016-09-01 09:46:00";"142";"7";"2";"0";"0";"64";"0";"0";"85";"608";"508";"0"
"2016-09-01 10:46:00";"146";"10";"4";"0";"0";"244";"0";"0";"506";"179";"405";"0"
"2016-09-01 11:46:00";"166";"10";"2";"0";"0";"232";"0";"0";"977";"340";"180";"0"
"2016-09-01 12:46:00";"148";"6";"1";"0";"0";"89";"0";"0";"230";"231";"810";"0"
"2016-09-01 13:46:00";"164";"7";"6";"0";"0";"110";"0";"0";"582";"765";"211";"0"
"2016-09-01 14:46:00";"113";"7";"7";"0";"0";"65";"0";"0";"67";"498";"168";"0"
"2016-09-01 15:46:00";"123";"10";"3";"0";"0";"212";"0";"0";"417";"241";"80";"0"
"2016-09-01 16:46:00";"112";"10";"2";"0";"0";"72";"0";"0";"443";"202";"64";"0"
"2016-09-01 17:46:00";"100";"10";"3";"0";"0";"58";"0";"0";"371";"77";"117";"0"
"2016-09-01 18:46:00";"135";"16";"6";"0";"0";"509";"0";"0";"210";"81";"326";"0"
"2016-09-01 19:46:00";"129";"10";"1";"0";"0";"133";"0";"0";"348";"224";"333";"0"
"2016-09-01 20:46:00";"134";"10";"5";"0";"0";"154";"0";"0";"495";"306";"168";"0"
"2016-09-01 21:46:00";"129";"6";"23";"0";"0";"180";"0";"0";"38";"54";"751";"0"
"2016-09-01 22:46:00";"125";"16";"4";"0";"0";"412";"0";"0";"336";"152";"77";"0"
"2016-09-01 23:46:00";"123";"7";"4";"0";"0";"184";"0";"0";"280";"430";"43";"0"
"2016-09-02 00:46:00";"149";"6";"2";"0";"0";"132";"0";"0";"406";"153";"699";"0"
"2016-09-02 01:46:00";"151";"6";"13";"0";"0";"419";"0";"0";"112";"42";"838";"0"
"2016-09-02 02:46:00";"141";"16";"18";"0";"0";"575";"0";"0";"122";"220";"305";"0"
"2016-09-02 03:46:00";"115";"6";"3";"0";"0";"160";"0";"0";"180";"120";"369";"0"
"2016-09-02 04:46:00";"102";"10";"11";"0";"0";"150";"0";"0";"289";"141";"59";"0"
"2016-09-02 05:46:00";"115";"16";"5";"0";"0";"288";"0";"0";"154";"236";"139";"0"
"2016-09-02 06:46:00";"140";"16";"3";"0";"0";"484";"0";"0";"125";"213";"405";"0"
"2016-09-02 07:46:00";"150";"16";"10";"0";"0";"977";"0";"0";"96";"249";"67";"0"
"2016-09-02 08:46:00";"159";"16";"7";"0";"0";"803";"0";"0";"165";"144";"455";"0"
"2016-09-02 09:46:00";"163";"16";"8";"0";"0";"661";"0";"0";"228";"531";"225";"0"
"2016-09-02 10:46:00";"151";"7";"5";"0";"0";"175";"0";"0";"486";"652";"101";"0"
"2016-09-02 11:46:00";"242";"10";"2";"0";"0";"1223";"0";"0";"1588";"365";"492";"0"
"2016-09-02 12:46:00";"252";"16";"15";"0";"0";"2923";"0";"0";"453";"355";"238";"0"
"2016-09-02 13:46:00";"179";"16";"1";"0";"0";"743";"0";"0";"597";"187";"469";"0"
"2016-09-02 14:46:00";"163";"16";"6";"0";"0";"1016";"0";"0";"338";"200";"102";"0"
"2016-09-02 15:46:00";"117";"16";"6";"0";"0";"533";"0";"0";"161";"98";"62";"0"
"2016-09-02 16:46:00";"165";"16";"21";"0";"0";"692";"0";"0";"477";"96";"420";"0"
"2016-09-02 17:46:00";"146";"16";"3";"0";"0";"598";"0";"0";"216";"371";"148";"0"
"2016-09-02 18:46:00";"183";"16";"5";"0";"0";"1224";"0";"0";"159";"248";"454";"0"
"2016-09-02 19:46:00";"106";"16";"3";"0";"0";"330";"0";"0";"230";"45";"93";"0"
"2016-09-02 20:46:00";"138";"16";"6";"0";"0";"725";"0";"0";"267";"73";"116";"0"
"2016-09-02 21:46:00";"269";"16";"8";"0";"0";"3621";"0";"0";"253";"142";"497";"0"
"2016-09-02 22:46:00";"185";"16";"8";"0";"0";"1546";"0";"0";"69";"363";"161";"0"
"2016-09-02 23:46:00";"170";"16";"5";"0";"0";"1047";"0";"0";"301";"302";"149";"0"
"2016-09-03 00:46:00";"174";"16";"4";"0";"0";"1219";"0";"0";"76";"288";"305";"0"
"2016-09-03 01:46:00";"222";"16";"2";"0";"0";"2627";"0";"0";"90";"239";"126";"0"
"2016-09-03 02:46:00";"140";"16";"3";"0";"0";"632";"0";"0";"201";"92";"301";"0"
"2016-09-03 03:46:00";"117";"7";"1";"0";"0";"248";"0";"0";"270";"306";"26";"0"
"2016-09-03 04:46:00";"235";"16";"3";"0";"0";"3174";"0";"0";"71";"40";"151";"0"
"2016-09-03 05:46:00";"158";"16";"1";"0";"0";"1079";"0";"0";"255";"125";"95";"0"
"2016-09-03 06:46:00";"234";"16";"2";"0";"0";"3035";"0";"0";"177";"96";"125";"0"
"2016-09-03 07:46:00";"120";"16";"2";"0";"0";"528";"0";"0";"134";"82";"160";"0"
"2016-09-03 08:46:00";"213";"16";"3";"0";"0";"2559";"0";"0";"114";"51";"121";"0"
"2016-09-03 09:46:00";"164";"16";"2";"0";"0";"1079";"0";"0";"68";"111";"411";"0"
"2016-09-03 10:46:00";"123";"10";"1";"0";"0";"223";"0";"0";"405";"224";"87";"0"
"2016-09-03 11:46:00";"128";"16";"2";"0";"0";"518";"0";"0";"193";"197";"107";"0"
"2016-09-03 12:46:00";"233";"16";"23";"0";"0";"3071";"0";"0";"78";"86";"147";"0"
"2016-09-03 13:46:00";"139";"16";"6";"0";"0";"506";"0";"0";"260";"152";"276";"0"
"2016-09-03 14:46:00";"213";"16";"4";"0";"0";"2207";"0";"0";"72";"462";"79";"0"
"2016-09-03 15:46:00";"173";"16";"1";"0";"0";"1211";"0";"0";"290";"197";"171";"0"
"2016-09-03 16:46:00";"115";"16";"16";"0";"0";"407";"0";"0";"156";"124";"119";"0"
"2016-09-03 17:46:00";"334";"16";"17";"0";"0";"5893";"0";"0";"690";"61";"321";"0"
"2016-09-03 18:46:00";"139";"16";"5";"0";"0";"858";"0";"0";"65";"163";"120";"0"
"2016-09-03 19:46:00";"260";"16";"3";"0";"0";"3078";"0";"0";"897";"60";"201";"0"
"2016-09-03 20:46:00";"94";"10";"4";"0";"0";"156";"0";"0";"190";"111";"89";"0"
"2016-09-03 21:46:00";"180";"16";"2";"0";"0";"969";"0";"0";"255";"496";"311";"0"
"2016-09-03 22:46:00";"110";"10";"7";"0";"0";"258";"0";"0";"341";"94";"58";"0"
"2016-09-03 23:46:00";"139";"16";"3";"0";"0";"678";"0";"0";"166";"197";"161";"0"
"2016-09-04 00:46:00";"171";"16";"3";"0";"0";"921";"0";"0";"357";"442";"107";"0"
"2016-09-04 01:46:00";"176";"16";"2";"0";"0";"1425";"0";"0";"172";"149";"192";"0"
"2016-09-04 02:46:00";"242";"16";"6";"0";"0";"2691";"0";"0";"611";"150";"195";"0"
