"Date";"Significant height (cm)";"Significant period (sec)";"EN (22+ cm2)";"EN (20 cm2)";"EN (17 cm2)";"EN (15 cm2)";"EN (13 cm2)";"EN (11 cm2)";"EN (9 cm2)";"EN (7 cm2)";"EN (5 cm2)";"EN (3 cm2)"
"2016-09-23 02:46:00";"88";"16";"1";"0";"0";"191";"0";"0";"94";"136";"60";"0"
"2016-09-23 03:46:00";"88";"7";"0";"0";"0";"106";"0";"0";"53";"180";"146";"0"
"2016-09-23 04:46:00";"143";"10";"0";"0";"0";"229";"0";"0";"460";"312";"276";"0"
"2016-09-23 05:46:00";"128";"16";"0";"0";"0";"374";"0";"0";"257";"232";"168";"0"
"2016-09-23 06:46:00";"105";"10";"1";"0";"0";"198";"0";"0";"300";"29";"163";"0"
"2016-09-23 07:46:00";"132";"10";"0";"0";"0";"86";"0";"0";"845";"92";"59";"0"
"2016-09-23 08:46:00";"78";"7";"1";"0";"0";"109";"0";"0";"61";"114";"90";"0"
"2016-09-23 09:46:00";"98";"10";"0";"0";"0";"138";"0";"0";"352";"71";"35";"0"
"2016-09-23 10:46:00";"111";"10";"0";"0";"0";"287";"0";"0";"431";"30";"28";"0"
"2016-09-23 11:46:00";"83";"16";"1";"0";"0";"188";"0";"0";"163";"26";"56";"0"
"2016-09-23 12:46:00";"75";"16";"1";"0";"0";"179";"0";"0";"44";"41";"87";"0"
"2016-09-23 13:46:00";"64";"16";"1";"0";"0";"119";"0";"0";"100";"33";"5";"0"
"2016-09-23 14:46:00";"115";"10";"1";"0";"0";"144";"0";"0";"541";"107";"30";"0"
"2016-09-23 15:46:00";"73";"10";"1";"0";"0";"50";"0";"0";"168";"37";"78";"0"
"2016-09-23 16:46:00";"74";"16";"1";"0";"0";"109";"0";"0";"108";"85";"38";"0"
"2016-09-23 17:46:00";"85";"10";"1";"0";"0";"71";"0";"0";"328";"21";"29";"0"
"2016-09-23 18:46:00";"79";"10";"1";"0";"0";"106";"0";"0";"153";"91";"38";"0"
"2016-09-23 19:46:00";"94";"10";"1";"0";"0";"54";"0";"0";"352";"85";"57";"0"
"2016-09-23 20:46:00";"84";"10";"1";"0";"0";"133";"0";"0";"199";"68";"40";"0"
"2016-09-23 21:46:00";"103";"16";"1";"0";"0";"274";"0";"0";"230";"26";"132";"0"
"2016-09-23 22:46:00";"99";"10";"1";"0";"0";"37";"0";"0";"210";"178";"187";"0"
"2016-09-23 23:46:00";"105";"10";"1";"0";"0";"184";"0";"0";"430";"52";"20";"0"
"2016-09-24 00:46:00";"74";"16";"1";"0";"0";"139";"0";"0";"83";"84";"35";"0"
"2016-09-24 01:46:00";"94";"16";"1";"0";"0";"264";"0";"0";"141";"33";"108";"0"
"2016-09-24 02:46:00";"79";"10";"1";"0";"0";"130";"0";"0";"175";"56";"28";"0"
"2016-09-24 03:46:00";"95";"16";"0";"0";"0";"281";"0";"0";"126";"96";"65";"0"
"2016-09-24 04:46:00";"90";"16";"1";"0";"0";"267";"0";"0";"109";"61";"72";"0"
"2016-09-24 05:46:00";"98";"16";"0";"0";"0";"393";"0";"0";"109";"57";"43";"0"
"2016-09-24 06:46:00";"121";"16";"2";"0";"0";"535";"0";"0";"271";"35";"68";"0"
"2016-09-24 07:46:00";"68";"10";"1";"0";"0";"79";"0";"0";"95";"86";"25";"0"
"2016-09-24 08:46:00";"61";"16";"1";"0";"0";"175";"0";"0";"27";"23";"4";"0"
"2016-09-24 09:46:00";"120";"16";"1";"0";"0";"419";"0";"0";"385";"87";"15";"0"
"2016-09-24 10:46:00";"58";"16";"2";"0";"0";"99";"0";"0";"71";"15";"24";"0"
"2016-09-24 11:46:00";"70";"16";"0";"0";"0";"177";"0";"0";"48";"55";"29";"0"
"2016-09-24 12:46:00";"77";"16";"1";"0";"0";"291";"0";"0";"32";"27";"16";"0"
"2016-09-24 13:46:00";"132";"16";"2";"0";"0";"585";"0";"0";"440";"59";"11";"0"
"2016-09-24 14:46:00";"89";"10";"1";"0";"0";"211";"0";"0";"233";"28";"23";"0"
"2016-09-24 15:46:00";"110";"16";"1";"0";"0";"513";"0";"0";"182";"47";"19";"0"
"2016-09-24 16:46:00";"105";"10";"2";"0";"0";"153";"0";"0";"422";"41";"66";"0"
"2016-09-24 17:46:00";"144";"16";"2";"0";"0";"833";"0";"0";"400";"14";"54";"0"
"2016-09-24 18:46:00";"103";"16";"0";"0";"0";"417";"0";"0";"218";"25";"4";"0"
"2016-09-24 19:46:00";"165";"16";"4";"0";"0";"1379";"0";"0";"285";"20";"8";"0"
"2016-09-24 20:46:00";"163";"10";"1";"0";"0";"594";"0";"0";"950";"28";"97";"0"
"2016-09-24 21:46:00";"95";"16";"1";"0";"0";"307";"0";"0";"159";"90";"4";"0"
"2016-09-24 22:46:00";"122";"10";"1";"0";"0";"204";"0";"0";"594";"73";"61";"0"
"2016-09-24 23:46:00";"62";"16";"2";"0";"0";"175";"0";"0";"34";"17";"11";"0"
"2016-09-25 00:46:00";"89";"16";"1";"0";"0";"337";"0";"0";"128";"11";"14";"0"
"2016-09-25 01:46:00";"108";"10";"4";"0";"0";"191";"0";"0";"447";"73";"13";"0"
"2016-09-25 02:46:00";"167";"16";"9";"0";"0";"895";"0";"0";"668";"123";"45";"0"
"2016-09-25 03:46:00";"156";"10";"4";"0";"0";"131";"0";"0";"1312";"62";"6";"0"
"2016-09-25 04:46:00";"96";"7";"2";"0";"0";"197";"0";"0";"154";"207";"20";"0"
"2016-09-25 05:46:00";"138";"10";"3";"0";"0";"204";"0";"0";"901";"56";"30";"0"
"2016-09-25 06:46:00";"159";"10";"4";"0";"0";"569";"0";"0";"792";"165";"56";"0"
"2016-09-25 07:46:00";"80";"16";"5";"0";"0";"216";"0";"0";"62";"92";"25";"0"
"2016-09-25 08:46:00";"88";"10";"2";"0";"0";"165";"0";"0";"253";"35";"28";"0"
"2016-09-25 09:46:00";"110";"10";"1";"0";"0";"140";"0";"0";"455";"148";"16";"0"
"2016-09-25 10:46:00";"122";"10";"9";"0";"0";"283";"0";"0";"576";"49";"15";"0"
"2016-09-25 11:46:00";"112";"16";"3";"0";"0";"520";"0";"0";"121";"108";"27";"0"
"2016-09-25 12:46:00";"109";"7";"1";"0";"0";"197";"0";"0";"256";"262";"24";"0"
"2016-09-25 13:46:00";"150";"16";"3";"0";"0";"1167";"0";"0";"194";"23";"20";"0"
"2016-09-25 14:46:00";"146";"16";"2";"0";"0";"736";"0";"0";"442";"63";"91";"0"
"2016-09-25 15:46:00";"109";"10";"1";"0";"0";"272";"0";"0";"432";"13";"29";"0"
"2016-09-25 16:46:00";"191";"16";"1";"0";"0";"1137";"0";"0";"916";"206";"25";"0"
"2016-09-25 17:46:00";"123";"10";"3";"0";"0";"341";"0";"0";"389";"206";"11";"0"
"2016-09-25 18:46:00";"138";"10";"2";"0";"0";"337";"0";"0";"580";"177";"85";"0"
"2016-09-25 19:46:00";"128";"16";"5";"0";"0";"741";"0";"0";"212";"31";"43";"0"
"2016-09-25 20:46:00";"134";"16";"2";"0";"0";"521";"0";"0";"428";"91";"88";"0"
"2016-09-25 21:46:00";"151";"10";"2";"0";"0";"615";"0";"0";"652";"109";"42";"0"
"2016-09-25 22:46:00";"126";"16";"1";"0";"0";"685";"0";"0";"267";"31";"16";"0"
"2016-09-25 23:46:00";"138";"16";"0";"0";"0";"559";"0";"0";"518";"81";"30";"0"
"2016-09-26 00:46:00";"142";"16";"1";"0";"0";"965";"0";"0";"202";"72";"25";"0"
"2016-09-26 01:46:00";"145";"16";"3";"0";"0";"742";"0";"0";"448";"41";"73";"0"
"2016-09-26 02:46:00";"132";"16";"3";"0";"0";"759";"0";"0";"231";"84";"8";"0"
"2016-09-26 03:46:00";"223";"16";"4";"0";"0";"2888";"0";"0";"139";"74";"7";"0"
"2016-09-26 04:46:00";"149";"16";"1";"0";"0";"773";"0";"0";"527";"47";"35";"0"
"2016-09-26 05:46:00";"155";"16";"1";"0";"0";"861";"0";"0";"492";"80";"70";"0"
"2016-09-26 06:46:00";"153";"16";"1";"0";"0";"832";"0";"0";"551";"67";"7";"0"
"2016-09-26 07:46:00";"178";"10";"1";"0";"0";"671";"0";"0";"867";"392";"53";"0"
"2016-09-26 08:46:00";"150";"16";"2";"0";"0";"1213";"0";"0";"118";"56";"21";"0"
"2016-09-26 09:46:00";"189";"16";"1";"0";"0";"1785";"0";"0";"396";"50";"5";"0"
"2016-09-26 10:46:00";"228";"10";"3";"0";"0";"1564";"0";"0";"1638";"37";"20";"0"
"2016-09-26 11:46:00";"85";"10";"1";"0";"0";"164";"0";"0";"214";"50";"25";"0"
"2016-09-26 12:46:00";"153";"10";"2";"0";"0";"386";"0";"0";"1033";"28";"8";"0"
"2016-09-26 13:46:00";"113";"16";"1";"0";"0";"485";"0";"0";"160";"140";"10";"0"
"2016-09-26 14:46:00";"157";"16";"2";"0";"0";"959";"0";"0";"327";"229";"28";"0"
"2016-09-26 15:46:00";"98";"16";"1";"0";"0";"311";"0";"0";"214";"52";"25";"0"
"2016-09-26 16:46:00";"146";"16";"1";"0";"0";"919";"0";"0";"299";"104";"7";"0"
"2016-09-26 17:46:00";"145";"16";"1";"0";"0";"897";"0";"0";"376";"9";"23";"0"
"2016-09-26 18:46:00";"103";"16";"1";"0";"0";"406";"0";"0";"167";"47";"39";"0"
"2016-09-26 19:46:00";"166";"16";"0";"0";"0";"1184";"0";"0";"391";"95";"47";"0"
"2016-09-26 20:46:00";"140";"16";"2";"0";"0";"505";"0";"0";"438";"201";"73";"0"
"2016-09-26 21:46:00";"156";"10";"0";"0";"0";"243";"0";"0";"1025";"233";"13";"0"
"2016-09-26 22:46:00";"129";"10";"0";"0";"0";"294";"0";"0";"323";"264";"160";"0"
"2016-09-26 23:46:00";"197";"16";"0";"0";"0";"1511";"0";"0";"783";"78";"47";"0"
"2016-09-27 00:46:00";"148";"10";"1";"0";"0";"553";"0";"0";"699";"82";"29";"0"
"2016-09-27 01:46:00";"155";"16";"1";"0";"0";"633";"0";"0";"336";"409";"115";"0"
"2016-09-27 02:46:00";"216";"16";"0";"0";"0";"1693";"0";"0";"673";"340";"216";"0"
"2016-09-27 03:46:00";"204";"16";"1";"0";"0";"1856";"0";"0";"495";"119";"125";"0"
"2016-09-27 04:46:00";"86";"16";"2";"0";"0";"214";"0";"0";"86";"90";"73";"0"
"2016-09-27 05:46:00";"177";"10";"1";"0";"0";"367";"0";"0";"1118";"428";"45";"0"
"2016-09-27 06:46:00";"104";"7";"1";"0";"0";"100";"0";"0";"69";"436";"68";"0"
"2016-09-27 07:46:00";"109";"16";"2";"0";"0";"235";"0";"0";"204";"149";"148";"0"
"2016-09-27 08:46:00";"144";"10";"1";"0";"0";"199";"0";"0";"633";"439";"27";"0"
"2016-09-27 09:46:00";"108";"7";"1";"0";"0";"157";"0";"0";"258";"283";"35";"0"
"2016-09-27 10:46:00";"145";"10";"1";"0";"0";"229";"0";"0";"814";"232";"42";"0"
"2016-09-27 11:46:00";"81";"10";"0";"0";"0";"42";"0";"0";"231";"124";"15";"0"
"2016-09-27 12:46:00";"139";"16";"0";"0";"0";"522";"0";"0";"477";"191";"16";"0"
"2016-09-27 13:46:00";"126";"10";"1";"0";"0";"359";"0";"0";"362";"118";"161";"0"
"2016-09-27 14:46:00";"67";"16";"0";"0";"0";"125";"0";"0";"85";"23";"47";"0"
"2016-09-27 15:46:00";"90";"10";"0";"0";"0";"50";"0";"0";"297";"53";"106";"0"
"2016-09-27 16:46:00";"91";"7";"0";"0";"0";"94";"0";"0";"65";"336";"18";"0"
"2016-09-27 17:46:00";"82";"6";"1";"0";"0";"115";"0";"0";"123";"54";"128";"0"
"2016-09-27 18:46:00";"92";"10";"1";"0";"0";"95";"0";"0";"202";"123";"113";"0"
"2016-09-27 19:46:00";"104";"10";"1";"0";"0";"90";"0";"0";"421";"22";"140";"0"
"2016-09-27 20:46:00";"104";"10";"0";"0";"0";"31";"0";"0";"502";"70";"70";"0"
"2016-09-27 21:46:00";"133";"10";"0";"0";"0";"246";"0";"0";"689";"111";"66";"0"
"2016-09-27 22:46:00";"94";"16";"1";"0";"0";"244";"0";"0";"75";"179";"57";"0"
"2016-09-27 23:46:00";"118";"10";"1";"0";"0";"277";"0";"0";"445";"53";"93";"0"
"2016-09-28 00:46:00";"112";"10";"1";"0";"0";"212";"0";"0";"364";"56";"147";"0"
"2016-09-28 01:46:00";"114";"10";"0";"0";"0";"163";"0";"0";"470";"101";"76";"0"
"2016-09-28 02:46:00";"103";"10";"1";"0";"0";"58";"0";"0";"470";"60";"80";"0"
"2016-09-28 03:46:00";"99";"10";"0";"0";"0";"158";"0";"0";"322";"90";"38";"0"
"2016-09-28 04:46:00";"73";"10";"0";"0";"0";"55";"0";"0";"152";"51";"74";"0"
"2016-09-28 05:46:00";"98";"10";"0";"0";"0";"89";"0";"0";"386";"41";"81";"0"
"2016-09-28 06:46:00";"131";"10";"0";"0";"0";"362";"0";"0";"367";"100";"244";"0"
"2016-09-28 07:46:00";"76";"10";"0";"0";"0";"48";"0";"0";"123";"87";"106";"0"
"2016-09-28 08:46:00";"101";"6";"0";"0";"0";"50";"0";"0";"177";"80";"326";"0"
"2016-09-28 09:46:00";"104";"16";"0";"0";"0";"247";"0";"0";"181";"76";"168";"0"
"2016-09-28 10:46:00";"138";"10";"0";"0";"0";"73";"0";"0";"912";"27";"170";"0"
"2016-09-28 11:46:00";"90";"16";"0";"0";"0";"229";"0";"0";"162";"57";"59";"0"
"2016-09-28 12:46:00";"76";"7";"0";"0";"0";"46";"0";"0";"137";"141";"32";"0"
"2016-09-28 13:46:00";"61";"6";"0";"0";"0";"45";"0";"0";"77";"24";"84";"0"
"2016-09-28 14:46:00";"57";"7";"0";"0";"0";"33";"0";"0";"45";"102";"21";"0"
"2016-09-28 15:46:00";"73";"10";"1";"0";"0";"15";"0";"0";"187";"66";"67";"0"
"2016-09-28 16:46:00";"92";"10";"0";"0";"0";"16";"0";"0";"339";"114";"57";"0"
"2016-09-28 17:46:00";"76";"16";"0";"0";"0";"231";"0";"0";"39";"71";"17";"0"
"2016-09-28 18:46:00";"84";"16";"0";"0";"0";"170";"0";"0";"118";"34";"119";"0"
"2016-09-28 19:46:00";"78";"16";"0";"0";"0";"137";"0";"0";"118";"28";"99";"0"
"2016-09-28 20:46:00";"85";"10";"1";"0";"0";"109";"0";"0";"143";"117";"79";"0"
"2016-09-28 21:46:00";"64";"10";"0";"0";"0";"21";"0";"0";"118";"64";"50";"0"
"2016-09-28 22:46:00";"67";"16";"0";"0";"0";"98";"0";"0";"97";"23";"58";"0"
"2016-09-28 23:46:00";"65";"10";"0";"0";"0";"23";"0";"0";"170";"42";"27";"0"
"2016-09-29 00:46:00";"71";"16";"0";"0";"0";"158";"0";"0";"50";"64";"40";"0"
"2016-09-29 01:46:00";"91";"10";"0";"0";"0";"78";"0";"0";"192";"94";"153";"0"
"2016-09-29 02:46:00";"81";"7";"1";"0";"0";"67";"0";"0";"120";"122";"100";"0"
"2016-09-29 03:46:00";"115";"7";"0";"0";"0";"106";"0";"0";"247";"299";"171";"0"
"2016-09-29 04:46:00";"113";"10";"0";"0";"0";"160";"0";"0";"383";"67";"181";"0"
"2016-09-29 05:46:00";"99";"10";"1";"0";"0";"25";"0";"0";"498";"45";"47";"0"
"2016-09-29 06:46:00";"91";"10";"1";"0";"0";"98";"0";"0";"226";"16";"179";"0"
"2016-09-29 07:46:00";"73";"10";"1";"0";"0";"63";"0";"0";"145";"63";"64";"0"
"2016-09-29 08:46:00";"71";"10";"2";"0";"0";"48";"0";"0";"151";"13";"103";"0"
"2016-09-29 09:46:00";"96";"10";"1";"0";"0";"158";"0";"0";"299";"20";"92";"0"
"2016-09-29 10:46:00";"86";"10";"1";"0";"0";"116";"0";"0";"192";"121";"29";"0"
"2016-09-29 11:46:00";"56";"10";"1";"0";"0";"43";"0";"0";"82";"31";"42";"0"
"2016-09-29 12:46:00";"95";"16";"1";"0";"0";"329";"0";"0";"124";"23";"85";"0"
"2016-09-29 13:46:00";"90";"10";"1";"0";"0";"111";"0";"0";"310";"34";"49";"0"
"2016-09-29 14:46:00";"83";"10";"1";"0";"0";"125";"0";"0";"170";"68";"64";"0"
"2016-09-29 15:46:00";"109";"16";"1";"0";"0";"321";"0";"0";"313";"76";"36";"0"
"2016-09-29 16:46:00";"114";"10";"6";"0";"0";"218";"0";"0";"538";"33";"18";"0"
"2016-09-29 17:46:00";"102";"10";"1";"0";"0";"97";"0";"0";"472";"72";"10";"0"
"2016-09-29 18:46:00";"97";"10";"0";"0";"0";"92";"0";"0";"389";"81";"23";"0"
"2016-09-29 19:46:00";"88";"16";"1";"0";"0";"256";"0";"0";"175";"4";"48";"0"
"2016-09-29 20:46:00";"86";"16";"2";"0";"0";"330";"0";"0";"21";"78";"35";"0"
"2016-09-29 21:46:00";"116";"16";"1";"0";"0";"412";"0";"0";"325";"75";"22";"0"
"2016-09-29 22:46:00";"70";"7";"1";"0";"0";"121";"0";"0";"43";"122";"23";"0"
"2016-09-29 23:46:00";"80";"10";"1";"0";"0";"94";"0";"0";"260";"22";"20";"0"
"2016-09-30 00:46:00";"115";"16";"1";"0";"0";"543";"0";"0";"168";"99";"20";"0"
"2016-09-30 01:46:00";"83";"10";"0";"0";"0";"159";"0";"0";"239";"28";"3";"0"
"2016-09-30 02:46:00";"72";"16";"0";"0";"0";"277";"0";"0";"15";"26";"6";"0"
"2016-09-30 03:46:00";"101";"16";"1";"0";"0";"328";"0";"0";"274";"15";"24";"0"
"2016-09-30 04:46:00";"81";"16";"1";"0";"0";"244";"0";"0";"151";"7";"8";"0"
"2016-09-30 05:46:00";"76";"10";"1";"0";"0";"159";"0";"0";"187";"8";"8";"0"
"2016-09-30 06:46:00";"60";"16";"1";"0";"0";"120";"0";"0";"78";"18";"12";"0"
"2016-09-30 07:46:00";"106";"16";"1";"0";"0";"404";"0";"0";"251";"24";"16";"0"
"2016-09-30 08:46:00";"69";"16";"1";"0";"0";"136";"0";"0";"134";"23";"3";"0"
"2016-09-30 09:46:00";"92";"16";"0";"0";"0";"283";"0";"0";"187";"54";"9";"0"
"2016-09-30 10:46:00";"97";"16";"1";"0";"0";"287";"0";"0";"264";"7";"35";"0"
"2016-09-30 11:46:00";"170";"16";"1";"0";"0";"1389";"0";"0";"390";"21";"11";"0"
"2016-09-30 12:46:00";"114";"16";"2";"0";"0";"620";"0";"0";"139";"36";"11";"0"
"2016-09-30 13:46:00";"97";"10";"1";"0";"0";"174";"0";"0";"356";"38";"15";"0"
"2016-09-30 14:46:00";"115";"16";"1";"0";"0";"623";"0";"0";"172";"19";"8";"0"
"2016-09-30 15:46:00";"139";"16";"1";"0";"0";"616";"0";"0";"479";"111";"4";"0"
"2016-09-30 16:46:00";"105";"10";"1";"0";"0";"210";"0";"0";"456";"25";"4";"0"
"2016-09-30 17:46:00";"106";"10";"1";"0";"0";"290";"0";"0";"308";"95";"10";"0"
"2016-09-30 18:46:00";"176";"10";"3";"0";"0";"237";"0";"0";"1437";"257";"13";"0"
"2016-09-30 19:46:00";"127";"10";"2";"0";"0";"212";"0";"0";"698";"85";"5";"0"
"2016-09-30 20:46:00";"171";"16";"1";"0";"0";"1304";"0";"0";"412";"101";"16";"0"
"2016-09-30 21:46:00";"99";"10";"0";"0";"0";"134";"0";"0";"445";"25";"11";"0"
"2016-09-30 22:46:00";"149";"16";"3";"0";"0";"838";"0";"0";"505";"20";"21";"0"
"2016-09-30 23:46:00";"88";"10";"6";"0";"0";"41";"0";"0";"385";"29";"19";"0"
"2016-10-01 00:46:00";"93";"10";"2";"0";"0";"127";"0";"0";"366";"29";"22";"0"
"2016-10-01 01:46:00";"107";"16";"3";"0";"0";"535";"0";"0";"156";"21";"6";"0"
"2016-10-01 02:46:00";"146";"16";"2";"0";"0";"917";"0";"0";"371";"36";"5";"0"
"2016-10-01 03:46:00";"59";"16";"1";"0";"0";"124";"0";"0";"58";"34";"4";"0"
"2016-10-01 04:46:00";"71";"10";"1";"0";"0";"111";"0";"0";"127";"61";"14";"0"
"2016-10-01 05:46:00";"99";"16";"1";"0";"0";"368";"0";"0";"235";"3";"12";"0"
"2016-10-01 06:46:00";"121";"10";"2";"0";"0";"134";"0";"0";"712";"61";"3";"0"
"2016-10-01 07:46:00";"101";"10";"2";"0";"0";"167";"0";"0";"408";"46";"10";"0"
"2016-10-01 08:46:00";"141";"16";"1";"0";"0";"689";"0";"0";"510";"28";"9";"0"
"2016-10-01 09:46:00";"142";"16";"2";"0";"0";"696";"0";"0";"509";"51";"10";"0"
"2016-10-01 10:46:00";"144";"10";"1";"0";"0";"339";"0";"0";"898";"55";"5";"0"
"2016-10-01 11:46:00";"103";"16";"2";"0";"0";"348";"0";"0";"291";"14";"15";"0"
"2016-10-01 12:46:00";"80";"10";"0";"0";"0";"49";"0";"0";"302";"42";"10";"0"
"2016-10-01 13:46:00";"85";"10";"0";"0";"0";"144";"0";"0";"282";"17";"9";"0"
"2016-10-01 14:46:00";"124";"16";"3";"0";"0";"755";"0";"0";"178";"17";"3";"0"
"2016-10-01 15:46:00";"84";"16";"1";"0";"0";"263";"0";"0";"134";"34";"10";"0"
"2016-10-01 16:46:00";"115";"16";"1";"0";"0";"507";"0";"0";"283";"25";"7";"0"
"2016-10-01 17:46:00";"76";"16";"2";"0";"0";"264";"0";"0";"52";"45";"1";"0"
"2016-10-01 18:46:00";"123";"16";"1";"0";"0";"665";"0";"0";"267";"16";"4";"0"
"2016-10-01 19:46:00";"133";"10";"1";"0";"0";"493";"0";"0";"534";"70";"2";"0"
"2016-10-01 20:46:00";"116";"10";"1";"0";"0";"44";"0";"0";"573";"208";"9";"0"
"2016-10-01 21:46:00";"104";"16";"0";"0";"0";"491";"0";"0";"97";"85";"5";"0"
"2016-10-01 22:46:00";"77";"10";"1";"0";"0";"68";"0";"0";"154";"147";"2";"0"
"2016-10-01 23:46:00";"188";"16";"2";"0";"0";"2054";"0";"0";"76";"80";"3";"0"
"2016-10-02 00:46:00";"92";"10";"1";"0";"0";"196";"0";"0";"235";"92";"9";"0"
"2016-10-02 01:46:00";"132";"10";"1";"0";"0";"304";"0";"0";"617";"75";"85";"0"
"2016-10-02 02:46:00";"173";"10";"1";"0";"0";"396";"0";"0";"1351";"49";"72";"0"
"2016-10-02 03:46:00";"100";"10";"1";"0";"0";"157";"0";"0";"380";"86";"6";"0"
"2016-10-02 04:46:00";"136";"10";"2";"0";"0";"482";"0";"0";"554";"40";"72";"0"
"2016-10-02 05:46:00";"103";"16";"1";"0";"0";"462";"0";"0";"122";"45";"31";"0"
"2016-10-02 06:46:00";"88";"10";"0";"0";"0";"178";"0";"0";"286";"9";"10";"0"
"2016-10-02 07:46:00";"104";"10";"1";"0";"0";"65";"0";"0";"530";"50";"33";"0"
"2016-10-02 08:46:00";"115";"10";"2";"0";"0";"286";"0";"0";"422";"110";"7";"0"
"2016-10-02 09:46:00";"108";"16";"1";"0";"0";"403";"0";"0";"232";"79";"10";"0"
"2016-10-02 10:46:00";"135";"10";"4";"0";"0";"368";"0";"0";"590";"149";"26";"0"
"2016-10-02 11:46:00";"113";"7";"1";"0";"0";"132";"0";"0";"74";"567";"18";"0"
"2016-10-02 12:46:00";"103";"10";"2";"0";"0";"159";"0";"0";"380";"120";"6";"0"
"2016-10-02 13:46:00";"171";"16";"1";"0";"0";"1580";"0";"0";"182";"47";"19";"0"
"2016-10-02 14:46:00";"99";"16";"1";"0";"0";"344";"0";"0";"84";"172";"17";"0"
"2016-10-02 15:46:00";"193";"16";"1";"0";"0";"1551";"0";"0";"629";"133";"24";"0"
"2016-10-02 16:46:00";"106";"16";"1";"0";"0";"235";"0";"0";"228";"136";"99";"0"
"2016-10-02 17:46:00";"109";"16";"2";"0";"0";"480";"0";"0";"68";"114";"75";"0"
"2016-10-02 18:46:00";"122";"16";"1";"0";"0";"490";"0";"0";"294";"40";"107";"0"
"2016-10-02 19:46:00";"105";"16";"1";"0";"0";"224";"0";"0";"212";"128";"126";"0"
"2016-10-02 20:46:00";"163";"16";"1";"0";"0";"1110";"0";"0";"485";"25";"48";"0"
"2016-10-02 21:46:00";"80";"16";"2";"0";"0";"240";"0";"0";"125";"11";"26";"0"
"2016-10-02 22:46:00";"126";"16";"1";"0";"0";"592";"0";"0";"291";"16";"95";"0"
"2016-10-02 23:46:00";"150";"10";"3";"0";"0";"372";"0";"0";"867";"133";"35";"0"
"2016-10-03 00:46:00";"130";"10";"1";"0";"0";"397";"0";"0";"542";"75";"41";"0"
"2016-10-03 01:46:00";"81";"16";"0";"0";"0";"290";"0";"0";"72";"20";"28";"0"
"2016-10-03 02:46:00";"129";"10";"1";"0";"0";"132";"0";"0";"856";"18";"28";"0"
"2016-10-03 03:46:00";"101";"16";"1";"0";"0";"395";"0";"0";"203";"10";"32";"0"
"2016-10-03 04:46:00";"118";"10";"1";"0";"0";"372";"0";"0";"432";"22";"36";"0"
"2016-10-03 05:46:00";"99";"10";"1";"0";"0";"253";"0";"0";"299";"27";"32";"0"
"2016-10-03 06:46:00";"96";"10";"0";"0";"0";"60";"0";"0";"343";"153";"17";"0"
"2016-10-03 07:46:00";"125";"16";"3";"0";"0";"480";"0";"0";"424";"34";"37";"0"
"2016-10-03 08:46:00";"128";"10";"0";"0";"0";"193";"0";"0";"762";"54";"14";"0"
"2016-10-03 09:46:00";"91";"10";"1";"0";"0";"90";"0";"0";"348";"53";"22";"0"
"2016-10-03 10:46:00";"199";"10";"1";"0";"0";"467";"0";"0";"1919";"54";"32";"0"
"2016-10-03 11:46:00";"131";"16";"1";"0";"0";"405";"0";"0";"401";"217";"40";"0"
"2016-10-03 12:46:00";"155";"10";"1";"0";"0";"248";"0";"0";"1074";"157";"16";"0"
"2016-10-03 13:46:00";"142";"10";"2";"0";"0";"49";"0";"0";"1097";"99";"13";"0"
"2016-10-03 14:46:00";"189";"10";"0";"0";"0";"400";"0";"0";"1563";"246";"18";"0"
"2016-10-03 15:46:00";"118";"10";"2";"0";"0";"196";"0";"0";"439";"205";"25";"0"
"2016-10-03 16:46:00";"166";"10";"1";"0";"0";"120";"0";"0";"1322";"268";"17";"0"
"2016-10-03 17:46:00";"185";"10";"1";"0";"0";"221";"0";"0";"1392";"525";"8";"0"
"2016-10-03 18:46:00";"98";"10";"2";"0";"0";"103";"0";"0";"292";"176";"25";"0"
"2016-10-03 19:46:00";"162";"10";"3";"0";"0";"140";"0";"0";"818";"644";"36";"0"
"2016-10-03 20:46:00";"92";"10";"1";"0";"0";"68";"0";"0";"360";"45";"58";"0"
"2016-10-03 21:46:00";"131";"7";"1";"0";"0";"26";"0";"0";"348";"413";"278";"0"
"2016-10-03 22:46:00";"177";"10";"4";"0";"0";"317";"0";"0";"853";"584";"190";"0"
"2016-10-03 23:46:00";"238";"10";"4";"0";"0";"684";"0";"0";"1860";"521";"486";"0"
"2016-10-04 00:46:00";"128";"10";"2";"0";"0";"93";"0";"0";"475";"355";"107";"0"
"2016-10-04 01:46:00";"207";"10";"2";"0";"0";"483";"0";"0";"2002";"145";"47";"0"
"2016-10-04 02:46:00";"195";"10";"2";"0";"0";"225";"0";"0";"1459";"486";"209";"0"
"2016-10-04 03:46:00";"180";"10";"2";"0";"0";"69";"0";"0";"1120";"615";"226";"0"
"2016-10-04 04:46:00";"139";"7";"2";"0";"0";"258";"0";"0";"332";"363";"257";"0"
"2016-10-04 05:46:00";"165";"10";"1";"0";"0";"196";"0";"0";"892";"457";"150";"0"
"2016-10-04 06:46:00";"199";"10";"1";"0";"0";"253";"0";"0";"1388";"606";"217";"0"
"2016-10-04 07:46:00";"207";"10";"1";"0";"0";"413";"0";"0";"1821";"167";"287";"0"
"2016-10-04 08:46:00";"153";"10";"3";"0";"0";"386";"0";"0";"611";"271";"200";"0"
