Annee,Mois,Jour,Heure,Minute,Sec,Hs (m),Tpeak (s),Hrms (m),H1/10 (m),H1/100 (m),Hmax (m)
2022,6,24,12,0,0,2.729895333810961,12.81861958266453,1.926092818855511,3.466967073939921,4.558925207464305,5.310186713357577
2022,6,24,13,0,0,3.036940622538174,16.48410623365901,2.142730328124156,3.856914590623481,5.07169083963875,5.907450569009557
2022,6,24,14,0,0,2.324241255993877,14.40996030313966,1.639881330617902,2.951786395112224,3.881482897509775,4.521109246700107
2022,6,24,15,0,0,2.503737971371073,14.08631232361242,1.766526235356257,3.179747223641263,4.181242412189691,4.870265883323493
2022,6,24,16,0,0,2.929717793937313,14.72888233124308,2.067078665722438,3.720741598300388,4.892628715875313,5.698880946301696
2022,6,24,17,0,0,2.492029553334347,13.05328538738149,1.758265295963678,3.164877532734621,4.161689354068359,4.847490692962528
2022,6,24,18,0,0,2.643622561253118,15.14029322548028,1.865222584884145,3.35740065279146,4.414849677292707,5.142369095998001
2022,6,24,19,0,0,2.549101197040014,13.37837837837838,1.798532511244899,3.237358520240818,4.256998999056824,4.958506335343305
2022,6,24,20,0,0,2.528284578598648,15.25210084033613,1.783845230455713,3.210921414820283,4.222235246259743,4.918013892539624
2022,6,24,21,0,0,2.480976125820635,13.16518298714144,1.750466488773448,3.150839679792207,4.143230130120461,4.825989588801719
2022,6,24,22,0,0,2.777436261320751,12.94747081712062,1.959635584376308,3.527344051877354,4.638318556405654,5.402663226459183
2022,6,24,23,0,0,2.615591336840912,15.53495007132667,1.845444998771088,3.321800997787958,4.368037532524323,5.087842816697379
2022,6,25,0,0,0,3.628034922075353,14.64783565663977,2.559780195019832,4.607604351035699,6.058818319865839,7.05724596844046
2022,6,25,1,0,0,2.838294531231956,15.24045801526717,2.002574474813657,3.604634054664584,4.739951867157366,5.521044606242436
2022,6,25,2,0,0,3.0940269879348,14.23360266159695,2.18300793037622,3.929414274677196,5.167025069851115,6.018494847992904
2022,6,25,3,0,0,3.131559985456251,14.88074534161491,2.209489545294132,3.977081181529438,5.229705175711938,6.091503956540906
2022,6,25,4,0,0,3.546773699548861,13.79433440810686,2.50244588801503,4.504402598427054,5.923112078246598,6.899176807756203
2022,6,25,5,0,0,3.531398471606666,14.03514938488576,2.491597810522481,4.484876058940466,5.897435447583131,6.869268946409916
2022,6,25,6,0,0,2.970763627301358,12.36988847583643,2.096038781484847,3.772869806672725,4.961175257593268,5.778723215808843
2022,6,25,7,0,0,3.042463110159117,14.98873873873874,2.146626749945599,3.863928149902078,5.080913393965725,5.918192900419192
2022,6,25,8,0,0,3.57674031075194,13.72007788340396,2.523588997030535,4.542460194654963,5.97315631895574,6.957467797408468
2022,6,25,9,0,0,3.734198106423077,14.07638072855464,2.634684219531838,4.742431595157308,6.236110837726539,7.263754373355757
2022,6,25,10,0,0,3.691838978111932,13.04475661548513,2.604797501223418,4.688635502202153,6.165371093446925,7.181357485254835
2022,6,25,11,0,0,3.812593430959623,13.94366197183099,2.689996476288179,4.841993657318722,6.36703102970257,7.416248795243418
2022,6,25,12,0,0,2.858233938146811,14.86228287841191,2.016642834136916,3.62995710144645,4.773250676705175,5.559830699013137
2022,6,25,13,0,0,3.401316520706744,12.4392523364486,2.399817767387536,4.319671981297565,5.680198589580263,6.616233806651614
2022,6,25,14,0,0,2.901142019084502,9.505634026345023,2.046916869020732,3.684450364237318,4.844907171871118,5.643295408619024
2022,6,25,15,0,0,2.537043036490971,11.29029217719133,1.79002480907974,3.222044656343533,4.236861870939921,4.935050826576354
2022,6,25,16,0,0,2.663831943650636,14.0039747486556,1.87948142690906,3.383066568436308,4.448599345896562,5.181680344514861
2022,6,25,17,0,0,2.739913067349844,10.89990900818926,1.933160886407945,3.479689595534301,4.575654822474238,5.329673187757262
2022,6,25,18,0,0,2.640537507561284,14.38918918918919,1.863045908112684,3.353482634602831,4.409697637627344,5.13636805598688
2022,6,25,19,0,0,2.536788637831199,11.83929630361732,1.789845316692012,3.221721570045622,4.236437025178102,4.934555970833613
2022,6,25,20,0,0,2.636071985955593,12.79260999572832,1.859895234535335,3.347811422163603,4.40224021654584,5.127681732667059
2022,6,25,21,0,0,2.498938505425688,10.08842849924204,1.763139945494791,3.173651901890624,4.173227304060899,4.860929972170147
2022,6,25,22,0,0,2.741563587001543,15.03766005523475,1.934325419717755,3.481785755491959,4.578411190292576,5.332883775143539
2022,6,25,23,0,0,2.545930076997469,14.96626686656671,1.796295109881548,3.233331197786786,4.251703228585773,4.95233787924617
2022,6,26,0,0,0,3.091905034748497,15.17866193613786,2.181510774516995,3.926719394130592,5.16348140802999,6.014367229077735
2022,6,26,1,0,0,2.920475922856778,14.29133858267717,2.060558012237838,3.709004422028109,4.87719479117082,5.680903677938842
2022,6,26,2,0,0,2.689098047868302,13.52947820194262,1.89730806710708,3.415154520792743,4.490793739940064,5.230827917776456
2022,6,26,3,0,0,2.537248274414532,15,1.79016961583692,3.222305308506456,4.237204618272269,4.935450054957484
2022,6,26,4,0,0,2.292808265219041,11.04666174843231,1.61770360934899,2.911866496828182,3.828989802915799,4.459965858561262
2022,6,26,5,0,0,2.583141739086348,15.56320644406912,1.822550004799812,3.280590008639662,4.313846704274201,5.0247219267805
2022,6,26,6,0,0,2.628061820023424,12.81861958266452,1.854243617460971,3.337638511429748,4.388863239439118,5.112100374591542
2022,6,26,7,0,0,2.709599450846078,15.06034699522253,1.911772945874732,3.441191302574519,4.52503108291295,5.270707204117371
2022,6,26,8,0,0,2.207674547166312,14.45168295331162,1.557637041611787,2.803746674901217,3.686816493767741,4.294363927650882
2022,6,26,9,0,0,2.709936417645591,14.37365010799136,1.912010694672167,3.441619250409901,4.525593817468136,5.271362671233438
2022,6,26,10,0,0,2.801703407624179,14.17130013013131,1.97675740426817,3.558163327682707,4.678844690732379,5.449867628868146
2022,6,26,11,0,0,2.394016655764342,13.83575883575883,1.689111751567064,3.040401152820714,3.998007815126451,4.656836208899455
2022,6,26,12,0,0,2.270608884642059,12.10611419909045,1.602040713053008,2.883673283495416,3.791916837352239,4.416783669733498
2022,6,26,13,0,0,2.646920649906275,13.56010867104369,1.867549569656094,3.361589225380969,4.420357485343478,5.148784531171854
2022,6,26,14,0,0,2.847252163273831,14.60853658536585,2.008894581865425,3.616010247357765,4.754911112667297,5.538468973419733
2022,6,26,15,0,0,2.832361077400177,12.41733181299886,1.998388093499013,3.597098568298224,4.730042999258295,5.509502864216067
2022,6,26,16,0,0,2.544415883749435,11.47303898094052,1.795226762423213,3.231408172361783,4.249174525861557,4.949392473696157
