Annee,Mois,Jour,Heure,Minute,Sec,Hs (m),Tpeak (s),Hrms (m),H1/10 (m),H1/100 (m),Hmax (m)
2023,12,7,0,0,0,1.52890208798367,4.462809917355371,1.078725362077367,1.941705651739261,2.553266486932729,2.97401715482684
2023,12,7,0,2,0,1.679543588116209,6.174636174636175,1.185011309393103,2.133020356907585,2.804837792154069,3.26704468689978
2023,12,7,0,4,0,1.761519972879759,5.68421052631579,1.242850203087386,2.237130365557295,2.941738354709198,3.426504979676939
2023,12,7,0,6,0,1.863728531184593,4.646069612827532,1.314964019224685,2.366935234604433,3.11242664707827,3.625320854256306
2023,12,7,0,8,0,5.908017922301489,4.476262245666918,4.168434867401606,7.503182761322891,9.866389930243486,11.49226414826946
2023,12,7,1,10,0,1.667763057322432,6.380236305048335,1.17669949044416,2.118059082799489,2.785164305728461,3.244129222954105
2023,12,7,1,12,0,1.934790265146107,7.504737839545167,1.365102020408642,2.457183636735556,3.231099742793999,3.763549991042952
2023,12,7,1,14,0,1.707125769390258,4.77491961414791,1.204472070625349,2.168049727125627,2.85090003488173,3.320697488424008
2023,12,7,1,16,0,1.849520323400897,6.120556414219474,1.304939339288411,2.34889081071914,3.088698940079499,3.597683078089893
2023,12,7,2,17,59.99998474121094,1.816695466205038,7.523749208359722,1.281779578933555,2.307203242080398,3.033881428562414,3.533832234289966
2023,12,7,2,19,59.99998474121094,1.150781226405863,12.03647416413374,0.8119400875196925,1.461492157535446,1.921804648097792,2.238497243010019
2023,12,7,2,22,0,1.156795393706288,6.058133605303417,0.8161834166705477,1.469130150006986,1.931848307489501,2.250195988707365
2023,12,7,2,24,0,1.83864603261755,7.130852340936374,1.297266923013494,2.335080461424289,3.070538874471309,3.576530430323612
2023,12,7,2,25,59.99998474121094,1.8360850526167,4.452773613193403,1.295460009346227,2.331828016823208,3.066262037869888,3.571548817363855
2023,12,7,3,27,59.99998474121094,1.287641865617889,6.980023501762632,0.9085028718526215,1.635305169334719,2.150361915581874,2.504718273144081
2023,12,7,3,30,0,1.734379833899054,12.01213346814965,1.223701327250999,2.202662389051798,2.89641432261142,3.373712037900366
2023,12,7,3,31,59.99998474121094,1.165722111857711,5.014774166314901,0.8224817122551631,1.480467082059294,1.946755926802378,2.26756022224939
2023,12,7,3,33,59.99998474121094,1.59671824407142,5.978862606945144,1.126573427761502,2.027832169970703,2.666519467599271,3.105933000298259
2023,12,7,4,35,59.99998474121094,1.170265129393555,5.462068965517241,0.825687063516564,1.486236714329815,1.954342766087237,2.276397290491017
2023,12,7,4,37,59.99998474121094,1.640828090427379,7.182587666263603,1.157695374912651,2.083851674842772,2.740182911013723,3.191735381490899
2023,12,7,4,39,59.99998474121094,1.045727532568289,5.860878145041934,0.7378188702009596,1.328073966361727,1.746364979389043,2.034147016722533
2023,12,7,4,41,59.99998474121094,1.139817849921471,6.312433581296494,0.8042048163334822,1.447568669400268,1.903495809368856,2.217171305923748
2023,12,7,4,43,59.99998474121094,4.684243814045352,4.466165413533834,3.304994246576443,5.948989643837597,7.822687169455737,9.111781303624706
2023,12,7,5,45,59.99998474121094,1.23431737132042,6.823664560597359,0.870879478653852,1.567583061576934,2.061310010105101,2.400991577981878
2023,12,7,5,47,59.99998474121094,1.690815921360374,7.457627118644067,1.192964566737597,2.147336220127675,2.823662588671824,3.288971606031197
2023,12,7,5,49,59.99998474121094,1.191241757851563,7.429643527204503,0.8404872402619359,1.512877032471485,1.98937373561211,2.317200984445557
