Annee,Mois,Jour,Heure,Minute,Sec,Hs (m),Tpeak (s),Hrms (m),H1/10 (m),H1/100 (m),Hmax (m)
2021,10,13,12,0,0,0.6222456272215285,11.86039603960396,0.4390288592063007,0.7902519465713412,1.039150197459953,1.210390897113209
2021,10,13,13,0,0,0.9614380758096092,10.34724021767297,0.6783479757101132,1.221026356278204,1.605601586602047,1.870187341121628
2021,10,13,14,0,0,0.8139705750614572,9.698809812970609,0.5743014612933615,1.033742630328051,1.359330860352634,1.583333866035572
2021,10,13,15,0,0,0.7675966060075806,11.27011007620661,0.5415820497942374,0.9748476896296274,1.28188633203266,1.493127318090095
2021,10,13,16,0,0,0.7796132794981021,10.95773874862788,0.550060480534772,0.9901088649625897,1.301954176761831,1.516502126317282
2021,10,13,17,0,0,0.7858464790099519,10.11227418537903,0.5544583490792439,0.9980250283426388,1.31236361994662,1.528626933015759
2021,10,13,18,0,0,0.7723126399189351,10.80552047627639,0.544909473720582,0.9808370526970476,1.289762108664622,1.502300937424744
2021,10,13,19,0,0,0.7319351370785354,10.26478149100257,0.5164209022720778,0.92955762408974,1.222331678921154,1.423758703059178
2021,10,13,20,0,0,0.7382552907166426,10.07146460400202,0.5208801217834089,0.9375842192101361,1.232886335496793,1.436052652742811
2021,10,13,21,0,0,0.6585124227261552,10.0909780136467,0.4646170982567873,0.8363107768622171,1.099715745952679,1.280936992137254
2021,10,13,22,0,0,0.7480128876663363,11.10400444938821,0.5277646485201373,0.9499763673362471,1.249181522402782,1.455033109991414
2021,10,13,23,0,0,0.7293313769124262,9.82046237088047,0.5145838048215452,0.9262508486787813,1.217983399443752,1.418693874211128
2021,10,14,0,0,0,0.7879785411198336,10.82016078041731,0.5559626373456603,1.000732747222189,1.315924163670122,1.532774215788004
2021,10,14,1,0,0,0.616751098492997,11.97301349325337,0.4351521639367257,0.7832738950861062,1.029974334483305,1.199702951282818
2021,10,14,2,0,0,0.6305463191815973,10.13451776649746,0.4448854585336826,0.8007938253606286,1.053012353033268,1.226537385812648
2021,10,14,3,0,0,0.7199217779420986,10.28593508500773,0.5079448099924807,0.9143006579864652,1.202269369163305,1.400390341906648
2021,10,14,4,0,0,0.6429852376203317,10.44194560669456,0.453661806543234,0.8165912517778212,1.073785346825954,1.250733544033006
2021,10,14,5,0,0,0.7990599437049118,11.07730719437766,0.56378118250291,1.014806128505238,1.334430105987203,1.554329736999325
2021,10,14,6,0,0,0.6189003751226141,10.4501439413766,0.4366685980031777,0.7860034764057199,1.033563626454765,1.203883719702971
2021,10,14,7,0,0,0.7128202254395621,9.847911871095034,0.5029342701712466,0.9052816863082439,1.190409776484069,1.386576416780612
2021,10,14,8,0,0,0.657733170077441,9.788364111782968,0.4640672922213056,0.8353211259983501,1.098414394029327,1.279421191509186
2021,10,14,9,0,0,0.7808636253846164,9.175794714668708,0.5509426690213682,0.9916968042384628,1.304042254392309,1.51893429652961
2021,10,14,10,0,0,0.6783867242997472,9.189873417721518,0.4786395221448216,0.861551139860679,1.132905829580578,1.319596442133829
2021,10,14,11,0,0,0.6695439383216624,8.34773519163763,0.4724004453713951,0.8503208016685112,1.118138376997176,1.302395473280442
2021,10,14,12,0,0,0.6613848390054609,9.55263157894737,0.4666437475205196,0.8399587455369353,1.104512681139119,1.286524410296729
2021,10,14,13,0,0,0.7300165652291403,11.00808674875942,0.5150672432450045,0.9271210378410082,1.219127663932664,1.420026701096649
2021,10,14,14,0,0,0.7240471280498835,10.16547861507128,0.51085547367964,0.919539852623352,1.209158703843305,1.408414964337768
2021,10,14,15,0,0,0.7448204116154044,10.38401525658807,0.5255121793064241,0.9459219227515635,1.243850087397725,1.448823112231278
2021,10,14,16,0,0,0.615813634211793,10.56349206349207,0.4344907308049873,0.7820833154489771,1.028408769133694,1.197879397716994
2021,10,14,17,0,0,0.6901592935791684,9.622459635312071,0.4869457238030799,0.8765023028455439,1.152566020277211,1.342496419358375
2021,10,14,18,0,0,0.6104734231060199,10.14653565983398,0.4307229151914697,0.7753012473446453,1.019490616587053,1.187491630204745
2021,10,14,19,0,0,0.6336625761290728,10.18016486785077,0.4470841509355125,0.8047514716839225,1.058216502135552,1.232599122331606
2021,10,14,20,0,0,0.6570206737914734,8.938885157824043,0.4635645865084285,0.8344162557151713,1.097224525231761,1.278035245218791
