Date;Date (PC1900);Time, Instrument (julian days);Temperature (ITS-90, deg C);Conductivity (S/m);Salinity, Practical (PSU);Oxygen, SBE43 (mL/L);Oxygen, SBE43 (% saturation);pH
22/04/2014 19:12;41751.8;477.8;28.5387;5.77933;35.6913;3.69508;83.0317;8.514
22/04/2014 22:12;41751.9;477.925;28.44;5.76902;35.6937;3.44437;77.2754;8.553
23/04/2014 01:12;41752.1;478.05;28.248;5.74784;35.6906;3.2742;73.2271;8.565
23/04/2014 04:12;41752.2;478.175;28.1588;5.73726;35.6839;3.12047;69.6851;8.566
23/04/2014 07:12;41752.3;478.3;28.064;5.7302;35.7061;3.07653;68.6062;7.093
23/04/2014 10:12;41752.4;478.425;28.183;5.74296;35.7056;3.49214;78.0253;8.592
10/11/2014 12:01;41953.5;314.501;27.6667;5.68847;35.6979;4.1036;90.9127;7.294
10/11/2014 15:01;41953.6;314.626;28.956;5.82669;35.6913;5.66515;128.164;7.464
10/11/2014 18:01;41953.8;314.751;28.895;5.81952;35.6874;5.67277;128.207;7.49
10/11/2014 21:01;41953.9;314.876;28.5288;5.77929;35.6829;4.92976;110.753;7.499
11/11/2014 00:01;41954;315.001;27.7177;5.69278;35.6896;3.85644;85.5046;7.477
11/11/2014 03:01;41954.1;315.126;27.4343;5.66154;35.6842;3.73749;82.4799;7.49
11/11/2014 06:01;41954.2;315.251;27.1557;5.63094;35.6794;3.37234;74.079;7.494
11/11/2014 09:01;41954.4;315.376;27.2017;5.63505;35.6735;3.9458;86.7386;7.567
11/11/2014 12:01;41954.5;315.501;27.8729;5.70832;35.6813;5.07974;112.909;7.662
11/11/2014 15:01;41954.6;315.626;28.4008;5.76733;35.6959;5.65413;126.773;7.781
11/11/2014 18:01;41954.8;315.751;28.3334;5.7607;35.7004;5.4493;122.049;7.843
11/11/2014 21:01;41954.9;315.876;27.6711;5.68947;35.7016;4.52664;100.294;7.838
12/11/2014 00:01;41955;316.001;27.4018;5.66121;35.7067;3.98487;87.9032;7.816
12/11/2014 03:01;41955.1;316.126;27.2059;5.63919;35.6998;3.46329;76.1484;7.781
12/11/2014 06:01;41955.2;316.251;27.0866;5.6252;35.6913;3.42711;75.2011;7.776
12/11/2014 09:01;41955.4;316.376;27.0872;5.62558;35.6936;3.47906;76.3428;7.775
12/11/2014 12:01;41955.5;316.501;27.3989;5.65792;35.6855;3.92015;86.4612;7.798
12/11/2014 15:01;41955.6;316.626;28.3313;5.75972;35.6951;5.21107;116.706;7.861
12/11/2014 18:01;41955.8;316.751;29.0399;5.83566;35.6905;5.87696;133.135;7.899
12/11/2014 21:01;41955.9;316.876;27.7658;5.6929;35.6539;4.42792;98.233;7.88
13/11/2014 00:01;41956;317.001;27.7031;5.68651;35.6564;4.34602;96.3184;7.881
13/11/2014 03:01;41956.1;317.126;28.3428;5.75895;35.6811;4.54058;101.701;7.868
13/11/2014 06:01;41956.2;317.251;27.9755;5.72391;35.7132;3.73927;83.2682;7.825
13/11/2014 09:01;41956.4;317.376;27.6947;5.69419;35.7171;3.54394;78.5581;7.829
13/11/2014 12:01;41956.5;317.501;27.9234;5.71816;35.7124;3.86324;85.9552;7.863
13/11/2014 15:01;41956.6;317.626;28.8858;5.82378;35.7238;5.22137;118.011;7.899
13/11/2014 18:01;41956.8;317.751;28.2719;5.75007;35.6725;4.8439;108.365;7.87
13/11/2014 21:01;41956.9;317.876;28.2841;5.75235;35.6792;4.6763;104.64;7.85
14/11/2014 00:01;41957;318.001;29.0031;5.83581;35.719;4.67066;105.762;7.782
14/11/2014 03:01;41957.1;318.126;28.418;5.77416;35.7306;3.74819;84.0788;7.8
14/11/2014 06:01;41957.2;318.251;27.7079;5.69775;35.7322;3.3605;74.5143;7.804
14/11/2014 09:01;41957.4;318.376;27.1119;5.63179;35.719;3.34077;73.3487;7.794
14/11/2014 12:01;41957.5;318.501;28.084;5.73429;35.704;4.85978;108.406;7.931
14/11/2014 15:01;41957.6;318.626;29.2453;5.85973;35.703;6.16495;140.132;7.973
14/11/2014 18:01;41957.8;318.751;29.4171;5.87845;35.7035;6.13632;139.868;7.892
14/11/2014 21:01;41957.9;318.876;28.84;5.81608;35.7047;4.69205;105.958;7.836
15/11/2014 00:01;41958;319.001;28.0106;5.72522;35.6959;3.8637;86.08;7.799
15/11/2014 03:01;41958.1;319.126;27.759;5.69756;35.6919;3.50353;77.7334;7.757
15/11/2014 06:01;41958.2;319.251;27.4386;5.6633;35.6934;3.36009;74.1605;7.742
15/11/2014 09:01;41958.4;319.376;27.6985;5.69089;35.6908;4.05041;89.7776;7.863
15/11/2014 12:01;41958.5;319.501;28.7573;5.80508;35.6905;5.54009;124.932;8.005
15/11/2014 15:01;41958.6;319.626;29.437;5.88027;35.7013;6.22695;141.977;8.011
15/11/2014 18:01;41958.8;319.751;29.5326;5.89182;35.7093;6.33071;144.571;7.82
15/11/2014 21:01;41958.9;319.876;28.7483;5.80626;35.7055;4.89995;110.49;7.774
16/11/2014 00:01;41959;320.001;28.1758;5.74401;35.7027;3.71759;83.0514;7.717
16/11/2014 03:01;41959.1;320.126;27.9754;5.72221;35.7014;3.54633;78.9662;7.673
16/11/2014 06:01;41959.2;320.251;27.6244;5.68387;35.6976;3.29509;72.9498;7.655
16/11/2014 09:01;41959.4;320.376;27.6706;5.68921;35.7002;4.0922;90.6671;7.874
16/11/2014 12:01;41959.5;320.501;28.423;5.77037;35.7004;5.45619;122.382;8.047
16/11/2014 15:01;41959.6;320.626;28.781;5.80776;35.6913;5.78971;130.612;8.018
16/11/2014 18:01;41959.8;320.751;28.5948;5.78936;35.7033;5.50063;123.725;7.823
16/11/2014 21:01;41959.9;320.876;27.8716;5.70942;35.69;4.25748;94.6348;7.761
17/11/2014 00:01;41960;321.001;27.579;5.67797;35.6904;3.94851;87.3473;7.751
17/11/2014 03:01;41960.1;321.126;27.4371;5.662;35.6853;3.65325;80.6252;7.726
17/11/2014 06:01;41960.2;321.251;27.3444;5.65145;35.6812;3.52866;77.755;7.736
17/11/2014 09:01;41960.4;321.376;27.5884;5.6784;35.6863;4.3169;95.5092;7.839
17/11/2014 12:01;41960.5;321.501;28.2763;5.75261;35.6869;5.42491;121.381;7.926
17/11/2014 15:01;41960.6;321.626;28.6092;5.7885;35.6866;5.68787;127.955;7.932
17/11/2014 18:01;41960.8;321.751;28.2442;5.74989;35.6922;5.10005;114.056;7.903
17/11/2014 21:01;41960.9;321.876;27.8565;5.70742;35.6875;4.28617;95.2474;7.862
18/11/2014 00:01;41961;322.001;27.6852;5.68838;35.6832;4.04804;89.7016;7.84
18/11/2014 03:01;41961.1;322.126;27.5302;5.67222;35.6868;3.84001;84.8774;7.825
18/11/2014 06:01;41961.2;322.251;27.4209;5.66046;35.6868;3.81322;84.1339;7.818
18/11/2014 09:01;41961.4;322.376;27.8152;5.70281;35.6863;4.61584;102.503;7.845
18/11/2014 12:01;41961.5;322.501;28.3889;5.76533;35.691;5.31896;119.231;3.576
18/11/2014 15:01;41961.6;322.626;28.5288;5.78152;35.6984;5.34496;120.092;6.294
18/11/2014 18:01;41961.8;322.751;28.4088;5.76866;35.6992;5.16845;115.9;6.506
18/11/2014 21:01;41961.9;322.876;28.1308;5.73823;35.6962;4.50109;100.478;6.134
19/11/2014 00:01;41962;323.001;27.7767;5.70305;35.7173;3.74923;83.2206;6.192
19/11/2014 03:01;41962.1;323.126;27.6129;5.6856;35.7186;3.6109;79.9359;6.088
19/11/2014 06:01;41962.2;323.251;27.3883;5.66462;35.7412;3.56403;78.6176;6.177
19/11/2014 09:01;41962.4;323.376;27.5691;5.68578;35.7534;3.91027;86.5178;6.3
19/11/2014 12:01;41962.5;323.501;28.6817;5.8074;35.7635;5.46239;123.079;6.244
19/11/2014 15:01;41962.6;323.626;28.8157;5.81995;35.7498;5.46888;123.484;6.458
19/11/2014 18:01;41962.8;323.751;28.819;5.81795;35.7334;5.55752;125.48;7.23
19/11/2014 21:01;41962.9;323.876;28.3396;5.76865;35.7513;4.69851;105.274;7.147
20/11/2014 00:01;41963;324.001;28.0247;5.73698;35.7679;4.10144;91.4345;6.157
20/11/2014 03:01;41963.1;324.126;27.5614;5.6891;35.7828;3.73034;82.5399;6.197
20/11/2014 06:01;41963.2;324.251;27.3572;5.66856;35.7932;3.52876;77.8224;6.353
20/11/2014 09:01;41963.4;324.376;27.2802;5.66293;35.8122;3.41997;75.3357;7.107
20/11/2014 12:01;41963.5;324.501;28.1556;5.75695;35.8087;4.61724;103.177;7.359
20/11/2014 15:01;41963.6;324.626;28.806;5.81708;35.7372;5.37924;121.432;7.379
20/11/2014 18:01;41963.8;324.751;29.0356;5.82418;35.6145;5.45176;123.442;7.371
20/11/2014 21:01;41963.9;324.876;28.6867;5.77384;35.5267;4.67718;105.257;7.411
21/11/2014 00:01;41964;325.001;28.2913;5.74537;35.625;4.04417;90.4782;7.375
21/11/2014 03:01;41964.1;325.126;27.92;5.71712;35.7076;3.66215;81.4743;7.415
21/11/2014 06:01;41964.2;325.251;27.7368;5.69743;35.7079;3.48549;77.312;7.417
21/11/2014 09:01;41964.4;325.376;27.6425;5.69134;35.7366;3.36142;74.4569;7.603
21/11/2014 12:01;41964.5;325.501;28.5345;5.78731;35.7345;4.93133;110.831;7.611
21/11/2014 15:01;41964.6;325.626;28.9019;5.82811;35.7416;5.49578;124.258;7.722
21/11/2014 18:01;41964.8;325.751;28.9036;5.82702;35.7329;5.51738;124.744;7.531
21/11/2014 21:01;41964.9;325.876;28.8473;5.81974;35.7246;5.20322;117.529;7.412
22/11/2014 00:01;41965;326.001;28.3713;5.77167;35.7485;4.31863;96.811;7.406
22/11/2014 03:01;41965.1;326.126;27.9197;5.72215;35.7432;3.76235;83.7198;7.38
22/11/2014 06:01;41965.2;326.251;27.6982;5.69852;35.745;3.38507;75.0527;7.361
22/11/2014 09:01;41965.4;326.376;27.6452;5.69191;35.7387;3.31979;73.5387;7.536
22/11/2014 12:01;41965.5;326.501;28.3274;5.76636;35.7446;4.25882;95.3999;7.732
22/11/2014 15:01;41965.6;326.626;29.0998;5.8514;35.7543;5.5627;126.183;7.741
22/11/2014 18:01;41965.8;326.751;29.396;5.88193;35.7432;5.78646;131.877;7.461
22/11/2014 21:01;41965.9;326.876;29.3519;5.87721;35.7436;5.37874;122.498;7.397
23/11/2014 00:01;41966;327.001;28.7171;5.80836;35.7435;4.11106;92.6738;7.461
23/11/2014 03:01;41966.1;327.126;28.1517;5.74546;35.7311;3.77634;84.3441;7.488
23/11/2014 06:01;41966.2;327.251;27.8637;5.71469;35.7332;3.34209;74.296;7.457
23/11/2014 09:01;41966.4;327.376;27.7666;5.70448;35.735;3.39145;75.2742;7.656
23/11/2014 12:01;41966.5;327.501;28.4608;5.77906;35.7326;4.48784;100.742;7.796
23/11/2014 15:01;41966.6;327.626;29.486;5.88507;35.6978;5.80209;132.391;7.849
23/11/2014 18:01;41966.8;327.751;29.3073;5.86503;35.6932;5.58002;126.956;7.679
23/11/2014 21:01;41966.9;327.876;29.1525;5.84787;35.6906;5.06497;114.949;7.58
24/11/2014 00:01;41967;328.001;28.548;5.78261;35.6916;4.03318;90.6431;7.638
24/11/2014 03:01;41967.1;328.126;27.9037;5.71257;35.6879;3.43801;76.4587;7.634
24/11/2014 06:01;41967.2;328.251;27.8384;5.70632;35.6934;3.42765;76.1493;7.623
24/11/2014 09:01;41967.4;328.376;27.9188;5.71551;35.6971;3.83389;85.2883;7.757
24/11/2014 12:01;41967.5;328.501;28.6336;5.79561;35.7177;4.98733;112.259;7.823
24/11/2014 15:01;41967.6;328.626;29.1477;5.85123;35.7173;5.42701;123.174;7.843
24/11/2014 18:01;41967.8;328.751;28.8098;5.81459;35.7171;5.04466;113.873;7.776
24/11/2014 21:01;41967.9;328.876;28.5375;5.78666;35.7277;4.38412;98.5333;7.738
25/11/2014 00:01;41968;329.001;28.1676;5.7463;35.725;3.8476;85.9551;7.704
25/11/2014 03:01;41968.1;329.126;27.8218;5.7074;35.7137;3.71548;82.5308;7.748
25/11/2014 06:01;41968.2;329.251;27.6603;5.6906;35.7179;3.58839;79.499;7.734
25/11/2014 09:01;41968.4;329.376;27.7325;5.69882;35.721;3.78908;84.0462;7.783
25/11/2014 12:01;41968.5;329.501;28.4597;5.77765;35.7235;4.93981;110.88;7.778
25/11/2014 15:01;41968.6;329.626;28.785;5.81112;35.7117;5.37368;121.248;7.804
25/11/2014 18:01;41968.8;329.751;28.9015;5.8239;35.7128;5.53563;125.139;7.798
25/11/2014 21:01;41968.9;329.876;28.2139;5.75238;35.7325;4.40808;98.5548;7.78
26/11/2014 00:01;41969;330.001;28.0875;5.73869;35.7322;4.10606;91.6131;7.795
26/11/2014 03:01;41969.1;330.126;27.8877;5.71673;35.7294;3.49739;77.777;7.76
26/11/2014 06:01;41969.2;330.251;27.7678;5.70479;35.7363;3.4375;76.2984;7.756
26/11/2014 09:01;41969.4;330.376;27.7498;5.70377;35.7428;3.48897;77.4207;7.792
26/11/2014 12:01;41969.5;330.501;28.08;5.73853;35.7368;4.18588;93.3848;7.801
26/11/2014 15:01;41969.6;330.626;28.3988;5.77117;35.7242;5.17991;116.155;7.767
26/11/2014 18:01;41969.8;330.751;28.1446;5.68899;35.3406;4.626;103.084;7.753
26/11/2014 21:01;41969.9;330.876;28.0705;5.68673;35.3803;4.32077;96.1875;7.73
27/11/2014 00:01;41970;331.001;27.8722;5.66766;35.3954;3.67199;81.4869;7.708
27/11/2014 03:01;41970.1;331.126;27.6133;5.65585;35.5077;3.23993;71.6393;7.666
27/11/2014 06:01;41970.2;331.251;27.492;5.65638;35.6035;3.09598;68.3569;7.622
27/11/2014 09:01;41970.4;331.376;27.5081;5.655;35.5815;3.20967;70.877;7.643
27/11/2014 12:01;41970.5;331.501;27.7926;5.6881;35.5996;3.88161;86.1249;7.656
27/11/2014 15:01;41970.6;331.626;28.2849;5.74699;35.6412;5.13159;114.805;7.554
27/11/2014 18:01;41970.8;331.751;28.4189;5.77022;35.7025;5.48055;122.921;7.506
27/11/2014 21:01;41970.9;331.876;28.2892;5.75591;35.7003;4.95659;110.934;7.466
28/11/2014 00:01;41971;332.001;27.9133;5.71816;35.72;4.28793;95.3924;7.429
28/11/2014 03:01;41971.1;332.126;27.6435;5.69018;35.7277;3.65518;80.961;7.425
28/11/2014 06:01;41971.2;332.251;27.3429;5.66255;35.7614;3.51019;77.3808;7.402
28/11/2014 09:01;41971.4;332.376;26.948;5.62324;35.7839;3.62001;79.2935;7.497
28/11/2014 12:01;41971.5;332.501;27.3821;5.6756;35.8242;4.29174;94.7043;7.555
28/11/2014 15:01;41971.6;332.626;27.9653;5.73904;35.8275;5.20809;116.031;7.7
28/11/2014 18:01;41971.8;332.751;28.0593;5.7467;35.8099;5.60446;125.042;7.565
28/11/2014 21:01;41971.9;332.876;28.0607;5.73993;35.7612;4.77995;106.619;7.567
29/11/2014 00:01;41972;333.001;27.9881;5.73153;35.7573;4.35884;97.1091;7.51
29/11/2014 03:01;41972.1;333.126;27.9191;5.72498;35.7637;3.86775;86.074;7.471
29/11/2014 06:01;41972.2;333.251;27.7171;5.70365;35.7669;3.10881;68.9574;7.484
29/11/2014 09:01;41972.4;333.376;27.5826;5.69024;35.7747;2.97872;65.929;7.491
29/11/2014 12:01;41972.5;333.501;27.7903;5.71512;35.7921;3.66262;81.3505;7.784
29/11/2014 15:01;41972.6;333.626;28.0172;5.73661;35.7709;4.53559;101.102;7.739
29/11/2014 18:01;41972.8;333.751;27.9854;5.72572;35.7185;4.82257;107.412;7.71
29/11/2014 21:01;41972.9;333.876;28.2171;5.73701;35.6225;4.8348;108.034;7.711
30/11/2014 00:01;41973;334.001;28.2756;5.71142;35.3995;4.49351;100.379;7.715
30/11/2014 03:01;41973.1;334.126;27.7727;5.67828;35.5454;4.38515;97.236;7.846
30/11/2014 06:01;41973.2;334.251;27.6784;5.6732;35.5811;4.30096;95.2408;7.848
30/11/2014 09:01;41973.4;334.376;27.692;5.65539;35.4448;4.22596;93.5296;7.837
30/11/2014 12:01;41973.5;334.501;27.7259;5.66921;35.5168;4.6833;103.751;7.882
30/11/2014 15:01;41973.6;334.626;27.4983;5.62469;35.3741;4.73721;104.47;7.845
30/11/2014 18:01;41973.8;334.751;27.2447;5.63395;35.6327;4.63542;101.947;7.857
30/11/2014 21:01;41973.9;334.876;27.629;5.65067;35.4591;4.44606;98.3072;7.804
01/12/2014 00:01;41974;335.001;27.8624;5.65017;35.2796;4.06034;90.0321;7.839
01/12/2014 03:01;41974.1;335.126;27.2251;5.60644;35.4515;3.42401;75.2036;7.786
01/12/2014 06:01;41974.2;335.251;26.8389;5.57555;35.5256;3.05615;66.7244;7.784
01/12/2014 09:01;41974.4;335.376;26.9569;5.5942;35.5689;3.45168;75.526;7.785
01/12/2014 12:01;41974.5;335.501;28.169;5.72452;35.5712;4.92538;109.941;7.795
01/12/2014 15:01;41974.6;335.626;29.2712;5.84817;35.6043;5.94247;135.057;7.796
01/12/2014 18:01;41974.8;335.751;29.3646;5.853;35.5681;5.76576;131.212;7.773
01/12/2014 21:01;41974.9;335.876;28.7764;5.78749;35.5543;4.74609;106.979;7.737
02/12/2014 00:01;41975;336.001;28.129;5.7233;35.5928;4.05811;90.534;7.737
02/12/2014 03:01;41975.1;336.126;27.7968;5.68816;35.5969;3.61642;80.2451;7.684
02/12/2014 06:01;41975.2;336.251;27.5016;5.65815;35.6088;3.15791;69.7373;7.653
02/12/2014 09:01;41975.4;336.376;27.4423;5.65806;35.6534;3.19742;70.5586;7.658
02/12/2014 12:01;41975.5;336.501;28.0386;5.7202;35.6394;4.44231;98.9849;7.72
02/12/2014 15:01;41975.6;336.626;28.8941;5.81035;35.6246;5.43525;122.794;7.673
02/12/2014 18:01;41975.8;336.751;29.5654;5.88488;35.6376;6.14502;140.348;7.593
02/12/2014 21:01;41975.9;336.876;29.3611;5.8614;35.6283;5.38523;122.586;7.539
03/12/2014 00:01;41976;337.001;28.7305;5.79315;35.6278;4.2789;96.4161;7.512
03/12/2014 03:01;41976.1;337.126;28.0686;5.72426;35.6452;3.53182;78.7381;7.501
03/12/2014 06:01;41976.2;337.251;27.7665;5.69063;35.6373;3.18709;70.6996;7.491
03/12/2014 09:01;41976.4;337.376;27.5644;5.67048;35.6484;3.23295;71.4839;7.51
03/12/2014 12:01;41976.5;337.501;28.0426;5.70519;35.5309;4.3442;96.7464;7.557
03/12/2014 15:01;41976.6;337.626;28.6246;5.76545;35.5148;5.35898;120.471;7.64
03/12/2014 18:01;41976.8;337.751;28.9503;5.80825;35.5681;5.79838;131.076;7.603
03/12/2014 21:01;41976.9;337.876;28.6246;5.77839;35.6047;4.89723;110.146;7.647
04/12/2014 00:01;41977;338.001;28.0849;5.72044;35.6061;3.84695;85.7678;7.647
04/12/2014 03:01;41977.1;338.126;27.9279;5.7047;35.6141;3.67369;81.6988;7.662
04/12/2014 06:01;41977.2;338.251;27.8086;5.69288;35.6212;3.52953;78.3428;7.65
04/12/2014 09:01;41977.4;338.376;28.2024;5.7319;35.5978;4.05198;90.5079;7.685
04/12/2014 12:01;41977.5;338.501;29.0058;5.82044;35.6109;5.24311;118.658;7.745
04/12/2014 15:01;41977.6;338.626;29.0611;5.82895;35.6284;5.36616;121.563;7.776
04/12/2014 18:01;41977.8;338.751;28.8949;5.8133;35.6444;5.18552;117.167;7.753
04/12/2014 21:01;41977.9;338.876;28.4536;5.76578;35.6453;4.1931;94.0686;7.694
05/12/2014 00:01;41978;339.001;28.1624;5.73354;35.6394;3.79508;84.7342;7.664
05/12/2014 03:01;41978.1;339.126;28.071;5.7236;35.6388;3.70445;82.5869;7.644
05/12/2014 06:01;41978.2;339.251;27.923;5.70779;35.6396;3.51472;78.1683;7.633
05/12/2014 09:01;41978.4;339.376;28.1135;5.72926;35.6463;3.89892;86.9866;7.656
05/12/2014 12:01;41978.5;339.501;28.7693;5.7937;35.6026;5.02121;113.198;7.705
05/12/2014 15:01;41978.6;339.626;28.9163;5.80956;35.6025;5.24005;118.412;7.767
05/12/2014 18:01;41978.8;339.751;28.899;5.80601;35.5909;5.25732;118.762;7.673
05/12/2014 21:01;41978.9;339.876;28.6717;5.77903;35.5739;4.64389;104.509;7.611
06/12/2014 00:01;41979;340.001;28.3102;5.74346;35.5974;3.8154;85.3731;7.581
06/12/2014 03:01;41979.1;340.126;28.0889;5.7227;35.6189;3.60905;80.4747;7.569
06/12/2014 06:01;41979.2;340.251;27.9992;5.70847;35.5867;3.42893;76.3329;7.546
06/12/2014 09:01;41979.4;340.376;28.082;5.72379;35.6318;3.75919;83.8191;7.584
06/12/2014 12:01;41979.5;340.501;28.8813;5.80876;35.6231;5.10415;115.289;7.673
06/12/2014 15:01;41979.6;340.626;29.3713;5.86348;35.635;5.51802;125.634;7.663
06/12/2014 18:01;41979.8;340.751;29.5108;5.87983;35.6435;5.50695;125.669;7.589
06/12/2014 21:01;41979.9;340.876;28.8689;5.81384;35.6676;4.71536;106.513;7.554
07/12/2014 00:01;41980;341.001;28.3194;5.75136;35.6457;3.79361;84.9211;7.534
07/12/2014 03:01;41980.1;341.126;28.3072;5.74919;35.6397;3.65084;81.7063;7.529
07/12/2014 06:01;41980.2;341.251;28.1493;5.73332;35.6478;3.41288;76.188;7.505
07/12/2014 09:01;41980.4;341.376;28.1831;5.73956;35.6659;3.63762;81.2579;7.535
07/12/2014 12:01;41980.5;341.501;28.9906;5.82504;35.654;5.02944;113.822;7.613
07/12/2014 15:01;41980.6;341.626;29.635;5.89535;35.6575;5.55653;127.063;7.616
07/12/2014 18:01;41980.8;341.751;29.0981;5.83913;35.671;5.06393;114.812;7.559
07/12/2014 21:01;41980.9;341.876;28.6983;5.79784;35.6846;4.32483;97.4309;7.463
08/12/2014 00:01;41981;342.001;28.4251;5.76678;35.6738;3.68279;82.595;7.459
08/12/2014 03:01;41981.1;342.126;28.2702;5.74758;35.6564;3.36171;75.1972;7.463
08/12/2014 06:01;41981.2;342.251;27.9864;5.56421;34.5843;3.6581;80.9625;7.468
08/12/2014 09:01;41981.4;342.376;27.9422;5.55941;34.5831;3.73281;82.5556;7.461
08/12/2014 12:01;41981.5;342.501;28.2343;5.65095;35.0079;4.85903;108.234;7.538
08/12/2014 15:01;41981.6;342.626;28.4613;5.69106;35.1192;5.27576;118.025;7.631
08/12/2014 18:01;41981.8;342.751;28.5052;5.71797;35.2738;5.15768;115.566;7.594
08/12/2014 21:01;41981.9;342.876;28.2782;5.714;35.4155;4.44154;99.2312;7.561
09/12/2014 00:01;41982;343.001;28.0371;5.6967;35.4755;3.83159;85.2963;7.529
09/12/2014 03:01;41982.1;343.126;27.8327;5.67152;35.4524;3.41122;75.6751;7.521
09/12/2014 06:01;41982.2;343.251;27.7326;5.6674;35.4989;3.04301;67.4137;7.478
09/12/2014 09:01;41982.4;343.376;27.7278;5.65479;35.4135;3.20913;71.0543;7.467
09/12/2014 12:01;41982.5;343.501;27.7688;5.64357;35.3035;3.50139;77.5296;7.462
09/12/2014 15:01;41982.6;343.626;27.9117;5.61174;34.9727;4.54923;100.781;7.56
09/12/2014 18:01;41982.8;343.751;28.2803;5.65372;34.9931;5.25161;117.057;7.518
09/12/2014 21:01;41982.9;343.876;28.2693;5.66525;35.0817;4.90452;109.355;7.55
10/12/2014 00:01;41983;344.001;28.1735;5.67496;35.2209;4.55121;101.397;7.512
10/12/2014 03:01;41983.1;344.126;27.868;5.62975;35.1318;3.47918;77.0891;7.47
10/12/2014 06:01;41983.2;344.251;27.6679;5.60875;35.1335;3.09984;68.4596;7.46
10/12/2014 09:01;41983.4;344.376;27.6927;5.621;35.2014;3.47386;76.7803;7.551
10/12/2014 12:01;41983.5;344.501;28.502;5.73621;35.403;5.08525;114.019;7.727
10/12/2014 15:01;41983.6;344.626;28.5436;5.76155;35.5483;4.93051;110.714;7.809
10/12/2014 18:01;41983.8;344.751;28.3136;5.73815;35.5578;4.51561;101.024;7.797
10/12/2014 21:01;41983.9;344.876;28.1703;5.72493;35.5731;4.24657;94.7917;7.787
11/12/2014 00:01;41984;345.001;28.169;5.72534;35.5769;4.16112;92.8845;7.762
11/12/2014 03:01;41984.1;345.126;28.1882;5.73235;35.6116;4.20616;93.9372;7.768
11/12/2014 06:01;41984.2;345.251;28.0286;5.71533;35.6127;4.12766;91.9451;7.765
11/12/2014 09:01;41984.4;345.376;28.2617;5.7415;35.6202;4.51073;100.865;7.79
11/12/2014 12:01;41984.5;345.501;28.4478;5.75709;35.5891;4.77675;107.119;7.821
11/12/2014 15:01;41984.6;345.626;28.6781;5.78122;35.5842;4.92609;110.878;7.822
11/12/2014 18:01;41984.8;345.751;28.4265;5.75434;35.5859;4.45325;99.8278;7.791
11/12/2014 21:01;41984.9;345.876;28.3045;5.74258;35.5956;4.02158;89.9774;7.764
12/12/2014 00:01;41985;346.001;28.2423;5.73449;35.5858;3.95164;88.3181;7.761
12/12/2014 03:01;41985.1;346.126;28.2451;5.73941;35.6181;3.92509;87.7446;7.754
12/12/2014 06:01;41985.2;346.251;28.1528;5.73346;35.6461;3.91525;87.4068;7.746
12/12/2014 09:01;41985.4;346.376;28.5545;5.77887;35.6607;4.58436;103.024;7.787
12/12/2014 12:01;41985.5;346.501;28.5673;5.76195;35.5333;4.7332;106.315;7.815
12/12/2014 15:01;41985.6;346.626;29.0796;5.83252;35.6392;5.06065;114.684;7.837
12/12/2014 18:01;41985.8;346.751;28.7279;5.799;35.6704;4.67481;105.358;7.809
12/12/2014 21:01;41985.9;346.876;28.3146;5.76216;35.7248;4.12223;92.3109;7.772
13/12/2014 00:01;41986;347.001;28.2166;5.74784;35.6987;3.80803;85.1266;7.749
13/12/2014 03:01;41986.1;347.126;28.1737;5.74365;35.7018;3.76233;84.0475;7.74
13/12/2014 06:01;41986.2;347.251;28.1297;5.73651;35.685;3.62562;80.9278;7.723
13/12/2014 09:01;41986.4;347.376;28.3127;5.75738;35.6928;4.14725;92.8519;7.764
13/12/2014 12:01;41986.5;347.501;28.8735;5.82022;35.7083;5.08952;114.999;7.808
13/12/2014 15:01;41986.6;347.626;29.1173;5.84213;35.6774;5.20335;118.014;7.8
13/12/2014 18:01;41986.8;347.751;28.8424;5.81398;35.6884;4.82135;108.873;7.749
13/12/2014 21:01;41986.9;347.876;28.5174;5.77884;35.6884;4.306;96.7249;7.677
14/12/2014 00:01;41987;348.001;28.2504;5.74869;35.6791;3.80229;85.0356;7.645
14/12/2014 03:01;41987.1;348.126;28.0784;5.72932;35.6733;3.40753;75.9914;7.583
14/12/2014 06:01;41987.2;348.251;27.9055;5.70488;35.6324;3.3107;73.6068;7.558
14/12/2014 09:01;41987.4;348.376;28.099;5.72254;35.6101;3.90691;87.1265;7.602
14/12/2014 12:01;41987.5;348.501;28.5176;5.76921;35.6211;4.75299;106.726;7.645
14/12/2014 15:01;41987.6;348.626;29.0277;5.82653;35.6366;5.54847;125.631;7.599
14/12/2014 18:01;41987.8;348.751;28.5657;5.77709;35.6398;5.04592;113.404;7.542
14/12/2014 21:01;41987.9;348.876;27.8603;5.70374;35.6586;4.22274;93.8287;7.477
15/12/2014 00:01;41988;349.001;27.6285;5.67938;35.6626;3.88045;85.8981;7.433
15/12/2014 03:01;41988.1;349.126;27.3125;5.63665;35.6002;3.57314;78.658;7.372
15/12/2014 06:01;41988.2;349.251;27.3907;5.65199;35.6496;3.57569;78.8374;7.323
15/12/2014 09:01;41988.4;349.376;27.7415;5.68212;35.5961;4.12068;91.351;7.337
15/12/2014 12:01;41988.5;349.501;28.0941;5.71341;35.5498;5.00598;111.59;7.38
15/12/2014 15:01;41988.6;349.626;28.7839;5.78922;35.5606;5.53539;124.79;7.294
15/12/2014 18:01;41988.8;349.751;28.5989;5.76818;35.553;5.0912;114.428;7.141
