Date;Date (PC1900);Time, Instrument (julian days);Temperature (ITS-90, deg C);Conductivity (S/m);Salinity, Practical (PSU);Oxygen, SBE43 (mL/L);Oxygen, SBE43 (% saturation);pH
24/12/2009 22:01;40171.9;358.917;27.9103;5.78492;36.2091;2.57689;57.4817;8.336
24/12/2009 23:01;40172;358.959;27.6233;5.75318;36.206;2.82166;62.6457;8.338
25/12/2009 00:01;40172;359.001;26.964;5.69145;36.2778;2.7123;59.5919;8.343
25/12/2009 01:01;40172;359.042;26.8148;5.67544;36.2793;3.06521;67.1805;8.345
25/12/2009 02:01;40172.1;359.084;26.8096;5.67539;36.283;2.80788;61.5364;8.345
25/12/2009 03:01;40172.1;359.126;25.9749;5.59025;36.3228;3.07127;66.3951;8.336
25/12/2009 04:01;40172.2;359.167;26.4439;5.63908;36.3078;2.99038;65.1487;8.341
25/12/2009 05:01;40172.2;359.209;26.8286;5.67532;36.2676;2.69669;59.113;8.338
25/12/2009 06:01;40172.2;359.251;26.3684;5.63;36.3014;2.95664;64.3303;8.342
25/12/2009 07:01;40172.3;359.292;26.0041;5.59238;36.3153;2.95704;63.954;8.34
25/12/2009 08:01;40172.3;359.334;26.5647;5.64814;36.2784;3.18319;69.477;8.345
25/12/2009 09:01;40172.4;359.376;26.1626;5.61052;36.3222;3.11967;67.6529;8.341
25/12/2009 10:01;40172.4;359.417;26.195;5.61219;36.3087;2.78979;60.5274;8.345
25/12/2009 11:01;40172.5;359.459;26.3275;5.62624;36.3063;2.89556;62.9602;8.352
25/12/2009 12:01;40172.5;359.501;26.1383;5.60641;36.3114;2.90157;62.894;8.347
25/12/2009 13:01;40172.5;359.542;26.1575;5.6092;36.3166;3.03742;65.8615;8.342
25/12/2009 14:01;40172.6;359.584;26.4451;5.6385;36.3026;3.08263;67.1579;8.345
25/12/2009 15:01;40172.6;359.626;26.463;5.63934;36.2946;2.9627;64.5613;8.343
25/12/2009 16:01;40172.7;359.667;26.3113;5.62333;36.2979;2.98896;64.9706;8.341
25/12/2009 17:01;40172.7;359.709;26.2661;5.6196;36.3065;2.92232;63.4773;8.337
25/12/2009 18:01;40172.8;359.751;26.2132;5.61404;36.3078;2.98393;64.7587;8.339
25/12/2009 19:01;40172.8;359.792;26.9038;5.68452;36.275;2.95247;64.8032;8.339
25/12/2009 20:01;40172.8;359.834;26.7094;5.66427;36.2814;2.49362;54.558;8.34
25/12/2009 21:01;40172.9;359.876;26.8162;5.67322;36.2622;2.76927;60.6899;8.339
25/12/2009 22:01;40172.9;359.917;27.0188;5.69296;36.2457;2.96131;65.1102;8.342
25/12/2009 23:01;40173;359.959;26.8681;5.6778;36.2545;3.11443;68.3098;8.342
26/12/2009 00:01;40173;360.001;26.9818;5.69013;36.2543;2.9911;65.7282;8.341
26/12/2009 01:01;40173;360.042;27.1066;5.70288;36.2484;2.93795;64.6912;8.346
26/12/2009 02:01;40173.1;360.084;27.0615;5.70267;36.2822;2.67444;58.8562;8.341
26/12/2009 03:01;40173.1;360.126;27.2182;5.71443;36.2442;2.64522;58.3514;8.342
26/12/2009 04:01;40173.2;360.167;27.6181;5.75167;36.1992;2.9174;64.7634;8.343
26/12/2009 05:01;40173.2;360.209;27.309;5.72185;36.2265;2.75339;60.8223;8.347
26/12/2009 06:01;40173.2;360.251;27.4226;5.73605;36.2396;2.82699;62.5695;8.345
26/12/2009 07:01;40173.3;360.292;27.6093;5.74784;36.1788;2.49535;55.3799;8.341
26/12/2009 08:01;40173.3;360.334;27.0814;5.70122;36.2561;2.86787;63.1246;8.351
26/12/2009 09:01;40173.4;360.376;27.3302;5.72374;36.2235;3.05118;67.4229;8.351
26/12/2009 10:01;40173.4;360.417;27.3023;5.7129;36.1678;2.84861;62.8979;8.368
26/12/2009 11:01;40173.5;360.459;26.7855;5.6813;36.3446;2.82339;61.873;8.377
26/12/2009 12:01;40173.5;360.501;26.936;5.69465;36.3227;2.87892;63.2394;8.377
26/12/2009 13:01;40173.5;360.542;27.7326;5.77026;36.2425;2.57871;57.3662;8.377
26/12/2009 14:01;40173.6;360.584;27.4666;5.73619;36.2065;2.69503;59.6809;8.371
26/12/2009 15:01;40173.6;360.626;27.9599;5.78349;36.1608;2.84845;63.5737;8.364
26/12/2009 16:01;40173.7;360.667;26.633;5.65898;36.3031;3.7842;82.7001;8.355
26/12/2009 17:01;40173.7;360.709;28.2451;5.81226;36.1444;3.00924;67.4688;8.35
26/12/2009 18:01;40173.8;360.751;28.3846;5.83659;36.2081;2.63406;59.2122;8.343
26/12/2009 19:01;40173.8;360.792;26.1066;5.61117;36.3714;2.69156;58.3306;8.342
26/12/2009 20:01;40173.8;360.834;26.1442;5.60795;36.318;3.23177;70.0607;8.345
26/12/2009 21:01;40173.9;360.876;28.2848;5.82165;36.1799;2.60676;58.4945;8.342
26/12/2009 22:01;40173.9;360.917;27.4137;5.74086;36.2808;2.67664;59.2468;8.352
26/12/2009 23:01;40174;360.959;26.4901;5.64408;36.3077;2.76132;60.2044;8.348
27/12/2009 00:01;40174;361.001;26.6269;5.66728;36.3681;2.64324;57.7807;8.35
27/12/2009 01:01;40174;361.042;26.5191;5.6636;36.4264;2.57542;56.2162;8.349
27/12/2009 02:01;40174.1;361.084;26.0494;5.60837;36.3963;2.88135;62.3928;8.345
27/12/2009 03:01;40174.1;361.126;26.1386;5.60585;36.3071;2.82191;61.166;8.35
27/12/2009 04:01;40174.2;361.167;25.793;5.57443;36.3514;2.63379;56.7734;8.337
27/12/2009 05:01;40174.2;361.209;26.7913;5.68355;36.3562;2.38879;52.3576;8.344
27/12/2009 06:01;40174.2;361.251;26.6344;5.67087;36.3881;2.34145;51.196;8.347
27/12/2009 07:01;40174.3;361.292;26.6728;5.66259;36.2979;2.97444;65.0446;8.351
27/12/2009 08:01;40174.3;361.334;26.886;5.68212;36.2717;2.97669;65.3143;8.359
27/12/2009 09:01;40174.4;361.376;26.8167;5.67514;36.2756;2.53845;55.636;8.37
27/12/2009 10:01;40174.4;361.417;26.6432;5.6568;36.2793;3.12376;68.2691;8.368
27/12/2009 11:01;40174.5;361.459;27.0481;5.69813;36.26;3.21888;70.8134;8.374
27/12/2009 12:01;40174.5;361.501;27.1225;5.70576;36.2566;3.11856;68.6892;8.373
27/12/2009 13:01;40174.5;361.542;27.1828;5.71228;36.2563;2.5209;55.5804;8.381
27/12/2009 14:01;40174.6;361.584;26.6427;5.63717;36.1377;2.36063;51.5495;8.375
27/12/2009 15:01;40174.6;361.626;26.1624;5.60735;36.2992;2.99419;64.9232;8.357
27/12/2009 16:01;40174.7;361.667;26.8287;5.67845;36.2901;2.57182;56.3832;8.353
27/12/2009 17:01;40174.7;361.709;26.3439;5.62716;36.3;2.05883;44.7772;8.355
27/12/2009 18:01;40174.8;361.751;27.2068;5.71396;36.2496;2.35341;51.9062;8.352
27/12/2009 19:01;40174.8;361.792;27.2202;5.71491;36.246;2.5713;56.7231;8.351
27/12/2009 20:01;40174.8;361.834;27.277;5.72108;36.2459;2.53706;56.0203;8.35
27/12/2009 21:01;40174.9;361.876;27.3509;5.72841;36.2408;2.27424;50.2766;8.35
27/12/2009 22:01;40174.9;361.917;27.2963;5.72221;36.239;2.13135;47.075;8.351
27/12/2009 23:01;40175;361.959;28.2884;5.81959;36.1627;2.41898;54.2786;8.344
28/12/2009 00:01;40175;362.001;28.2899;5.81949;36.1609;2.34416;52.6006;8.346
28/12/2009 01:01;40175;362.042;27.8192;5.77272;36.1931;2.37687;52.9362;8.348
28/12/2009 02:01;40175.1;362.084;27.3807;5.72708;36.2081;2.53044;55.9575;8.352
28/12/2009 03:01;40175.1;362.126;27.6002;5.74728;36.1819;2.95307;65.5296;8.359
28/12/2009 04:01;40175.2;362.167;27.5357;5.75306;36.2729;2.66804;59.1723;8.356
28/12/2009 05:01;40175.2;362.209;27.2168;5.69641;36.1164;2.64095;58.2141;8.358
28/12/2009 06:01;40175.2;362.251;28.1411;5.8056;36.1774;2.31313;51.7835;8.354
28/12/2009 07:01;40175.3;362.292;27.9184;5.78006;36.1685;2.34136;52.2229;8.359
28/12/2009 08:01;40175.3;362.334;27.9637;5.78828;36.1917;2.52557;56.3807;8.361
28/12/2009 09:01;40175.4;362.376;27.7834;5.77081;36.2072;2.31284;51.4842;8.368
28/12/2009 10:01;40175.4;362.417;27.609;5.75409;36.2235;2.54944;56.5943;8.373
28/12/2009 11:01;40175.5;362.459;26.523;5.64273;36.2719;2.58999;56.4884;8.384
28/12/2009 12:01;40175.5;362.501;27.1299;5.70113;36.2177;2.57591;56.7313;8.373
28/12/2009 13:01;40175.5;362.542;26.652;5.65635;36.2692;2.48222;54.2533;8.386
28/12/2009 14:01;40175.6;362.584;26.2999;5.62225;36.2991;2.66773;57.9773;8.364
28/12/2009 15:01;40175.6;362.626;26.4498;5.63579;36.2793;2.52634;55.0356;8.366
28/12/2009 16:01;40175.7;362.667;26.4146;5.6345;36.2976;2.49119;54.2437;8.366
28/12/2009 17:01;40175.7;362.709;26.3819;5.63067;36.2956;2.58284;56.208;8.36
28/12/2009 18:01;40175.8;362.751;26.4386;5.63406;36.2755;2.81466;61.3039;8.358
28/12/2009 19:01;40175.8;362.792;26.9399;5.68594;36.2569;3.16161;69.4281;8.361
28/12/2009 20:01;40175.8;362.834;26.5456;5.65809;36.3655;2.30727;50.3678;8.353
28/12/2009 21:01;40175.9;362.876;25.4198;5.52332;36.2722;3.12926;67.0014;8.348
28/12/2009 22:01;40175.9;362.917;26.7031;5.66253;36.2737;2.96823;64.9324;8.357
28/12/2009 23:01;40176;362.959;27.3789;5.72318;36.1818;2.76959;61.2352;8.36
29/12/2009 00:01;40176;363.001;27.5638;5.7498;36.228;3.53699;78.4604;8.358
29/12/2009 01:01;40176;363.042;26.859;5.67784;36.262;2.3407;51.3338;8.353
29/12/2009 02:01;40176.1;363.084;26.435;5.63494;36.2848;2.6151;56.9568;8.356
29/12/2009 03:01;40176.1;363.126;25.8286;5.57016;36.2916;2.66929;57.5535;8.354
29/12/2009 04:01;40176.2;363.167;25.7184;5.5566;36.2796;2.66965;57.4509;8.352
29/12/2009 05:01;40176.2;363.209;26.152;5.60452;36.2867;2.60391;56.4468;8.356
29/12/2009 06:01;40176.2;363.251;26.3996;5.62643;36.2508;2.84958;62.0154;8.357
29/12/2009 07:01;40176.3;363.292;27.0161;5.69285;36.2471;3.03412;66.7085;8.362
29/12/2009 08:01;40176.3;363.334;26.9737;5.69082;36.2656;2.77526;60.9808;8.362
29/12/2009 09:01;40176.4;363.376;27.3362;5.72578;36.2335;2.53566;56.04;8.361
29/12/2009 10:01;40176.4;363.417;26.6897;5.66199;36.2804;2.60987;57.0826;8.363
29/12/2009 11:01;40176.5;363.459;26.5503;5.64738;36.2842;2.43587;53.1549;8.361
29/12/2009 12:01;40176.5;363.501;27.0778;5.6957;36.2193;2.61122;57.4601;8.365
29/12/2009 13:01;40176.5;363.542;28.2056;5.81206;36.1733;2.47295;55.4182;8.358
29/12/2009 14:01;40176.6;363.584;26.7708;5.66753;36.2567;2.46811;54.0474;8.359
29/12/2009 15:01;40176.6;363.626;27.1497;5.70807;36.252;2.38131;52.4728;8.367
29/12/2009 16:01;40176.7;363.667;27.1829;5.7117;36.2521;2.46034;54.244;8.362
29/12/2009 17:01;40176.7;363.709;27.2904;5.72215;36.2432;2.34898;51.8779;8.359
29/12/2009 18:01;40176.8;363.751;27.8839;5.77905;36.188;2.48298;55.3563;8.357
29/12/2009 19:01;40176.8;363.792;28.0716;5.79701;36.1703;2.53239;56.6255;8.357
29/12/2009 20:01;40176.8;363.834;27.4901;5.74294;36.2363;2.3432;51.9183;8.359
29/12/2009 21:01;40176.9;363.876;27.9406;5.78475;36.1845;2.7434;61.2179;8.357
29/12/2009 22:01;40176.9;363.917;27.9204;5.78444;36.1979;2.41078;53.7818;8.356
29/12/2009 23:01;40177;363.959;27.6501;5.7581;36.2201;2.62372;58.2814;8.357
30/12/2009 00:01;40177;364.001;27.8719;5.77994;36.2035;2.9133;64.9432;8.361
30/12/2009 01:01;40177;364.042;28.0028;5.79311;36.1956;2.36262;52.7778;8.358
30/12/2009 02:01;40177.1;364.084;27.8934;5.77969;36.1851;2.41268;53.7966;8.364
30/12/2009 03:01;40177.1;364.126;27.6968;5.76262;36.2161;2.5696;57.1216;8.36
30/12/2009 04:01;40177.2;364.167;26.6178;5.65336;36.2744;2.70524;59.0959;8.365
30/12/2009 05:01;40177.2;364.209;26.8582;5.67784;36.2626;2.52256;55.3215;8.365
30/12/2009 06:01;40177.2;364.251;26.2637;5.61602;36.2823;2.74474;59.6094;8.367
30/12/2009 07:01;40177.3;364.292;26.0369;5.59426;36.3029;2.48711;53.8163;8.364
30/12/2009 08:01;40177.3;364.334;26.8198;5.67524;36.2739;2.35366;51.5881;8.366
30/12/2009 09:01;40177.4;364.376;26.6055;5.64826;36.2472;2.83318;61.8686;8.378
30/12/2009 10:01;40177.4;364.417;27.187;5.70023;36.1668;2.79746;61.6511;8.382
30/12/2009 11:01;40177.5;364.459;27.1016;5.69912;36.2253;2.64377;58.2013;8.382
30/12/2009 12:01;40177.5;364.501;26.1713;5.60683;36.2884;2.42815;52.6544;8.376
30/12/2009 13:01;40177.5;364.542;25.8728;5.57522;36.2937;2.45725;53.0215;8.371
30/12/2009 14:01;40177.6;364.584;26.3254;5.62369;36.2894;2.57108;55.8974;8.366
30/12/2009 15:01;40177.6;364.626;26.0105;5.59055;36.2968;2.66702;57.6818;8.374
30/12/2009 16:01;40177.7;364.667;25.7873;5.58098;36.4041;2.60097;56.0773;8.356
30/12/2009 17:01;40177.7;364.709;25.7722;5.56212;36.2774;2.87976;62.0278;8.359
30/12/2009 18:01;40177.8;364.751;25.789;5.56559;36.2896;2.66998;57.5295;8.357
30/12/2009 19:01;40177.8;364.792;25.6862;5.55541;36.2965;2.75998;59.3684;8.356
30/12/2009 20:01;40177.8;364.834;27.4146;5.73513;36.2393;2.69743;59.6939;8.365
30/12/2009 21:01;40177.9;364.876;27.0291;5.70219;36.3039;2.73872;60.2461;8.361
30/12/2009 22:01;40177.9;364.917;27.0643;5.69807;36.2469;2.34679;51.6378;8.364
30/12/2009 23:01;40178;364.959;26.9938;5.6906;36.2483;3.12552;68.6932;8.365
31/12/2009 00:01;40178;365.001;26.7275;5.6629;36.2572;2.72158;59.5553;8.367
31/12/2009 01:01;40178;365.042;27.1545;5.69475;36.1528;2.7529;60.6318;8.367
31/12/2009 02:01;40178.1;365.084;27.3673;5.72776;36.2234;2.46283;54.4551;8.359
31/12/2009 03:01;40178.1;365.126;26.7262;5.6629;36.2582;2.82034;61.7156;8.363
31/12/2009 04:01;40178.2;365.167;27.1121;5.70091;36.23;2.57651;56.7317;8.366
31/12/2009 05:01;40178.2;365.209;27.4113;5.73289;36.2259;2.52554;55.8828;8.365
31/12/2009 06:01;40178.2;365.251;26.5328;5.63846;36.2333;2.86542;62.4924;8.362
31/12/2009 07:01;40178.3;365.292;26.9296;5.68444;36.2542;2.61051;57.3154;8.371
31/12/2009 08:01;40178.3;365.334;27.4305;5.73749;36.2437;2.9396;65.0718;8.378
31/12/2009 09:01;40178.4;365.376;27.4272;5.73451;36.225;2.79695;61.9043;8.384
31/12/2009 10:01;40178.4;365.417;27.6788;5.75536;36.1785;2.6524;58.9323;8.378
31/12/2009 11:01;40178.5;365.459;27.2568;5.71753;36.2362;2.95626;65.2512;8.386
31/12/2009 12:01;40178.5;365.501;27.473;5.74315;36.2511;2.58815;57.3343;8.392
31/12/2009 13:01;40178.5;365.542;28.0893;5.80008;36.1783;2.96132;66.2387;8.377
31/12/2009 14:01;40178.6;365.584;28.1329;5.8052;36.1809;2.88411;64.5585;8.385
31/12/2009 15:01;40178.6;365.626;28.1928;5.81115;36.1768;3.05194;68.3802;8.381
31/12/2009 16:01;40178.7;365.667;26.9013;5.68399;36.2732;2.94532;64.6429;8.375
31/12/2009 17:01;40178.7;365.709;26.6487;5.66526;36.3362;2.74099;59.9285;8.381
31/12/2009 18:01;40178.8;365.751;26.2667;5.61684;36.2859;2.71243;58.9118;8.374
31/12/2009 19:01;40178.8;365.792;26.6944;5.66959;36.3316;2.46388;53.9094;8.375
31/12/2009 20:01;40178.8;365.834;27.3222;5.71864;36.1933;2.61134;57.6863;8.373
31/12/2009 21:01;40178.9;365.876;26.5835;5.64842;36.2656;2.91618;63.6646;8.371
31/12/2009 22:01;40178.9;365.917;27.3307;5.72034;36.1988;2.37795;52.5395;8.372
31/12/2009 23:01;40179;365.959;26.8589;5.6751;36.2423;2.65195;58.1532;8.373
01/01/2010 00:01;40179;366.001;26.9167;5.6832;36.2554;2.43819;53.5208;8.373
01/01/2010 01:01;40179;366.042;26.8696;5.67812;36.2557;2.33826;51.2875;8.37
01/01/2010 02:01;40179.1;366.084;27.2213;5.71129;36.2192;2.46614;54.3961;8.374
01/01/2010 03:01;40179.1;366.126;26.747;5.66674;36.2696;2.68105;58.6917;8.37
01/01/2010 04:01;40179.2;366.167;27.335;5.72485;36.2277;2.95945;65.4025;8.375
01/01/2010 05:01;40179.2;366.209;26.4034;5.6286;36.2636;2.65564;57.8024;8.369
01/01/2010 06:01;40179.2;366.251;26.318;5.62267;36.2878;2.5667;55.7949;8.374
01/01/2010 07:01;40179.3;366.292;25.4648;5.52634;36.2585;2.52818;54.1685;8.367
01/01/2010 08:01;40179.3;366.334;26.1027;5.59554;36.2602;2.50289;54.2042;8.382
01/01/2010 09:01;40179.4;366.376;26.3938;5.62806;36.2673;2.58057;56.1608;8.383
01/01/2010 10:01;40179.4;366.417;26.9487;5.68558;36.2474;2.85021;62.5955;8.389
01/01/2010 11:01;40179.5;366.459;27.0949;5.70068;36.2417;2.63162;57.9328;8.378
01/01/2010 12:01;40179.5;366.501;26.9823;5.68932;36.2481;2.75948;60.6367;8.376
01/01/2010 13:01;40179.5;366.542;27.255;5.71674;36.232;2.398;52.9264;8.374
01/01/2010 14:01;40179.6;366.584;27.2668;5.71767;36.2295;2.85132;62.943;8.377
01/01/2010 15:01;40179.6;366.626;27.2895;5.71987;36.2275;2.6421;58.3456;8.382
01/01/2010 16:01;40179.7;366.667;27.1123;5.70078;36.2289;2.81515;61.9863;8.375
01/01/2010 17:01;40179.7;366.709;26.8566;5.67575;36.2487;2.47183;54.2034;8.38
01/01/2010 18:01;40179.8;366.751;26.7491;5.66682;36.2686;2.5274;55.3296;8.377
01/01/2010 19:01;40179.8;366.792;26.5085;5.64081;36.2695;2.4935;54.3702;8.377
01/01/2010 20:01;40179.8;366.834;26.1257;5.59967;36.2721;2.35909;51.1131;8.369
01/01/2010 21:01;40179.9;366.876;26.2329;5.6095;36.2591;2.80208;60.8154;8.376
01/01/2010 22:01;40179.9;366.917;27.9364;5.78494;36.1892;2.16986;48.4174;8.366
01/01/2010 23:01;40180;366.959;27.3679;5.73363;36.2648;2.55943;56.6047;8.368
02/01/2010 00:01;40180;367.001;26.9806;5.68836;36.2425;3.0004;65.9268;8.375
02/01/2010 01:01;40180;367.042;26.7241;5.66196;36.2531;2.76763;60.5584;8.378
02/01/2010 02:01;40180.1;367.084;27.4591;5.73121;36.1768;2.29752;50.8634;8.375
02/01/2010 03:01;40180.1;367.126;27.7632;5.76769;36.2007;2.26596;50.4221;8.377
02/01/2010 04:01;40180.2;367.167;27.4967;5.73976;36.2086;2.43632;53.979;8.371
02/01/2010 05:01;40180.2;367.209;27.7827;5.76651;36.1773;2.41848;53.826;8.379
02/01/2010 06:01;40180.2;367.251;26.818;5.6669;36.2152;2.63356;57.7021;8.377
02/01/2010 07:01;40180.3;367.292;26.4185;5.62953;36.2584;2.11393;46.0219;8.376
02/01/2010 08:01;40180.3;367.334;26.557;5.64659;36.2732;2.42912;53.0102;8.379
02/01/2010 09:01;40180.4;367.376;26.2309;5.61008;36.265;2.35338;51.0768;8.384
02/01/2010 10:01;40180.4;367.417;27.1127;5.70101;36.2303;2.47758;54.5542;8.386
02/01/2010 11:01;40180.5;367.459;26.7194;5.6574;36.2238;2.52562;55.2495;8.396
02/01/2010 12:01;40180.5;367.501;26.7291;5.66101;36.2423;2.11854;46.3566;8.391
02/01/2010 13:01;40180.5;367.542;27.591;5.72801;36.0521;2.23826;49.6242;8.384
02/01/2010 14:01;40180.6;367.584;27.6616;5.75812;36.2114;2.25981;50.2046;8.384
02/01/2010 15:01;40180.6;367.626;27.891;5.78141;36.1992;2.24301;50.0153;8.381
02/01/2010 16:01;40180.7;367.667;27.5776;5.74469;36.181;1.89365;42.0049;8.378
02/01/2010 17:01;40180.7;367.709;27.5547;5.74731;36.2173;2.0381;45.2013;8.374
02/01/2010 18:01;40180.8;367.751;26.492;5.63467;36.2379;2.19794;47.9039;8.375
02/01/2010 19:01;40180.8;367.792;26.6831;5.65974;36.2693;2.16918;47.4356;8.383
02/01/2010 20:01;40180.8;367.834;26.6411;5.65532;36.2703;2.69894;58.9797;8.381
02/01/2010 21:01;40180.9;367.876;26.741;5.66415;36.2557;2.2382;48.9883;8.377
02/01/2010 22:01;40180.9;367.917;26.3585;5.62666;36.2849;2.35085;51.1365;8.379
02/01/2010 23:01;40181;367.959;26.6277;5.65399;36.2712;2.27594;49.7252;8.379
03/01/2010 00:01;40181;368.001;26.951;5.68628;36.2507;2.14888;47.1957;8.382
03/01/2010 01:01;40181;368.042;27.2506;5.71532;36.2253;2.1833;48.1824;8.381
03/01/2010 02:01;40181.1;368.084;27.0952;5.70284;36.257;2.33535;51.4152;8.382
03/01/2010 03:01;40181.1;368.126;27.1985;5.71291;36.2486;2.18673;48.2229;8.381
03/01/2010 04:01;40181.2;368.167;27.3165;5.72262;36.2263;1.99426;44.0585;8.376
03/01/2010 05:01;40181.2;368.209;26.5531;5.64574;36.2701;2.25064;49.1113;8.379
03/01/2010 06:01;40181.2;368.251;26.6814;5.65993;36.2719;2.07873;45.4571;8.377
03/01/2010 07:01;40181.3;368.292;26.3277;5.62012;36.2616;2.128;46.259;8.377
03/01/2010 08:01;40181.3;368.334;26.4367;5.63398;36.2765;2.28774;49.826;8.39
03/01/2010 09:01;40181.4;368.376;26.3822;5.62756;36.2727;2.28974;49.8234;8.399
03/01/2010 10:01;40181.4;368.417;27.1011;5.70188;36.2455;2.35891;51.9358;8.409
03/01/2010 11:01;40181.5;368.459;27.7433;5.76599;36.204;2.421;53.8555;8.404
03/01/2010 12:01;40181.5;368.501;28.0685;5.79854;36.1834;2.23291;49.9303;8.383
03/01/2010 13:01;40181.5;368.542;27.2078;5.70678;36.1974;2.51466;55.4472;8.387
03/01/2010 14:01;40181.6;368.584;27.4938;5.74184;36.2256;2.55963;56.7138;8.39
03/01/2010 15:01;40181.6;368.626;27.3527;5.72708;36.2299;2.67584;59.1529;8.389
03/01/2010 16:01;40181.7;368.667;27.5695;5.74953;36.2216;2.41925;53.669;8.387
03/01/2010 17:01;40181.7;368.709;28.0065;5.79175;36.1832;2.35267;52.5549;8.387
03/01/2010 18:01;40181.8;368.751;27.6377;5.75702;36.222;2.77461;61.6213;8.386
03/01/2010 19:01;40181.8;368.792;26.9325;5.6941;36.3214;2.5947;56.9926;8.388
03/01/2010 20:01;40181.8;368.834;26.3546;5.62433;36.2711;2.7137;59.0208;8.388
03/01/2010 21:01;40181.9;368.876;26.24;5.61472;36.2915;2.84306;61.7235;8.385
03/01/2010 22:01;40181.9;368.917;26.1989;5.60715;36.2689;2.97395;64.5125;8.386
03/01/2010 23:01;40182;368.959;26.4466;5.6338;36.2673;2.62048;57.0794;8.385
04/01/2010 00:01;40182;369.001;27.4951;5.74183;36.2245;2.53352;56.1362;8.386
04/01/2010 01:01;40182;369.042;27.7372;5.76627;36.2107;2.52259;56.1119;8.385
04/01/2010 02:01;40182.1;369.084;28.7431;5.85808;36.0848;2.54616;57.5302;8.345
04/01/2010 03:01;40182.1;369.126;27.5393;5.74247;36.1948;2.79859;62.044;8.376
04/01/2010 04:01;40182.2;369.167;27.7364;5.76647;36.2128;2.82766;62.8976;8.381
04/01/2010 05:01;40182.2;369.209;27.2532;5.71771;36.2404;3.01593;66.5659;8.388
04/01/2010 06:01;40182.2;369.251;27.0564;5.69726;36.2472;3.00442;66.0997;8.391
04/01/2010 07:01;40182.3;369.292;27.3293;5.72067;36.2023;2.95242;65.2318;8.396
04/01/2010 08:01;40182.3;369.334;27.056;5.69771;36.2508;2.51329;55.2951;8.401
04/01/2010 09:01;40182.4;369.376;26.8238;5.67198;36.2473;2.6539;58.1639;8.402
04/01/2010 10:01;40182.4;369.417;26.8222;5.66629;36.2075;2.71166;59.4149;8.413
04/01/2010 11:01;40182.5;369.459;27.3852;5.73075;36.2309;3.15752;69.8386;8.406
04/01/2010 12:01;40182.5;369.501;26.1909;5.60559;36.2638;2.53466;54.9743;8.401
04/01/2010 13:01;40182.5;369.542;27.0117;5.6821;36.1733;2.6451;58.1271;8.413
04/01/2010 14:01;40182.6;369.584;28.4951;5.84195;36.1612;3.04349;68.5207;8.411
04/01/2010 15:01;40182.6;369.626;28.6658;5.85861;36.1473;2.48445;56.0852;8.393
04/01/2010 16:01;40182.7;369.667;27.8149;5.77967;36.2456;2.65175;59.0714;8.393
04/01/2010 17:01;40182.7;369.709;26.4561;5.63645;36.2791;2.74926;59.8979;8.395
04/01/2010 18:01;40182.8;369.751;26.5102;5.67128;36.4892;2.5976;56.7121;8.389
04/01/2010 19:01;40182.8;369.792;27.0657;5.69809;36.2459;2.59717;57.1481;8.393
04/01/2010 20:01;40182.8;369.834;26.371;5.62707;36.2781;2.56108;55.7188;8.392
04/01/2010 21:01;40182.9;369.876;26.2275;5.61236;36.2842;2.5758;55.9072;8.388
04/01/2010 22:01;40182.9;369.917;26.9056;5.6794;36.2367;2.96318;65.0261;8.395
04/01/2010 23:01;40183;369.959;27.8239;5.77452;36.2022;2.91441;64.9164;8.395
05/01/2010 00:01;40183;370.001;28.074;5.79993;36.189;2.76604;61.8591;8.39
05/01/2010 01:01;40183;370.042;28.0858;5.80098;36.1873;2.36826;52.9729;8.384
05/01/2010 02:01;40183.1;370.084;28.7058;5.86356;36.1513;2.71881;61.4169;8.38
05/01/2010 03:01;40183.1;370.126;28.2616;5.8211;36.1938;2.63592;59.131;8.387
05/01/2010 04:01;40183.2;370.167;27.9685;5.78669;36.1768;2.52701;56.4124;8.393
05/01/2010 05:01;40183.2;370.209;27.7567;5.76137;36.161;2.70125;60.0885;8.397
05/01/2010 06:01;40183.2;370.251;27.5989;5.75133;36.2117;2.7908;61.9379;8.394
05/01/2010 07:01;40183.3;370.292;26.8976;5.68393;36.2756;2.66813;58.5565;8.395
05/01/2010 08:01;40183.3;370.334;26.0297;5.58848;36.2664;2.5132;54.363;8.395
05/01/2010 09:01;40183.4;370.376;26.0817;5.60236;36.3267;2.58296;55.9397;8.402
05/01/2010 10:01;40183.4;370.417;26.1291;5.6025;36.2901;2.63201;57.0353;8.414
05/01/2010 11:01;40183.5;370.459;26.2172;5.612;36.2898;2.29136;49.7265;8.41
05/01/2010 12:01;40183.5;370.501;26.9187;5.68806;36.2888;2.5663;56.3455;8.411
05/01/2010 13:01;40183.5;370.542;27.5792;5.75211;36.2324;2.60981;57.909;8.409
05/01/2010 14:01;40183.6;370.584;27.48;5.73601;36.1947;2.86578;63.472;8.41
05/01/2010 15:01;40183.6;370.626;28.2459;5.81468;36.1608;2.74584;61.5698;8.402
05/01/2010 16:01;40183.7;370.667;27.5187;5.74198;36.2072;2.60504;57.7377;8.403
05/01/2010 17:01;40183.7;370.709;27.2063;5.71041;36.2247;2.56201;56.4986;8.401
05/01/2010 18:01;40183.8;370.751;27.0227;5.68582;36.1914;2.52714;55.5506;8.401
05/01/2010 19:01;40183.8;370.792;26.9815;5.6872;36.2335;2.82604;62.0933;8.398
