DateTime,phioc
1987-07-13,-3.4866689534414412
1987-07-14,-3.4793381341062073
1987-07-15,-3.3872075667849857
1987-07-16,-3.4070205920153547
1987-07-17,-2.9542929655013856
1987-07-18,-2.6047912004376528
1987-07-19,-3.5467024198894683
1987-07-20,-3.42604109623651
1987-07-21,-2.652144330738237
1987-07-22,-3.092191621104766
1987-07-23,-3.777524163823287
1987-07-24,-6.095648115776641
1987-07-25,-2.441928133044003
1987-07-26,-3.14806435225441
1987-07-27,-3.679251558680644
1987-07-28,-3.2604042053106093
1987-07-29,-2.83898115866063
1987-07-30,-4.364385971146859
1987-07-31,-7.3941937893751275
1987-08-01,-3.427229877750334
1987-08-02,-3.57622382748272
1987-08-03,-3.549872503926325
1987-08-04,-3.628530214090899
1987-08-05,-3.775344731047943
1987-08-06,-3.4038505079784955
1987-08-07,-3.139148490900743
1987-08-08,-3.5153978400254786
1987-08-09,-3.4765643105739534
1987-08-10,-3.453383071054423
1987-08-11,-2.8615680074232515
1987-08-12,-2.5279166625438108
1987-08-13,-2.915261305797556
1987-08-14,-3.096352356403141
1987-08-15,-2.784891599781717
1987-08-16,-3.6281339535862904
1987-08-17,-3.2756602347379995
1987-08-18,-3.0967486169077496
1987-08-19,-3.057122566447011
1987-08-20,-3.8734192059382777
1987-08-21,-3.3123143314141834
1987-08-22,-3.526096873649879
1987-08-23,-3.5756294367258072
1987-08-24,-3.618227440971104
1987-08-25,-3.6132741846635135
1987-08-26,-3.1823408859029505
1987-08-27,-3.126270024501
1987-08-28,-3.2909162641653844
1987-08-29,-3.5146053190162676
1987-08-30,-3.3588749407055523
1987-08-31,-2.883956725933571
1987-09-01,-2.6882040366575097
1987-09-02,-1.8089019769336652
1987-09-03,-2.802327061984444
1987-09-04,-2.9939190159621276
1987-09-05,-2.666409708904103
1987-09-06,-2.619056578603516
1987-09-07,-2.0385349393536587
1987-09-08,-3.2110697724869888
1987-09-09,-3.841718365569683
1987-09-10,-2.255289435373912
1987-09-11,-2.3371172295753424
1987-09-12,-3.616048008195763
1987-09-13,-3.2221650666159967
1987-09-14,-3.3390619154751846
1987-09-15,-3.6194162224849245
1987-09-16,-3.171641852278551
1987-09-17,-7.777377697330494
1987-09-18,-2.615093973557441
1987-09-19,-2.522567145731609
1987-09-20,-2.428851536391958
1987-09-21,-2.888513721736556
1987-09-22,-2.5972622508501075
1987-09-23,-3.3527329028841386
1987-09-24,-2.951717272221439
1987-09-25,-2.587950128991835
1987-09-26,-3.643984373770587
1987-09-27,-2.779938343474124
1987-09-28,-2.830461557811571
1987-09-29,-3.348374037333459
1987-09-30,-3.1131934278489553
1987-10-01,-3.19838943633955
1987-10-02,-3.335693701186018
1987-10-03,-3.3923589533448806
1987-10-04,-3.607330277094403
1987-10-05,-5.080824963477062
1987-10-06,-3.133006453079331
1987-10-07,-3.5217380080992022
1987-10-08,-3.5502687644309354
1987-10-09,-3.6019807602822005
1987-10-10,-3.606934016589792
1987-10-11,-3.670137567074677
1987-10-12,-3.4803287853677247
1987-10-13,-3.5027175038780434
1987-10-14,-3.423069142451952
1987-10-15,-3.5875172518640333
1987-10-16,-3.5358052560127597
1987-10-17,-3.5575995837661707
1987-10-18,-3.6017826300299
1987-10-19,-3.5112371047271047
1987-10-20,-2.8171868309072203
1987-10-21,-5.368113829317433
1987-10-22,-3.908686390848336
1987-10-23,-6.2878344605112355
1987-10-24,-3.0537543521578434
1987-10-25,-3.6188218317280145
1987-10-26,-3.4571475458481893
1987-10-27,-3.436145739103998
1987-10-28,-3.4157383231167167
1987-10-29,-5.6171635564631925
1987-10-30,-3.398104730661686
1987-10-31,-3.1439036169560346
1987-11-01,-3.5219361383515064
1987-11-02,-3.3592712012101593
1987-11-03,-2.848491410771205
1987-11-04,-2.955085486510601
1987-11-05,-3.248120129667781
1987-11-06,-3.1868978817059386
1987-11-07,-3.108834562298277
1987-11-08,-2.9118930915083965
1987-11-09,-2.868502566253884
1987-11-10,-3.0212609907800405
1987-11-11,-2.3373153598276466
1987-11-12,-2.0888600234388
1987-11-13,-2.4254833221027936
1987-11-14,-3.6041601930575395
1987-11-15,-4.176558491962948
1987-11-16,-2.733377734182754
1987-11-17,-2.6586826290642556
1987-11-18,-2.4300403179057817
1987-11-19,-1.9941537628376267
1987-11-20,-2.203973700027248
1987-11-21,-2.176037334452429
1987-11-22,-2.105701094884614
1987-11-23,-2.1588000025020087
1987-11-24,-2.6493705072059854
1987-11-25,-2.9535004444921724
1987-11-26,-3.0456310118133927
1987-11-27,-3.152225087552791
1987-11-28,-3.6336816006507937
1987-11-29,-3.3842356130004276
1987-11-30,-3.437928911374732
1987-12-01,-3.5110389744748005
1987-12-02,-3.088427146310996
1987-12-03,-3.308351726368109
1987-12-04,-3.0218553815369495
1987-12-05,-2.7747869569142316
1987-12-06,-2.966973301648823
1987-12-07,-3.2699144574211894
1987-12-08,-3.1024943942245584
1987-12-09,-3.2104753817300753
1987-12-10,-3.4004822936893313
1987-12-11,-3.270706978430404
1987-12-12,-3.3880000877942025
1987-12-13,-3.4002841634370284
1987-12-14,-3.5157941005300883
1987-12-15,-3.336882482699842
1987-12-16,-3.1266662850056086
1987-12-17,-6.623070847409106
1987-12-18,-3.4278242685072455
1987-12-19,-5.505021833659296
1987-12-20,-3.351147860865711
1987-12-21,-3.0745580286497365
1987-12-22,-3.2655555918705077
1987-12-23,-2.7474449820963187
1987-12-24,-6.364312737900467
1987-12-25,-5.2856916443590904
1987-12-26,-30.04801057727624
1987-12-27,-17.09821728670603
1987-12-28,-14.32399749394954
1987-12-29,-18.009616447303074
1987-12-30,-3.814772651256382
1987-12-31,-6.364510868152764
1988-01-01,-3.22829978716666
1988-01-02,-2.715823048074849
1988-01-03,-2.6330224208701707
1988-01-04,-2.5525135967399075
1988-01-05,-2.8298956978755783
1988-01-06,-3.134483719378501
1988-01-07,-3.465686228197214
1988-01-08,-2.876692838072509
1988-01-09,-2.8395064849618366
1988-01-10,-3.0461384073163678
1988-01-11,-3.003037723691076
1988-01-12,-2.4966231733767503
1988-01-13,-2.3056642268859613
1988-01-14,-7.19962486947103
1988-01-15,-3.0848033430556954
1988-01-16,-2.5183583380179777
1988-01-17,-2.351278500979967
1988-01-18,-2.900424089262421
1988-01-19,-2.7205545124865442
1988-01-20,-3.248926014836396
1988-01-21,-3.4466864414189975
1988-01-22,-3.904012048461978
1988-01-23,-3.195253465416221
1988-01-24,-3.5589847920653424
1988-01-25,-3.6525051433277693
1988-01-26,-3.4390717408814253
1988-01-27,-3.407504001759642
1988-01-28,-3.423990198069145
1988-01-29,-3.3116918474228
1988-01-30,-3.293061706301746
1988-01-31,-3.4669430234315706
1988-02-01,-3.3838466797011617
1988-02-02,-3.330839492463881
1988-02-03,-3.2702915338204606
1988-02-04,-3.2305915902410742
1988-02-05,-3.12043718440628
1988-02-06,-2.698597560451018
1988-02-07,-3.236727708149992
1988-02-08,-2.5735094700668086
1988-02-09,-1.9105869485093547
1988-02-10,-2.0656163371238274
1988-02-11,-3.0346793919442923
1988-02-12,-2.6055947131086206
1988-02-13,-2.1041334146002897
1988-02-14,-2.422546183681136
1988-02-15,-2.1919612227423944
1988-02-16,-2.2321047411103767
1988-02-17,-1.7721916144672492
1988-02-18,-2.228112568013009
1988-02-19,-2.7405153779733866
1988-02-20,-3.9879955417695805
1988-02-21,-5.255214783658318
1988-02-22,-1.966847017529676
1988-02-23,-2.3994063655426863
1988-02-24,-2.6555708059571583
1988-02-25,-1.9601933957007285
1988-02-26,-2.4250597741498496
1988-02-27,-2.8035769270855213
1988-02-28,-2.3213372027497043
1988-02-29,-2.8549576734312807
1988-03-01,-3.594396846021629
1988-03-02,-3.804725224947797
1988-03-03,-3.655018733796483
1988-03-04,-3.778110737632008
1988-03-05,-3.6916136538556934
1988-03-06,-3.5782802953692894
1988-03-07,-3.357601838042536
1988-03-08,-5.075862710802471
1988-03-09,-4.912479330336098
1988-03-10,-4.812896790296185
1988-03-11,-2.8848250425301107
1988-03-12,-2.4798412605415163
1988-03-13,-2.268034298986693
1988-03-14,-3.5308177929894646
1988-03-15,-3.3550882475738235
1988-03-16,-3.2901784701758703
1988-03-17,-3.4387020952242615
1988-03-18,-3.354348956259495
1988-03-19,-2.9186106555948768
1988-03-20,-3.011613502937274
1988-03-21,-2.6849946002673932
1988-03-22,-2.985960094330111
1988-03-23,-3.008878125074263
1988-03-24,-2.9929833618162216
1988-03-25,-2.848599768128065
1988-03-26,-3.0365276202301104
1988-03-27,-3.358045412831133
1988-03-28,-2.9596413235400516
1988-03-29,-3.2427898969274787
1988-03-30,-2.9237856947951695
1988-03-31,-2.606999366605843
1988-04-01,-2.731422094807158
1988-04-02,-2.2556881340374226
1988-04-03,-2.1742182311985347
1988-04-04,-2.1569188144432716
1988-04-05,-2.1722221446498504
1988-04-06,-2.1203978235154946
1988-04-07,-2.3313915646245578
1988-04-08,-3.0928616183818645
1988-04-09,-3.8365886805953124
1988-04-10,-5.6324012122282
1988-04-11,-4.249039304858615
1988-04-12,-2.1972841202055524
1988-04-13,-2.2794933143587683
1988-04-14,-2.946703725539321
1988-04-15,-2.6443335779793804
1988-04-16,-2.676492750152627
1988-04-17,-5.347552268817822
1988-04-18,-5.181063864831272
1988-04-19,-2.36480753203216
1988-04-20,-1.7618415360666653
1988-04-21,-2.2548749135916633
1988-04-22,-2.7377060709789425
1988-04-23,-2.9219374665093514
1988-04-24,-2.837953973201749
1988-04-25,-3.1683432615747
1988-04-26,-3.471452700448969
1988-04-27,-3.1857166074613965
1988-04-28,-3.214918614377332
1988-04-29,-4.871966166310951
1988-04-30,-4.205938621233322
1988-05-01,-2.0418850859339153
1988-05-02,-2.76535556613479
1988-05-03,-2.966664591026163
1988-05-04,-3.3751230421920986
1988-05-05,-3.2944663597989687
1988-05-06,-2.9453730011735324
1988-05-07,-3.23879772383011
1988-05-08,-3.7616984704539385
1988-05-09,-3.4700480469517463
1988-05-10,-3.2509221013850804
1988-05-11,-3.7135706058912192
1988-05-12,-3.3000110446564244
1988-05-13,-3.3404502795501387
1988-05-14,-3.3633683102942915
1988-05-15,-3.3702437195175357
1988-05-16,-3.547303989298969
1988-05-17,-3.228965149349554
1988-05-18,-3.233992330286982
1988-05-19,-3.165460025448823
1988-05-20,-3.506273321353793
1988-05-21,-3.5851557045925353
1988-05-22,-3.5553622646251384
1988-05-23,-3.5371017691612483
1988-05-24,-3.6573105368708974
1988-05-25,-3.4289434498751383
1988-05-26,-3.515218746257156
1988-05-27,-3.4056557734738226
1988-05-28,-3.1968059771763087
1988-05-29,-2.9717657010950234
1988-05-30,-4.712722817204812
1988-05-31,-1.7594018747293847
1988-06-01,-2.119436744806869
1988-06-02,-2.7806588963413694
1988-06-03,-1.9474036559628638
1988-06-04,-2.589773878982013
1988-06-05,-3.178989056501017
1988-06-06,-3.440180677852915
1988-06-07,-3.314501154417244
1988-06-08,-3.466499448642974
1988-06-09,-3.6461472380245525
1988-06-10,-3.4059514899995533
1988-06-11,-3.2901784701758703
1988-06-12,-3.01309208556593
1988-06-13,-2.350613138797072
1988-06-14,-2.2536181183573065
1988-06-15,-3.123024704006427
1988-06-16,-2.093561548805406
1988-06-17,-3.682150725032301
1988-06-18,-3.7134966767597857
1988-06-19,-3.5938054129701666
1988-06-20,-3.7119441649996987
1988-06-21,-3.8904090882783535
1988-06-22,-5.087691371831711
1988-06-23,-2.8716656571350825
1988-06-24,-2.1175885165210495
1988-06-25,-2.5349923925903455
1988-06-26,-2.370056500363885
1988-06-27,-3.0430333837961925
1988-06-28,-3.1192543183033563
1988-06-29,-3.0747489811808415
1988-06-30,-3.3627768772428284
1988-07-01,-3.3950099785475074
1988-07-02,-3.5501872254248448
1988-07-03,-3.5277127694692894
1988-07-04,-3.4630247794656355
1988-07-05,-3.4041771908451675
1988-07-06,-3.2725094077634433
1988-07-07,-3.358045412831133
1988-07-08,-3.697897630027476
1988-07-09,-3.3958971281247003
1988-07-10,-3.303781430359496
1988-07-11,-3.387838852798531
1988-07-12,-3.497993258633324
1988-07-13,-3.412531182697068
1988-07-14,-5.577471867573668
1988-07-15,-3.3363841773213374
1988-07-16,-3.1911134340559877
1988-07-17,-3.308143249114028
1988-07-18,-3.0023723615081814
1988-07-19,-2.878245349832597
1988-07-20,-2.9212721043264565
1988-07-21,-3.4311613238181202
1988-07-22,-3.131748341515491
1988-07-23,-6.355723834166209
1988-07-24,-4.094453491032738
1988-07-25,-3.564455547791366
1988-07-26,-3.707360558850868
1988-07-27,-3.3379366890814253
1988-07-28,-3.3842902544897577
1988-07-29,-3.3923485298159277
1988-07-30,-3.578428153632155
1988-07-31,-3.417558363634495
1988-08-01,-3.643485789292974
1988-08-02,-3.3593022080654884
1988-08-03,-3.453561850642243
1988-08-04,-3.2903263284387356
1988-08-05,-3.315684020520168
1988-08-06,-3.3919049550273317
1988-08-07,-3.1494913330593506
1988-08-08,-2.551330730636984
1988-08-09,-2.760254456065931
1988-08-10,-3.2040510320567184
1988-08-11,-3.574362051403354
1988-08-12,-3.462433346414174
1988-08-13,-3.0235900222293792
1988-08-14,-2.5769102101127146
1988-08-15,-2.7165623393891756
1988-08-16,-3.300306761182155
1988-08-17,-3.50834333703391
1988-08-18,-3.5335531708524766
1988-08-19,-3.625447081223383
1988-08-20,-3.266964722905987
1988-08-21,-3.478845613592244
1988-08-22,-3.3848077584097873
1988-08-23,-3.5757667049005755
1988-08-24,-4.505869107455982
1988-08-25,-3.01797140824049
1988-08-26,-3.3463646100647595
1988-08-27,-3.338454193001454
1988-08-28,-3.4255427098292315
1988-08-29,-3.047247344287859
1988-08-30,-4.2758755795687025
1988-08-31,-9.720756109590612
1988-09-01,-3.661080922573968
1988-09-02,-3.4318266860010165
1988-09-03,-3.697823700896043
1988-09-04,-3.353609664945168
1988-09-05,-3.2441945504247016
1988-09-06,-3.250108880939321
1988-09-07,-3.4966625342675353
1988-09-08,-3.3570843341225074
1988-09-09,-3.4319006151324474
1988-09-10,-3.447721449259056
1988-09-11,-3.124133640977917
1988-09-12,-3.4383324495670977
1988-09-13,-3.3400067047615427
1988-09-14,-3.5867821454840567
1988-09-15,-3.55972408337967
1988-09-16,-3.5472300601675357
1988-09-17,-2.812374493726018
1988-09-18,-2.175918601221488
1988-09-19,-3.2376887868586195
1988-09-20,-5.891892463557148
1988-09-21,-4.349139348818556
1988-09-22,-2.7207023707494105
1988-09-23,-3.4852774480268933
1988-09-24,-3.5022811482564244
1988-09-25,-3.5266777616292315
1988-09-26,-3.453340063247945
1988-09-27,-3.5537358237336165
1988-09-28,-3.4645033620942898
1988-09-29,-3.3014896272850804
1988-09-30,-3.1063167203026243
1988-10-01,-3.345033885698969
1988-10-02,-3.2990499659477996
1988-10-03,-3.4286477333494076
1988-10-04,-3.5660819886828867
1988-10-05,-3.4027725373479463
1988-10-06,-3.487643180232741
1988-10-07,-3.373348743037712
1988-10-08,-3.404251119976601
1988-10-09,-3.547599705824698
1988-10-10,-3.5271952655492598
1988-10-11,-3.4820245662438523
1988-10-12,-3.4259862846178293
1988-10-13,-3.372683380854818
1988-10-14,-2.9238596239266017
1988-10-15,-2.8088258954172467
1988-10-16,-3.119476105697654
1988-10-17,-3.016418896480404
1988-10-18,-4.435562503463439
1988-10-19,-4.231665958971918
1988-10-20,-2.7629898339289425
1988-10-21,-2.7161926937320118
1988-10-22,-2.918241009937713
1988-10-23,-3.0111699281486786
1988-10-24,-3.5433118162016
1988-10-25,-2.77075239272938
1988-10-26,-2.8355882409959
1988-10-27,-3.5263081159720677
1988-10-28,-4.702003093147063
1988-10-29,-3.0417026594304026
1988-10-30,-2.797810454833766
1988-10-31,-2.4290519472472183
1988-11-01,-2.7760013610611054
1988-11-02,-2.8577669804257257
1988-11-03,-3.3675822707859573
1988-11-04,-2.6021200439312815
1988-11-05,-2.610474035783183
1988-11-06,-2.8318917844242635
1988-11-07,-3.233326968104087
1988-11-08,-3.0588542179228004
1988-11-09,-2.6275516651441473
1988-11-10,-2.8608720039459
1988-11-11,-2.362589658089178
1988-11-12,-2.9215678208521876
1988-11-13,-2.333165863778944
1988-11-14,-1.7255423325331856
1988-11-15,-2.2329179615561374
1988-11-16,-1.7318263087049697
1988-11-17,-2.022959228287132
1988-11-18,-3.1169625152289413
1988-11-19,-2.638493176596194
1988-11-20,-3.889891584358324
1988-11-21,-3.177140828215198
1988-11-22,-2.505790385674411
1988-11-23,-2.3350140920647617
1988-11-24,-2.217614631349558
1988-11-25,-1.8386539036252907
1988-11-26,-2.5796455879757256
1988-11-27,-2.6275516651441477
1988-11-28,-3.2529921170651974
1988-11-29,-3.406690781313881
1988-11-30,-3.100624177182303
1988-12-01,-3.178397623449554
1988-12-02,-6.416419651072495
1988-12-03,-11.89316363674192
1988-12-04,-5.9562847370350696
1988-12-05,-2.576096989666954
1988-12-06,-2.837584327544585
1988-12-07,-2.771787400569439
1988-12-08,-2.691352505570609
1988-12-09,-2.3391541234249966
1988-12-10,-1.9987104731771907
1988-12-11,-1.77758844106184
1988-12-12,-2.0520873060716345
1988-12-13,-2.527747337709938
1988-12-14,-2.8717395862665156
1988-12-15,-3.2088564255998464
1988-12-16,-3.173222584249262
1988-12-17,-2.1829418687075997
1988-12-18,-1.9405282467396174
1988-12-19,-2.991504779187567
1988-12-20,-3.355901468019583
1988-12-21,-2.7791063845812816
1988-12-22,-3.8712614432372714
1988-12-23,-2.755596920785667
1988-12-24,-3.292618131513151
1988-12-25,-5.343855812246184
1988-12-26,-1.768421228764179
1988-12-27,-2.9762753781124203
1988-12-28,-3.102989909388151
1988-12-29,-3.579980665392243
1988-12-30,-3.1998370715650517
1988-12-31,-3.927225795731862
1989-01-01,-2.947599990077349
1989-01-02,-3.0319213081736094
1989-01-03,-2.901097203353171
1989-01-04,-2.345304860818363
1989-01-05,-2.660459288918993
1989-01-06,-3.2711585362606677
1989-01-07,-3.2742400462243197
1989-01-08,-2.9518020491186916
1989-01-09,-2.9383554601863984
1989-01-10,-2.9913014041073027
1989-01-11,-2.680909309586857
1989-01-12,-2.556808499232568
1989-01-13,-2.4371898851890363
1989-01-14,-1.9744031161025977
1989-01-15,-2.9658089125898286
1989-01-16,-3.4532477613854753
1989-01-17,-4.006238731226053
1989-01-18,-2.081135415752675
1989-01-19,-3.849641997618715
1989-01-20,-2.361272685175463
1989-01-21,-2.343624037201826
1989-01-22,-3.132490587896392
1989-01-23,-3.25266947647876
1989-01-24,-3.4151490927439787
1989-01-25,-3.3739689141388305
1989-01-26,-3.541771138523076
1989-01-27,-2.069649787706345
1989-01-28,-2.7688724121856154
1989-01-29,-3.340072304538669
1989-01-30,-3.3874155030711215
1989-01-31,-5.685101386876803
1989-02-01,-5.712554839280233
1989-02-02,-3.436439525220109
1989-02-03,-3.4131881318580177
1989-02-04,-3.459971055851623
1989-02-05,-3.5655828064240125
1989-02-06,-3.081505604861441
1989-02-07,-2.939195871994665
1989-02-08,-3.2515489274010747
1989-02-09,-3.151259784947714
1989-02-10,-3.2215742395728335
1989-02-11,-2.950401362771578
1989-02-12,-3.1986029834801677
1989-02-13,-2.0340723544896506
1989-02-14,-2.3808822940350596
1989-02-15,-2.329617173730688
1989-02-16,-2.5251529877877914
1989-02-17,-1.9601161153620374
1989-02-18,-2.970571246170021
1989-02-19,-2.7568265096004345
1989-02-20,-3.2140105332984183
1989-02-21,-3.0392048771786
1989-02-22,-3.0946720565243133
1989-02-23,-3.209808474257077
1989-02-24,-3.3815326204132448
1989-02-25,-3.636457535587976
1989-02-26,-2.2049560888375495
1989-02-27,-3.2437050838572348
1989-02-28,-3.565862943693434
1989-03-01,-3.454928585002014
1989-03-02,-3.5073142543840725
1989-03-03,-3.658308242602954
1989-03-04,-3.4518470750383634
1989-03-05,-3.1422953923261865
1989-03-06,-2.868321142830702
1989-03-07,-2.105787495461884
1989-03-08,-3.0173541701636224
1989-03-09,-3.1392138823625366
1989-03-10,-2.70920317379856
1989-03-11,-2.836665631385928
1989-03-12,-3.0523713288414718
1989-03-13,-3.2846051251929587
1989-03-14,-2.000455882158916
1989-03-15,-2.480050887410723
1989-03-16,-2.8027690217857697
1989-03-17,-2.5352379294870118
1989-03-18,-3.183755708200755
1989-03-19,-3.4269148580597366
1989-03-20,-3.414028543666285
1989-03-21,-3.466134075778926
1989-03-22,-3.3921778366513102
1989-03-23,-4.427285047168497
1989-03-24,-4.077953872198285
1989-03-25,-3.9395660611034344
1989-03-26,-2.416739864521174
1989-03-27,-3.1436960786732997
1989-03-28,-2.617318149427889
1989-03-29,-1.985888744148929
1989-03-30,-1.7564563204916677
1989-03-31,-2.5500852047664204
1989-04-01,-2.618998973044423
1989-04-02,-3.3072962440162073
1989-04-03,-3.585752689822455
1989-04-04,-3.333909284611368
1989-04-05,-3.435038838872996
1989-04-06,-3.584912278014187
1989-04-07,-3.393858660267847
1989-04-08,-3.273679771685471
1989-04-09,-3.298331851394677
1989-04-10,-3.3302675001088766
1989-04-11,-3.5258033141659766
1989-04-12,-3.326625715606376
1989-04-13,-2.947319852807928
1989-04-14,-3.073941898587023
1989-04-15,-3.2019646307132383
1989-04-16,-3.1515399222171383
1989-04-17,-3.2888071842343023
1989-04-18,-3.289647596042568
1989-04-19,-3.702009656632908
1989-04-20,-3.1966420225942067
1989-04-21,-2.8596368874785973
1989-04-22,-2.747581979709485
1989-04-23,-2.809492316251918
1989-04-24,-2.777276530268299
1989-04-25,-2.2747102689238226
