index,DateTime,Hauteur,Période
0,2023-11-10,0.0025607902230819,6.325878594249201
1,2023-12-07,1.522444668570149,7.042727254558768
2,2023-12-08,1.3239618122588388,6.968257468338015
3,2023-12-09,2.1411934658680076,7.242373837153581
4,2023-12-10,4.064923909946249,7.806398492684722
5,2023-12-11,3.1629801023618223,8.268548206297
6,2023-12-12,2.729687686803565,7.73514498964865
7,2023-12-13,2.7527133714005836,9.332706067491781
8,2023-12-14,1.7377750723617638,8.31226710920658
9,2023-12-15,1.3559186443371627,8.871167749309873
10,2023-12-16,2.0345057085818676,9.993809509776474
11,2023-12-17,2.9560670106674363,12.454207709222116
12,2023-12-18,2.4645654753045085,11.859013880796105
13,2023-12-19,2.012623497257955,10.90830628057126
14,2023-12-20,1.3582238631268817,9.262722915210164
15,2023-12-21,1.6679504947749157,8.417176283885832
16,2023-12-22,1.7436033253840282,6.801965159590911
17,2023-12-23,1.799825303144476,7.084941673671794
18,2023-12-24,1.686919732314554,7.392926882476946
19,2023-12-25,1.9559669660507613,9.36452547558079
20,2023-12-26,2.1015919054284176,8.725394383963037
21,2023-12-27,2.032443558361787,10.611774941544267
22,2023-12-28,1.9784155609676775,9.989059069310732
23,2023-12-29,1.5462705486894484,8.422062766337014
24,2023-12-30,1.1677420254844098,7.517976138466074
25,2023-12-31,1.0950306910030745,9.691610739714498
26,2024-01-01,1.5398753328070083,10.973852391614923
27,2024-01-02,1.3533991233812774,8.870983884976766
28,2024-01-03,1.0249057356342055,6.924414123824316
29,2024-01-04,1.697353992328033,7.543239659946374
30,2024-01-05,1.3214812593713052,7.208988547752699
31,2024-01-06,2.0614578892649496,7.501216321748744
32,2024-01-07,1.3850043383609214,7.857949948541188
33,2024-01-08,1.5430256014329242,8.679950115771843
34,2024-01-09,1.292894772179268,8.465750404471537
35,2024-01-10,1.042742239869703,8.864689648055387
36,2024-01-11,0.9015163826306768,10.854780448642689
37,2024-01-12,1.8741273295980447,10.32606279989593
38,2024-01-13,3.269367674984067,10.938595657190124
39,2024-01-14,3.268192363375689,9.516526193670407
40,2024-01-15,2.3935958742627146,8.448852478828874
41,2024-01-16,2.2984975284747913,7.418458685672959
42,2024-01-17,1.9773480730599262,8.196335796682199
43,2024-01-18,1.6047757293095084,8.280903128621178
44,2024-01-19,1.1720386792754856,8.384023745618482
45,2024-01-20,1.2996907079778297,10.870261794941165
46,2024-01-21,1.493484833768694,10.851350565884879
47,2024-01-22,2.3508236250894994,10.2447717150718
48,2024-01-23,2.059999861413966,9.36409335189791
49,2024-01-24,1.3915738621233364,9.207894901047254
50,2024-01-25,1.2276012959352403,8.460673961074948
51,2024-01-26,1.0434573016006805,8.052087593404629
52,2024-01-27,1.1594606521617667,9.360359327018156
53,2024-01-28,1.4522388346065052,9.523413844592202
54,2024-01-29,1.410640788182678,9.962307688535125
55,2024-01-30,1.3937131652667445,9.53575408305145
56,2024-01-31,1.114777075843767,10.00770341207307
57,2024-02-01,1.122002263209852,10.084696364763838
58,2024-02-02,1.7759968295601214,9.764738749717125
59,2024-02-03,1.7017981322007918,9.461616997742304
60,2024-02-04,1.3865862958495243,9.516284384229712
61,2024-02-05,1.8894011309700485,10.490546618766881
62,2024-02-06,1.8133220432862072,9.970629798189744
63,2024-02-07,1.966484784264718,7.786817537939278
64,2024-02-08,3.306337641495371,7.175068884348728
65,2024-02-09,2.725130738757582,10.233118005803322
66,2024-02-10,2.519462023263669,9.290359366806223
67,2024-02-11,2.0102689813623473,9.395102005673643
68,2024-02-12,2.0054908710617547,9.395072830545088
69,2024-02-13,2.4996980766768826,11.061427847833329
70,2024-02-14,2.8160705162095616,12.13931695662126
71,2024-02-15,2.542702926132975,12.038918984641825
72,2024-02-16,2.153545520616311,11.88034657475204
73,2024-02-17,1.5126544303968867,11.25064765756571
74,2024-02-18,1.7052598559122976,10.177724944225563
75,2024-02-19,2.9310873669366027,10.296225029903312
76,2024-02-20,2.9467292301113694,10.579016482167676
77,2024-02-21,2.8669456076474167,11.070805180862457
78,2024-02-22,2.4619484421574067,11.20703907839441
79,2024-02-23,1.8140762357084652,10.809125730109107
80,2024-02-24,2.4103003475979654,12.590548702283556
81,2024-02-25,2.349372397891219,11.437515418872628
82,2024-02-26,2.3929459568594327,12.645955648181166
83,2024-02-27,3.4620090062973947,12.865412952030889
84,2024-02-28,2.0369319381648086,10.649446238726412
85,2024-02-29,1.6420769376132638,9.320720196282927
86,2024-03-01,1.3442739705680837,8.794842264267052
87,2024-03-02,1.0987301179736637,8.613619952330057
88,2024-03-03,1.231978159787558,7.072084206331681
89,2024-03-04,1.2249349325144923,7.3109530827484095
90,2024-03-05,1.3500211966145728,8.36600874734697
91,2024-03-06,1.435602554046305,8.82617434597149
92,2024-03-07,1.7779887828024816,8.436406287763313
93,2024-03-08,1.9573156570006474,8.771897362472819
94,2024-03-09,2.3828325608109986,11.428931627923893
95,2024-03-10,2.234499387807189,9.468579795929218
96,2024-03-11,2.0783021228102334,9.807020531483497
97,2024-03-12,1.6039249520461387,10.23904121941608
98,2024-03-13,2.0432599307805845,12.449511302727679
99,2024-03-14,2.263016199664147,11.833053449140616
100,2024-03-15,2.660673212348137,13.97305162983955
101,2024-03-16,2.327344740901284,12.384323245363133
102,2024-03-17,1.7022107684841954,9.875163133840285
103,2024-03-18,1.3932175089731156,9.745032282348747
104,2024-03-19,1.4007295328980112,9.8040854121793
105,2024-03-20,1.5137395753915954,10.438507480020334
106,2024-03-21,2.100211164263488,10.108094145031016
107,2024-03-22,2.4171233935427745,10.371743077276276
108,2024-03-23,1.945946995232798,10.546583513298772
109,2024-03-24,1.4811285226220379,9.409378185659682
110,2024-03-25,1.3393298382052203,9.887485663480174
111,2024-03-26,1.3829633804031436,9.44197066143282
112,2024-03-27,1.9091437029523062,7.870251584650305
113,2024-03-28,1.5879668280616188,8.39713787278818
114,2024-03-29,1.8497754960959258,8.03189849709123
115,2024-03-30,2.5150889019786984,7.275539580405417
116,2024-03-31,3.6337564840710597,9.128568377422654
117,2024-04-01,3.603683297234834,9.04535851630945
118,2024-04-02,3.215304135293521,9.6428301996332
119,2024-04-03,3.2207716854487027,10.899014568114561
120,2024-04-04,3.2366047587551234,11.452633135379031
121,2024-04-05,2.8742732564347033,11.175852789402812
122,2024-04-06,2.435251357381112,10.562551895054185
123,2024-04-07,2.177280643722619,11.085145277455526
124,2024-04-08,1.8743078446959922,10.789537298193501
125,2024-04-09,1.749428340837998,10.117639046136095
126,2024-04-10,2.451286753307494,11.898998548293761
127,2024-04-11,4.149030271669177,9.290491200636447
128,2024-04-12,6.25218991124205,10.693223888003278
129,2024-04-13,4.272257331922318,10.550845065273196
130,2024-04-14,3.3230723987500017,8.576672911998246
131,2024-04-15,3.609705731781241,8.471053457679387
132,2024-04-16,2.780175225759162,8.319372545516106
133,2024-04-17,2.304175570676148,8.571774049945343
134,2024-04-18,1.820157640823872,9.521637006612364
135,2024-04-19,2.045443457763976,10.59710838365175
136,2024-04-20,1.9945621715265995,10.432369444765653
137,2024-04-21,2.710309348787862,11.451516382912937
138,2024-04-22,2.4367886594551385,11.741273816037994
139,2024-04-23,2.425966890315367,10.603720064443158
140,2024-04-24,1.9290264753410102,9.86496832441409
141,2024-04-25,1.5488628522932075,10.10188123882762
142,2024-04-26,3.1025527090833345,11.551114900558291
143,2024-04-27,3.2674202660243195,9.372384820470176
144,2024-04-28,3.8915821415922274,7.886910585574607
145,2024-04-29,2.8811866583383714,6.986568407742196
146,2024-04-30,2.400533636994843,6.780067284747389
147,2024-05-01,2.3542634969420564,7.222433332064377
148,2024-05-02,3.4143219594326486,10.412890470779702
149,2024-05-03,3.839471055189736,9.44743424441597
150,2024-05-04,2.4712539006792493,8.405801059140765
151,2024-05-05,2.384807590188355,9.814417511943228
152,2024-05-06,3.350136530773025,12.846733859929646
153,2024-05-07,3.8821175425322743,13.018722253386724
154,2024-05-08,2.8994485046494414,11.845252795613767
155,2024-05-09,1.9204441876967782,10.611724148477546
156,2024-05-10,1.6815353363709515,11.117232608353685
157,2024-05-11,1.3721535813075991,11.647855810549723
158,2024-05-12,2.110924225689406,13.236677128089516
159,2024-05-13,3.6166277976943837,13.671264525502012
160,2024-05-14,3.8340918161815982,14.088470795583104
161,2024-05-15,3.7581475633508026,13.371055905077563
162,2024-05-16,4.639012305044794,13.132442563483767
163,2024-05-17,3.9491083401277782,9.114965962058251
164,2024-05-18,3.382223523041073,8.698966200079601
